,game_id,season,type,date_time_GMT,home_team_id,away_team_id,home_goals,away_goals,outcome,home_wins,overtime
18399,2000020001,20002001,R,2000-10-04T23:00:00Z,25,21,2,2,tbc win OT,,
18040,2000020005,20002001,R,2000-10-05T23:00:00Z,20,17,3,4,away win REG,0.0,0.0
18043,2000020003,20002001,R,2000-10-05T23:00:00Z,7,16,4,2,home win REG,1.0,0.0
18311,2000020004,20002001,R,2000-10-05T23:00:00Z,4,23,6,3,home win REG,1.0,0.0
19132,2000020002,20002001,R,2000-10-05T23:00:00Z,6,9,4,4,tbc win OT,,
18713,2000020006,20002001,R,2000-10-06T00:00:00Z,27,19,4,1,home win REG,1.0,0.0
18232,2000020018,20002001,R,2000-10-06T15:55:00Z,5,18,1,3,away win REG,0.0,0.0
18405,2000020008,20002001,R,2000-10-06T23:00:00Z,15,26,1,4,away win REG,0.0,0.0
18664,2000020007,20002001,R,2000-10-06T23:00:00Z,1,8,8,4,home win REG,1.0,0.0
18827,2000020011,20002001,R,2000-10-06T23:00:00Z,22,17,2,1,home win REG,1.0,0.0
18407,2000020010,20002001,R,2000-10-06T23:30:00Z,13,23,3,4,away win OT,0.0,1.0
18499,2000020009,20002001,R,2000-10-06T23:30:00Z,14,2,3,3,tbc win OT,,
18769,2000020013,20002001,R,2000-10-06T23:30:00Z,28,19,1,4,away win REG,0.0,0.0
18864,2000020012,20002001,R,2000-10-06T23:30:00Z,24,30,3,1,home win REG,1.0,0.0
18865,2000020025,20002001,R,2000-10-07T15:00:00Z,18,5,1,3,away win REG,0.0,0.0
18178,2000020014,20002001,R,2000-10-07T23:00:00Z,7,26,5,3,home win REG,1.0,0.0
18312,2000020020,20002001,R,2000-10-07T23:00:00Z,11,3,1,2,away win REG,0.0,0.0
18366,2000020023,20002001,R,2000-10-07T23:00:00Z,27,30,4,1,home win REG,1.0,0.0
18538,2000020016,20002001,R,2000-10-07T23:00:00Z,9,25,3,1,home win REG,1.0,0.0
18567,2000020015,20002001,R,2000-10-07T23:00:00Z,10,8,2,0,home win REG,1.0,0.0
18748,2000020017,20002001,R,2000-10-07T23:00:00Z,4,6,1,5,away win REG,0.0,0.0
19149,2000020019,20002001,R,2000-10-07T23:00:00Z,12,15,3,3,tbc win OT,,
19209,2000020021,20002001,R,2000-10-07T23:30:00Z,29,16,3,5,away win REG,0.0,0.0
18350,2000020022,20002001,R,2000-10-08T00:00:00Z,22,21,1,1,tbc win OT,,
18588,2000020026,20002001,R,2000-10-08T17:00:00Z,24,19,1,5,away win REG,0.0,0.0
18626,2000020024,20002001,R,2000-10-08T22:00:00Z,14,23,4,5,away win REG,0.0,0.0
18521,2000020027,20002001,R,2000-10-09T17:00:00Z,6,13,4,2,home win REG,1.0,0.0
18663,2000020029,20002001,R,2000-10-09T23:00:00Z,29,26,1,7,away win REG,0.0,0.0
18764,2000020028,20002001,R,2000-10-09T23:30:00Z,10,25,1,3,away win REG,0.0,0.0
18488,2000020031,20002001,R,2000-10-10T23:00:00Z,12,25,5,2,home win REG,1.0,0.0
19099,2000020032,20002001,R,2000-10-10T23:00:00Z,20,21,1,3,away win REG,0.0,0.0
18921,2000020030,20002001,R,2000-10-10T23:30:00Z,8,22,5,2,home win REG,1.0,0.0
18050,2000020035,20002001,R,2000-10-11T23:00:00Z,3,8,3,1,home win REG,1.0,0.0
18932,2000020040,20002001,R,2000-10-11T23:00:00Z,26,19,4,4,tbc win OT,,
17986,2000020038,20002001,R,2000-10-11T23:30:00Z,30,4,3,3,tbc win OT,,
18103,2000020033,20002001,R,2000-10-11T23:30:00Z,10,2,3,2,home win REG,1.0,0.0
18643,2000020037,20002001,R,2000-10-11T23:30:00Z,17,22,3,4,away win REG,0.0,0.0
18886,2000020036,20002001,R,2000-10-11T23:30:00Z,11,15,3,3,tbc win OT,,
19111,2000020039,20002001,R,2000-10-11T23:30:00Z,24,6,2,3,away win OT,0.0,1.0
18123,2000020043,20002001,R,2000-10-12T23:00:00Z,20,29,2,3,away win REG,0.0,0.0
18398,2000020044,20002001,R,2000-10-12T23:00:00Z,23,21,2,5,away win REG,0.0,0.0
18787,2000020042,20002001,R,2000-10-12T23:00:00Z,25,4,4,1,home win REG,1.0,0.0
18285,2000020041,20002001,R,2000-10-12T23:30:00Z,16,17,0,4,away win REG,0.0,0.0
18553,2000020045,20002001,R,2000-10-12T23:30:00Z,28,27,2,1,home win REG,1.0,0.0
18011,2000020046,20002001,R,2000-10-13T23:00:00Z,9,1,3,1,home win REG,1.0,0.0
18333,2000020051,20002001,R,2000-10-13T23:00:00Z,22,7,3,2,home win REG,1.0,0.0
18509,2000020049,20002001,R,2000-10-13T23:00:00Z,19,30,2,0,home win REG,1.0,0.0
18732,2000020050,20002001,R,2000-10-13T23:00:00Z,18,15,3,1,home win REG,1.0,0.0
18296,2000020052,20002001,R,2000-10-13T23:30:00Z,26,6,5,0,home win REG,1.0,0.0
18593,2000020047,20002001,R,2000-10-13T23:30:00Z,5,14,3,2,home win REG,1.0,0.0
18784,2000020048,20002001,R,2000-10-13T23:30:00Z,13,12,2,2,tbc win OT,,
18008,2000020058,20002001,R,2000-10-14T23:00:00Z,25,15,3,0,home win REG,1.0,0.0
18064,2000020053,20002001,R,2000-10-14T23:00:00Z,10,9,0,4,away win REG,0.0,0.0
18238,2000020054,20002001,R,2000-10-14T23:00:00Z,8,16,5,4,home win OT,1.0,1.0
18447,2000020062,20002001,R,2000-10-14T23:00:00Z,27,4,6,3,home win REG,1.0,0.0
18602,2000020059,20002001,R,2000-10-14T23:00:00Z,18,12,2,1,home win REG,1.0,0.0
18805,2000020061,20002001,R,2000-10-14T23:00:00Z,23,7,4,0,home win REG,1.0,0.0
19084,2000020056,20002001,R,2000-10-14T23:00:00Z,2,20,0,2,away win REG,0.0,0.0
19108,2000020060,20002001,R,2000-10-14T23:00:00Z,21,29,3,1,home win REG,1.0,0.0
19036,2000020057,20002001,R,2000-10-14T23:30:00Z,5,3,8,6,home win REG,1.0,0.0
19114,2000020063,20002001,R,2000-10-14T23:30:00Z,28,6,5,2,home win REG,1.0,0.0
19119,2000020055,20002001,R,2000-10-14T23:30:00Z,1,24,4,2,home win REG,1.0,0.0
18810,2000020067,20002001,R,2000-10-15T17:00:00Z,30,22,3,5,away win REG,0.0,0.0
18155,2000020068,20002001,R,2000-10-15T21:00:00Z,26,27,5,6,away win REG,0.0,0.0
18472,2000020064,20002001,R,2000-10-15T22:00:00Z,14,11,5,2,home win REG,1.0,0.0
18038,2000020065,20002001,R,2000-10-15T23:00:00Z,17,20,2,4,away win REG,0.0,0.0
18928,2000020066,20002001,R,2000-10-15T23:00:00Z,16,29,2,1,home win REG,1.0,0.0
18551,2000020070,20002001,R,2000-10-16T23:00:00Z,23,10,5,2,home win REG,1.0,0.0
18913,2000020069,20002001,R,2000-10-16T23:00:00Z,3,24,3,4,away win REG,0.0,0.0
18042,2000020078,20002001,R,2000-10-17T23:00:00Z,22,6,6,1,home win REG,1.0,0.0
18277,2000020074,20002001,R,2000-10-17T23:00:00Z,15,21,3,4,away win OT,0.0,1.0
18876,2000020073,20002001,R,2000-10-17T23:00:00Z,4,9,1,6,away win REG,0.0,0.0
19145,2000020077,20002001,R,2000-10-17T23:00:00Z,18,26,1,1,tbc win OT,,
18295,2000020076,20002001,R,2000-10-17T23:30:00Z,17,19,2,1,home win REG,1.0,0.0
18763,2000020075,20002001,R,2000-10-17T23:30:00Z,11,1,3,3,tbc win OT,,
18765,2000020071,20002001,R,2000-10-17T23:30:00Z,8,7,4,3,home win REG,1.0,0.0
18835,2000020072,20002001,R,2000-10-17T23:30:00Z,2,24,3,4,away win REG,0.0,0.0
17990,2000020083,20002001,R,2000-10-18T23:00:00Z,30,14,6,5,home win REG,1.0,0.0
18026,2000020084,20002001,R,2000-10-18T23:00:00Z,23,20,4,1,home win REG,1.0,0.0
18209,2000020080,20002001,R,2000-10-18T23:00:00Z,29,21,1,5,away win REG,0.0,0.0
18754,2000020082,20002001,R,2000-10-18T23:00:00Z,25,28,2,1,home win REG,1.0,0.0
19106,2000020085,20002001,R,2000-10-18T23:00:00Z,27,13,2,1,home win OT,1.0,1.0
18369,2000020079,20002001,R,2000-10-18T23:30:00Z,5,12,2,3,away win REG,0.0,0.0
19034,2000020081,20002001,R,2000-10-18T23:30:00Z,16,3,2,4,away win REG,0.0,0.0
18025,2000020091,20002001,R,2000-10-19T23:00:00Z,22,10,1,4,away win REG,0.0,0.0
18393,2000020088,20002001,R,2000-10-19T23:00:00Z,15,1,5,2,home win REG,1.0,0.0
18552,2000020090,20002001,R,2000-10-19T23:00:00Z,19,26,7,1,home win REG,1.0,0.0
18667,2000020087,20002001,R,2000-10-19T23:00:00Z,4,8,3,3,tbc win OT,,
18728,2000020086,20002001,R,2000-10-19T23:00:00Z,9,5,3,3,tbc win OT,,
19159,2000020089,20002001,R,2000-10-19T23:30:00Z,17,18,1,2,away win OT,0.0,1.0
18159,2000020096,20002001,R,2000-10-20T23:00:00Z,21,13,5,1,home win REG,1.0,0.0
18554,2000020097,20002001,R,2000-10-20T23:00:00Z,20,6,3,2,home win REG,1.0,0.0
18942,2000020095,20002001,R,2000-10-20T23:00:00Z,30,28,1,3,away win REG,0.0,0.0
19178,2000020092,20002001,R,2000-10-20T23:00:00Z,7,24,2,2,tbc win OT,,
18080,2000020094,20002001,R,2000-10-20T23:30:00Z,16,25,1,5,away win REG,0.0,0.0
19015,2000020093,20002001,R,2000-10-20T23:30:00Z,11,2,3,5,away win REG,0.0,0.0
18666,2000020108,20002001,R,2000-10-21T21:00:00Z,20,10,1,2,away win REG,0.0,0.0
18289,2000020099,20002001,R,2000-10-21T23:00:00Z,9,11,6,6,tbc win OT,,
18308,2000020098,20002001,R,2000-10-21T23:00:00Z,8,12,5,2,home win REG,1.0,0.0
18539,2000020101,20002001,R,2000-10-21T23:00:00Z,4,24,3,4,away win REG,0.0,0.0
18736,2000020106,20002001,R,2000-10-21T23:00:00Z,25,26,4,3,home win REG,1.0,0.0
18808,2000020107,20002001,R,2000-10-21T23:00:00Z,18,28,3,5,away win REG,0.0,0.0
18817,2000020103,20002001,R,2000-10-21T23:00:00Z,15,2,4,4,tbc win OT,,
18997,2000020109,20002001,R,2000-10-21T23:00:00Z,23,27,2,3,away win OT,0.0,1.0
19187,2000020105,20002001,R,2000-10-21T23:00:00Z,19,16,1,0,home win REG,1.0,0.0
18217,2000020104,20002001,R,2000-10-21T23:30:00Z,17,7,5,4,home win OT,1.0,1.0
18365,2000020102,20002001,R,2000-10-21T23:30:00Z,5,29,5,2,home win REG,1.0,0.0
18462,2000020100,20002001,R,2000-10-21T23:30:00Z,1,14,7,2,home win REG,1.0,0.0
18654,2000020112,20002001,R,2000-10-22T21:00:00Z,30,13,0,0,tbc win OT,,
18933,2000020113,20002001,R,2000-10-22T22:00:00Z,22,27,3,3,tbc win OT,,
18291,2000020111,20002001,R,2000-10-22T23:00:00Z,29,17,1,2,away win OT,0.0,1.0
19116,2000020110,20002001,R,2000-10-22T23:00:00Z,3,14,2,4,away win REG,0.0,0.0
18542,2000020114,20002001,R,2000-10-23T23:30:00Z,24,26,4,5,away win OT,0.0,1.0
18650,2000020118,20002001,R,2000-10-24T23:00:00Z,18,23,4,4,tbc win OT,,
19027,2000020117,20002001,R,2000-10-24T23:00:00Z,12,28,2,3,away win REG,0.0,0.0
19033,2000020116,20002001,R,2000-10-24T23:00:00Z,3,4,4,5,away win REG,0.0,0.0
19042,2000020119,20002001,R,2000-10-24T23:00:00Z,20,27,2,2,tbc win OT,,
18527,2000020115,20002001,R,2000-10-24T23:30:00Z,8,30,2,2,tbc win OT,,
17996,2000020128,20002001,R,2000-10-25T23:00:00Z,22,11,1,3,away win REG,0.0,0.0
18061,2000020120,20002001,R,2000-10-25T23:00:00Z,7,12,4,1,home win REG,1.0,0.0
18265,2000020127,20002001,R,2000-10-25T23:00:00Z,21,18,2,1,home win OT,1.0,1.0
19138,2000020125,20002001,R,2000-10-25T23:00:00Z,29,28,1,3,away win REG,0.0,0.0
18081,2000020129,20002001,R,2000-10-25T23:30:00Z,26,24,6,2,home win REG,1.0,0.0
18111,2000020122,20002001,R,2000-10-25T23:30:00Z,5,9,2,3,away win REG,0.0,0.0
18498,2000020123,20002001,R,2000-10-25T23:30:00Z,13,1,1,2,away win REG,0.0,0.0
18802,2000020121,20002001,R,2000-10-25T23:30:00Z,10,30,6,1,home win REG,1.0,0.0
19137,2000020126,20002001,R,2000-10-25T23:30:00Z,25,23,2,6,away win REG,0.0,0.0
19190,2000020124,20002001,R,2000-10-25T23:30:00Z,17,14,5,1,home win REG,1.0,0.0
18316,2000020130,20002001,R,2000-10-26T23:00:00Z,6,15,4,1,home win REG,1.0,0.0
18411,2000020131,20002001,R,2000-10-26T23:00:00Z,4,3,3,0,home win REG,1.0,0.0
18653,2000020133,20002001,R,2000-10-26T23:00:00Z,19,20,4,3,home win REG,1.0,0.0
18453,2000020132,20002001,R,2000-10-26T23:30:00Z,16,21,0,2,away win REG,0.0,0.0
18126,2000020142,20002001,R,2000-10-27T23:00:00Z,30,20,3,1,home win REG,1.0,0.0
18190,2000020143,20002001,R,2000-10-27T23:00:00Z,23,11,1,1,tbc win OT,,
18380,2000020137,20002001,R,2000-10-27T23:00:00Z,12,1,3,3,tbc win OT,,
18382,2000020134,20002001,R,2000-10-27T23:00:00Z,7,10,2,1,home win REG,1.0,0.0
19184,2000020141,20002001,R,2000-10-27T23:00:00Z,18,13,3,3,tbc win OT,,
18009,2000020138,20002001,R,2000-10-27T23:30:00Z,14,9,0,6,away win REG,0.0,0.0
18249,2000020144,20002001,R,2000-10-27T23:30:00Z,24,22,3,2,home win REG,1.0,0.0
18339,2000020135,20002001,R,2000-10-27T23:30:00Z,2,8,2,1,home win REG,1.0,0.0
18641,2000020140,20002001,R,2000-10-27T23:30:00Z,25,27,2,4,away win REG,0.0,0.0
19041,2000020139,20002001,R,2000-10-27T23:30:00Z,29,15,3,1,home win REG,1.0,0.0
18372,2000020136,20002001,R,2000-10-28T00:00:00Z,3,5,1,4,away win REG,0.0,0.0
18088,2000020151,20002001,R,2000-10-28T23:00:00Z,19,25,4,3,home win OT,1.0,1.0
18504,2000020146,20002001,R,2000-10-28T23:00:00Z,8,2,1,2,away win REG,0.0,0.0
18578,2000020145,20002001,R,2000-10-28T23:00:00Z,6,10,1,2,away win OT,0.0,1.0
19126,2000020150,20002001,R,2000-10-28T23:00:00Z,16,7,1,3,away win REG,0.0,0.0
19193,2000020153,20002001,R,2000-10-28T23:00:00Z,27,26,3,1,home win REG,1.0,0.0
18068,2000020148,20002001,R,2000-10-28T23:30:00Z,13,9,3,1,home win REG,1.0,0.0
18714,2000020154,20002001,R,2000-10-28T23:30:00Z,28,11,2,2,tbc win OT,,
18721,2000020147,20002001,R,2000-10-28T23:30:00Z,5,1,0,9,away win REG,0.0,0.0
18949,2000020149,20002001,R,2000-10-28T23:30:00Z,17,29,4,1,home win REG,1.0,0.0
18150,2000020152,20002001,R,2000-10-29T00:00:00Z,21,22,4,2,home win REG,1.0,0.0
18390,2000020159,20002001,R,2000-10-29T23:00:00Z,20,24,3,6,away win REG,0.0,0.0
18448,2000020156,20002001,R,2000-10-30T00:00:00Z,4,15,1,1,tbc win OT,,
18478,2000020155,20002001,R,2000-10-30T00:00:00Z,3,6,5,1,home win REG,1.0,0.0
18761,2000020158,20002001,R,2000-10-30T00:00:00Z,30,16,2,3,away win REG,0.0,0.0
18888,2000020157,20002001,R,2000-10-30T00:00:00Z,12,19,1,4,away win REG,0.0,0.0
18525,2000020161,20002001,R,2000-10-31T00:00:00Z,22,24,5,3,home win REG,1.0,0.0
18718,2000020160,20002001,R,2000-10-31T00:00:00Z,21,27,0,4,away win REG,0.0,0.0
19128,2000020034,20002001,R,2000-10-31T00:30:00Z,1,13,6,5,home win OT,1.0,1.0
18047,2000020166,20002001,R,2000-11-01T00:00:00Z,29,26,4,1,home win REG,1.0,0.0
18073,2000020162,20002001,R,2000-11-01T00:00:00Z,9,10,4,3,home win REG,1.0,0.0
18076,2000020167,20002001,R,2000-11-01T00:00:00Z,18,19,2,4,away win REG,0.0,0.0
18734,2000020165,20002001,R,2000-11-01T00:00:00Z,12,14,6,5,home win OT,1.0,1.0
18031,2000020163,20002001,R,2000-11-01T00:30:00Z,2,6,4,2,home win REG,1.0,0.0
18371,2000020164,20002001,R,2000-11-01T01:00:00Z,15,17,6,2,home win REG,1.0,0.0
18179,2000020173,20002001,R,2000-11-02T00:00:00Z,22,20,3,2,home win REG,1.0,0.0
18439,2000020174,20002001,R,2000-11-02T00:00:00Z,23,21,4,3,home win REG,1.0,0.0
19147,2000020170,20002001,R,2000-11-02T00:00:00Z,3,14,6,1,home win REG,1.0,0.0
18120,2000020172,20002001,R,2000-11-02T00:30:00Z,25,29,4,0,home win REG,1.0,0.0
18143,2000020168,20002001,R,2000-11-02T00:30:00Z,8,17,2,4,away win REG,0.0,0.0
18273,2000020175,20002001,R,2000-11-02T00:30:00Z,24,27,1,1,tbc win OT,,
18665,2000020171,20002001,R,2000-11-02T00:30:00Z,13,2,0,3,away win REG,0.0,0.0
19059,2000020176,20002001,R,2000-11-02T00:30:00Z,28,5,3,2,home win REG,1.0,0.0
18219,2000020169,20002001,R,2000-11-02T01:00:00Z,1,4,1,1,tbc win OT,,
18054,2000020182,20002001,R,2000-11-03T00:00:00Z,19,15,2,0,home win REG,1.0,0.0
18955,2000020180,20002001,R,2000-11-03T00:00:00Z,4,18,1,3,away win REG,0.0,0.0
19173,2000020179,20002001,R,2000-11-03T00:00:00Z,9,3,6,5,home win REG,1.0,0.0
18113,2000020181,20002001,R,2000-11-03T00:30:00Z,11,26,2,5,away win REG,0.0,0.0
18838,2000020178,20002001,R,2000-11-03T00:30:00Z,10,1,5,3,home win REG,1.0,0.0
18880,2000020177,20002001,R,2000-11-03T00:30:00Z,6,16,5,4,home win REG,1.0,0.0
18206,2000020187,20002001,R,2000-11-04T00:00:00Z,22,30,3,0,home win REG,1.0,0.0
18444,2000020183,20002001,R,2000-11-04T00:00:00Z,7,8,5,4,home win REG,1.0,0.0
18670,2000020188,20002001,R,2000-11-04T00:00:00Z,23,5,2,4,away win REG,0.0,0.0
18778,2000020189,20002001,R,2000-11-04T00:00:00Z,27,25,2,2,tbc win OT,,
18877,2000020186,20002001,R,2000-11-04T00:00:00Z,21,12,5,3,home win REG,1.0,0.0
18988,2000020185,20002001,R,2000-11-04T00:30:00Z,17,16,1,6,away win REG,0.0,0.0
19185,2000020184,20002001,R,2000-11-04T00:30:00Z,14,2,4,3,home win OT,1.0,1.0
18903,2000020193,20002001,R,2000-11-04T18:00:00Z,1,26,1,2,away win REG,0.0,0.0
18024,2000020196,20002001,R,2000-11-04T23:00:00Z,19,10,0,0,tbc win OT,,
18036,2000020191,20002001,R,2000-11-05T00:00:00Z,8,3,2,5,away win REG,0.0,0.0
18135,2000020194,20002001,R,2000-11-05T00:00:00Z,4,7,3,0,home win REG,1.0,0.0
18609,2000020190,20002001,R,2000-11-05T00:00:00Z,6,11,3,8,away win REG,0.0,0.0
18616,2000020197,20002001,R,2000-11-05T00:00:00Z,18,24,3,3,tbc win OT,,
19057,2000020192,20002001,R,2000-11-05T00:00:00Z,9,29,2,2,tbc win OT,,
18632,2000020195,20002001,R,2000-11-05T00:30:00Z,13,15,2,3,away win REG,0.0,0.0
19102,2000020199,20002001,R,2000-11-05T00:30:00Z,28,12,4,1,home win REG,1.0,0.0
19063,2000020198,20002001,R,2000-11-05T01:00:00Z,20,5,1,1,tbc win OT,,
18161,2000020201,20002001,R,2000-11-05T18:00:00Z,2,26,1,4,away win REG,0.0,0.0
18044,2000020205,20002001,R,2000-11-05T23:00:00Z,20,30,2,3,away win OT,0.0,1.0
18497,2000020202,20002001,R,2000-11-05T23:00:00Z,14,15,5,2,home win REG,1.0,0.0
18097,2000020206,20002001,R,2000-11-06T00:00:00Z,23,28,2,2,tbc win OT,,
18357,2000020203,20002001,R,2000-11-06T00:00:00Z,29,22,2,4,away win REG,0.0,0.0
18711,2000020204,20002001,R,2000-11-06T00:00:00Z,16,24,4,2,home win REG,1.0,0.0
18683,2000020200,20002001,R,2000-11-06T00:30:00Z,10,6,7,1,home win REG,1.0,0.0
18561,2000020207,20002001,R,2000-11-07T00:30:00Z,11,9,2,3,away win REG,0.0,0.0
18747,2000020210,20002001,R,2000-11-08T00:00:00Z,21,30,2,0,home win REG,1.0,0.0
18091,2000020208,20002001,R,2000-11-08T00:30:00Z,2,18,2,1,home win REG,1.0,0.0
18523,2000020209,20002001,R,2000-11-08T00:30:00Z,3,22,4,3,home win REG,1.0,0.0
18846,2000020211,20002001,R,2000-11-08T00:30:00Z,26,27,3,3,tbc win OT,,
17989,2000020214,20002001,R,2000-11-09T00:00:00Z,5,4,5,2,home win REG,1.0,0.0
18916,2000020217,20002001,R,2000-11-09T00:00:00Z,30,20,0,1,away win REG,0.0,0.0
18301,2000020216,20002001,R,2000-11-09T00:30:00Z,16,28,2,3,away win OT,0.0,1.0
18417,2000020213,20002001,R,2000-11-09T00:30:00Z,1,18,3,4,away win REG,0.0,0.0
18972,2000020212,20002001,R,2000-11-09T00:30:00Z,10,12,5,0,home win REG,1.0,0.0
19152,2000020219,20002001,R,2000-11-09T00:30:00Z,24,23,2,7,away win REG,0.0,0.0
19203,2000020215,20002001,R,2000-11-09T00:30:00Z,13,8,2,4,away win REG,0.0,0.0
18837,2000020218,20002001,R,2000-11-09T01:00:00Z,27,17,2,4,away win REG,0.0,0.0
18379,2000020222,20002001,R,2000-11-10T00:00:00Z,4,22,2,0,home win REG,1.0,0.0
18773,2000020224,20002001,R,2000-11-10T00:00:00Z,29,28,5,2,home win REG,1.0,0.0
18788,2000020220,20002001,R,2000-11-10T00:00:00Z,6,9,2,1,home win REG,1.0,0.0
18965,2000020223,20002001,R,2000-11-10T00:00:00Z,15,3,3,5,away win REG,0.0,0.0
19018,2000020221,20002001,R,2000-11-10T00:00:00Z,7,2,3,0,home win REG,1.0,0.0
19058,2000020225,20002001,R,2000-11-10T00:00:00Z,21,19,3,3,tbc win OT,,
18491,2000020226,20002001,R,2000-11-10T00:30:00Z,26,23,2,0,home win REG,1.0,0.0
18410,2000020228,20002001,R,2000-11-11T00:00:00Z,12,10,3,1,home win REG,1.0,0.0
18180,2000020227,20002001,R,2000-11-11T00:30:00Z,1,5,2,4,away win REG,0.0,0.0
18237,2000020229,20002001,R,2000-11-11T00:30:00Z,14,8,3,1,home win REG,1.0,0.0
18276,2000020230,20002001,R,2000-11-11T00:30:00Z,13,20,3,3,tbc win OT,,
19019,2000020231,20002001,R,2000-11-11T00:30:00Z,16,30,2,5,away win REG,0.0,0.0
18093,2000020236,20002001,R,2000-11-11T18:00:00Z,4,9,4,3,home win REG,1.0,0.0
19141,2000020240,20002001,R,2000-11-11T23:00:00Z,25,8,2,0,home win REG,1.0,0.0
18170,2000020232,20002001,R,2000-11-12T00:00:00Z,6,18,2,2,tbc win OT,,
18324,2000020233,20002001,R,2000-11-12T00:00:00Z,10,16,3,3,tbc win OT,,
18337,2000020235,20002001,R,2000-11-12T00:00:00Z,2,28,0,4,away win REG,0.0,0.0
18825,2000020241,20002001,R,2000-11-12T00:00:00Z,21,24,3,1,home win REG,1.0,0.0
18991,2000020242,20002001,R,2000-11-12T00:00:00Z,23,19,2,5,away win REG,0.0,0.0
18164,2000020237,20002001,R,2000-11-12T00:30:00Z,5,22,5,2,home win REG,1.0,0.0
18549,2000020243,20002001,R,2000-11-12T00:30:00Z,26,17,2,2,tbc win OT,,
18574,2000020238,20002001,R,2000-11-12T00:30:00Z,14,20,3,4,away win REG,0.0,0.0
18722,2000020239,20002001,R,2000-11-12T00:30:00Z,29,27,2,1,home win REG,1.0,0.0
18795,2000020234,20002001,R,2000-11-12T00:30:00Z,1,7,0,4,away win REG,0.0,0.0
19140,2000020246,20002001,R,2000-11-12T18:30:00Z,12,9,4,0,home win REG,1.0,0.0
18467,2000020245,20002001,R,2000-11-12T20:00:00Z,15,11,2,2,tbc win OT,,
18208,2000020248,20002001,R,2000-11-12T22:00:00Z,24,17,2,3,away win REG,0.0,0.0
18082,2000020244,20002001,R,2000-11-13T00:00:00Z,3,27,0,2,away win REG,0.0,0.0
18345,2000020247,20002001,R,2000-11-13T00:00:00Z,30,22,4,5,away win OT,0.0,1.0
18358,2000020251,20002001,R,2000-11-14T00:00:00Z,21,5,3,2,home win OT,1.0,1.0
18637,2000020249,20002001,R,2000-11-14T00:00:00Z,7,20,3,2,home win OT,1.0,1.0
18840,2000020250,20002001,R,2000-11-14T00:30:00Z,13,11,1,4,away win REG,0.0,0.0
18457,2000020256,20002001,R,2000-11-14T23:30:00Z,22,19,3,0,home win REG,1.0,0.0
18304,2000020255,20002001,R,2000-11-15T00:00:00Z,29,25,3,2,home win REG,1.0,0.0
18975,2000020254,20002001,R,2000-11-15T00:00:00Z,15,27,2,2,tbc win OT,,
18021,2000020253,20002001,R,2000-11-15T00:30:00Z,1,28,2,3,away win REG,0.0,0.0
18860,2000020252,20002001,R,2000-11-15T00:30:00Z,8,14,0,1,away win REG,0.0,0.0
19068,2000020257,20002001,R,2000-11-15T00:30:00Z,23,16,4,2,home win REG,1.0,0.0
18269,2000020260,20002001,R,2000-11-16T00:00:00Z,12,13,1,4,away win REG,0.0,0.0
18321,2000020263,20002001,R,2000-11-16T00:00:00Z,30,3,2,3,away win REG,0.0,0.0
18307,2000020259,20002001,R,2000-11-16T00:30:00Z,10,4,1,2,away win OT,0.0,1.0
18829,2000020261,20002001,R,2000-11-16T00:30:00Z,11,18,1,0,home win REG,1.0,0.0
18861,2000020262,20002001,R,2000-11-16T00:30:00Z,17,28,4,1,home win REG,1.0,0.0
18863,2000020264,20002001,R,2000-11-16T00:30:00Z,24,21,0,3,away win REG,0.0,0.0
18582,2000020258,20002001,R,2000-11-16T01:00:00Z,7,25,2,2,tbc win OT,,
18658,2000020267,20002001,R,2000-11-17T00:00:00Z,19,5,4,3,home win REG,1.0,0.0
18946,2000020268,20002001,R,2000-11-17T00:00:00Z,18,29,1,5,away win REG,0.0,0.0
19013,2000020265,20002001,R,2000-11-17T00:00:00Z,6,1,2,3,away win OT,0.0,1.0
19048,2000020269,20002001,R,2000-11-17T00:00:00Z,20,16,2,5,away win REG,0.0,0.0
19120,2000020266,20002001,R,2000-11-17T00:00:00Z,9,12,0,1,away win REG,0.0,0.0
18136,2000020271,20002001,R,2000-11-17T00:30:00Z,26,2,5,1,home win REG,1.0,0.0
18730,2000020270,20002001,R,2000-11-17T01:00:00Z,27,21,6,3,home win REG,1.0,0.0
18142,2000020272,20002001,R,2000-11-18T00:00:00Z,7,30,3,1,home win REG,1.0,0.0
18260,2000020279,20002001,R,2000-11-18T00:00:00Z,23,3,4,3,home win REG,1.0,0.0
18388,2000020278,20002001,R,2000-11-18T00:00:00Z,22,16,3,3,tbc win OT,,
18731,2000020274,20002001,R,2000-11-18T00:00:00Z,15,8,4,3,home win REG,1.0,0.0
18349,2000020277,20002001,R,2000-11-18T00:30:00Z,29,13,0,3,away win REG,0.0,0.0
18451,2000020273,20002001,R,2000-11-18T00:30:00Z,10,14,2,2,tbc win OT,,
18743,2000020276,20002001,R,2000-11-18T00:30:00Z,17,25,0,1,away win REG,0.0,0.0
19097,2000020275,20002001,R,2000-11-18T00:30:00Z,11,4,2,3,away win OT,0.0,1.0
18282,2000020290,20002001,R,2000-11-18T18:00:00Z,26,21,6,4,home win REG,1.0,0.0
18759,2000020283,20002001,R,2000-11-18T18:00:00Z,1,12,3,2,home win OT,1.0,1.0
18087,2000020289,20002001,R,2000-11-19T00:00:00Z,27,24,2,6,away win REG,0.0,0.0
