,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Ferrer D.,Vassallo-Arguello M.,4.0,111.0,2865.0,444.0,7.0,6.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,29.0,10.0,0.0,0.0,0.0,5.0,7.0
1,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Cuevas P.,Monfils G.,135.0,33.0,346.0,963.0,4.0,6.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,8.0
2,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Soderling R.,Korolev E.,34.0,98.0,960.0,475.0,6.0,7.0,3.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,2.0,6.0
3,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Nishikori K.,Monaco J.,126.0,32.0,386.0,970.0,6.0,2.0,6.0,2.0,5.0,7.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0
4,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Granollers M.,Simon G.,51.0,16.0,751.0,1350.0,4.0,6.0,3.0,6.0,7.0,5.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,10.0
5,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Karanusic R.,Sweeting R.,100.0,277.0,471.0,129.0,7.0,5.0,7.0,5.0,3.0,6.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0
6,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Acasuso J.,Berrer M.,52.0,99.0,736.0,475.0,6.0,4.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,3.0,7.0
7,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Odesnik W.,Fognini F.,114.0,83.0,424.0,536.0,2.0,6.0,6.0,0.0,4.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0
8,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Wawrinka S.,Bolelli S.,10.0,47.0,1670.0,840.0,7.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,6.0,5.0
9,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Nalbandian D.,Daniel M.,7.0,82.0,1975.0,537.0,6.0,1.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,0.0,1.0,6.0
10,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Bohli S.,Vanek J.,133.0,123.0,353.0,392.0,6.0,3.0,3.0,6.0,2.0,6.0,5.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
11,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Nadal R.,Phau B.,1.0,136.0,6700.0,343.0,7.0,6.0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,49.0,6.0,0.0,0.0,0.0,2.0,6.0
12,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Llodra M.,Gabashvili T.,38.0,85.0,911.0,517.0,6.0,3.0,5.0,7.0,7.0,6.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,2.0,5.0
13,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Beck A.,Isner J.,122.0,125.0,403.0,386.0,7.0,6.0,6.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
14,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Roitman S.,Murray A.,107.0,6.0,455.0,2415.0,3.0,6.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,8.0
15,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Evans B.,Golubev A.,190.0,161.0,210.0,270.0,4.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Rochus O.,De Heart R.,68.0,261.0,604.0,142.0,6.0,7.0,7.0,5.0,4.0,6.0,6.0,3.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0
17,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Kohlschreiber P.,Horna L.,26.0,95.0,1055.0,484.0,6.0,2.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,5.0,10.0
18,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Ball C.,Troicki V.,188.0,71.0,222.0,583.0,6.0,7.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
19,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Lopez F.,Melzer J.,29.0,48.0,1020.0,814.0,6.0,4.0,6.0,7.0,2.0,6.0,6.0,2.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,6.0,9.0
20,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Hernandez O.,Bellucci T.,79.0,86.0,551.0,510.0,3.0,6.0,7.0,6.0,4.0,6.0,5.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0
21,US Open,25/08/08,Grand Slam,Outdoor,Hard,1st Round,Del Potro J.M.,Canas G.,17.0,53.0,1343.0,735.0,4.0,6.0,7.0,6.0,6.0,4.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,7.0,4.0
