,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Gil F.,Dolgopolov O.,106.0,23.0,534.0,1530.0,4.0,6.0,2.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,9.0,5.0
1,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Fognini F.,Zeballos H.,38.0,112.0,1150.0,502.0,5.0,7.0,6.0,4.0,7.0,6.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,2.0,5.0
2,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Gensse A.,Tipsarevic J.,155.0,20.0,341.0,1740.0,2.0,6.0,5.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,21.0
3,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Harrison R.,Cilic M.,66.0,28.0,715.0,1375.0,2.0,6.0,5.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,33.0,17.0
4,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Cipolla F.,Nishikori K.,108.0,46.0,527.0,915.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,9.0,8.0
5,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Petzschner P.,Ramos A.,67.0,71.0,715.0,687.0,7.0,5.0,6.0,7.0,6.0,3.0,6.0,7.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,1.0,1.0
6,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Malisse X.,Granollers M.,50.0,32.0,875.0,1243.0,4.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,16.0,0.0,0.0,0.0,9.0,15.0
7,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Berdych T.,Jouan R.,9.0,230.0,2690.0,215.0,6.0,2.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,22.0,0.0,0.0,0.0,0.0,1.0
8,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Montanes A.,Kukushkin M.,42.0,61.0,995.0,751.0,5.0,7.0,2.0,6.0,6.0,3.0,6.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,22.0,0.0,0.0,0.0,1.0,3.0
9,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Fish M.,Kamke T.,8.0,92.0,2820.0,580.0,6.0,2.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,4.0,6.0
10,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Gasquet R.,Stakhovsky S.,13.0,55.0,2080.0,825.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,7.0,10.0
11,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Hanescu V.,Llodra M.,72.0,30.0,685.0,1280.0,2.0,6.0,6.0,4.0,6.0,4.0,3.0,6.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,16.0,17.0,0.0,0.0,0.0,14.0,20.0
12,US Open,29/08/11,Grand Slam,Outdoor,Hard,1st Round,Seppi A.,Monaco J.,51.0,36.0,860.0,1170.0,6.0,7.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,15.0,19.0
