,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Sijsling I.,Berankis R.,84.0,85.0,619.0,615.0,6.0,2.0,4.0,6.0,6.0,7.0,7.0,6.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,6.0,8.0
1,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Dimitrov G.,Brown D.,11.0,90.0,3645.0,584.0,6.0,2.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,20.0,17.0,0.0,0.0,0.0,3.0,9.0
2,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Schwartzman D.,15.0,59.0,2125.0,789.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,0.0,1.0,2.0
3,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Coric B.,Chardy J.,91.0,31.0,577.0,1195.0,6.0,3.0,4.0,6.0,5.0,7.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,27.0
4,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Lacko L.,Gonzalez M.,99.0,98.0,553.0,554.0,4.0,6.0,6.0,2.0,7.0,5.0,6.0,7.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,22.0,0.0,0.0,0.0,5.0,12.0
5,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Kudryavtsev A.,Matosevic M.,127.0,81.0,439.0,628.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,7.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,15.0
6,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Istomin D.,Seppi A.,50.0,46.0,850.0,915.0,7.0,5.0,3.0,6.0,6.0,2.0,1.0,6.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,27.0,26.0,0.0,0.0,0.0,33.0,36.0
7,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Thompson J.,Sousa J.,274.0,55.0,182.0,822.0,4.0,6.0,6.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0
8,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Ito T.,Klizan M.,89.0,34.0,588.0,1133.0,6.0,7.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,11.0,12.0
9,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Berlocq C.,Gasquet R.,70.0,28.0,700.0,1350.0,1.0,6.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,26.0,0.0,0.0,0.0,66.0,32.0
10,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Murray A.,Bhambri Y.,6.0,317.0,4675.0,151.0,6.0,3.0,6.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,131.0,31.0,0.0,0.0,0.0,0.0,0.0
11,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Goffin D.,Russell M.,22.0,156.0,1669.0,325.0,6.0,3.0,6.0,3.0,5.0,7.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,4.0,24.0
12,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Kavcic B.,Duckworth J.,102.0,120.0,545.0,468.0,2.0,6.0,7.0,5.0,6.0,7.0,6.0,3.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,2.0,8.0
13,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Baghdatis M.,Gabashvili T.,78.0,67.0,658.0,730.0,6.0,2.0,6.0,7.0,3.0,6.0,6.0,4.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,48.0,32.0,0.0,0.0,0.0,12.0,23.0
14,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Berdych T.,Falla A.,7.0,101.0,4660.0,547.0,6.0,3.0,7.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,93.0,36.0,0.0,0.0,0.0,19.0,29.0
15,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Nadal R.,Youzhny M.,3.0,49.0,6585.0,850.0,6.0,3.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,168.0,18.0,0.0,0.0,0.0,67.0,35.0
16,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Tomic B.,Kamke T.,66.0,95.0,737.0,560.0,7.0,5.0,6.0,7.0,6.0,3.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,10.0,20.0
17,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Smyczek T.,Saville L.,112.0,164.0,502.0,313.0,7.0,6.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,2.0
18,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Rosol L.,De Schepper K.,30.0,94.0,1210.0,565.0,4.0,6.0,6.0,2.0,6.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,6.0,10.0
19,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Millman J.,Mayer L.,151.0,26.0,348.0,1389.0,3.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,21.0
20,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Kohlschreiber P.,Mathieu P.H.,24.0,93.0,1415.0,570.0,6.0,2.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,53.0,35.0,0.0,0.0,0.0,34.0,29.0
21,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Sela D.,Struff J.L.,106.0,57.0,520.0,801.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,14.0,26.0,0.0,0.0,0.0,3.0,7.0
22,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Robredo T.,Roger-Vasselin E.,17.0,119.0,2015.0,470.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,31.0,0.0,0.0,0.0,13.0,22.0
23,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Melzer J.,Estrella Burgos V.,108.0,77.0,514.0,659.0,6.0,1.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,42.0,34.0,0.0,0.0,0.0,2.0,3.0
24,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Groth S.,Krajinovic F.,82.0,97.0,625.0,558.0,6.0,3.0,7.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0
25,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Monaco J.,Bolelli S.,63.0,48.0,770.0,864.0,3.0,6.0,6.0,3.0,3.0,6.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,0.0,0.0,18.0,23.0
26,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Troicki V.,Vesely J.,54.0,39.0,826.0,985.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,28.0,23.0,0.0,0.0,0.0,3.0,6.0
27,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Kokkinakis T.,Gulbis E.,147.0,13.0,361.0,2455.0,5.0,7.0,6.0,0.0,1.0,6.0,7.0,6.0,8.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,29.0
28,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Federer R.,Lu Y.H.,2.0,47.0,9875.0,888.0,6.0,4.0,6.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,197.0,25.0,0.0,0.0,0.0,18.0,32.0
29,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Jaziri M.,Kukushkin M.,75.0,51.0,676.0,847.0,6.0,2.0,6.0,3.0,2.0,6.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,11.0,15.0
30,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Bemelmans R.,Karlovic I.,173.0,27.0,293.0,1365.0,4.0,6.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,24.0,31.0
31,Australian Open,19/01/15,Grand Slam,Outdoor,Hard,1st Round,Delbonis F.,Kyrgios N.,62.0,53.0,775.0,830.0,6.0,7.0,6.0,3.0,3.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,8.0,6.0
32,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Fognini F.,Gonzalez A.,18.0,107.0,1790.0,519.0,6.0,4.0,2.0,6.0,3.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,0.0,2.0,4.0
33,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Lopez F.,Kudla D.,14.0,123.0,2130.0,452.0,3.0,6.0,6.0,2.0,4.0,6.0,6.0,2.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0,49.0,36.0,0.0,0.0,0.0,3.0,7.0
34,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Rola B.,Mannarino A.,80.0,36.0,632.0,1043.0,6.0,7.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,13.0,19.0
35,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Almagro N.,Nishikori K.,69.0,5.0,700.0,5025.0,4.0,6.0,6.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,54.0,33.0,0.0,0.0,0.0,37.0,21.0
36,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Edmund K.,Johnson S.,192.0,38.0,260.0,993.0,4.0,6.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,10.0
37,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Garcia-Lopez G.,Gojowczyk P.,37.0,96.0,1020.0,559.0,6.0,7.0,7.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,28.0,36.0,0.0,0.0,0.0,2.0,4.0
38,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Hernych J.,Giraldo S.,201.0,32.0,244.0,1175.0,3.0,6.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,8.0,23.0
39,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Young D.,Puetz T.,56.0,183.0,809.0,275.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,1.0,1.0
40,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Verdasco F.,Ward J.,33.0,103.0,1135.0,539.0,2.0,6.0,6.0,0.0,7.0,6.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,75.0,36.0,0.0,0.0,0.0,1.0,7.0
41,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Raonic M.,Marchenko I.,8.0,144.0,4575.0,375.0,7.0,6.0,7.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,16.0,0.0,0.0,0.0,4.0,9.0
42,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Ilhan M.,Wawrinka S.,100.0,4.0,553.0,5370.0,1.0,6.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,80.0,35.0
43,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Lokoli L.,Haider-Maurer A.,259.0,79.0,191.0,651.0,4.0,6.0,5.0,7.0,6.0,4.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,11.0
44,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Robert S.,Granollers M.,132.0,58.0,421.0,790.0,3.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,26.0,29.0
45,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Souza J.,Dodig I.,115.0,86.0,488.0,610.0,4.0,6.0,5.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,18.0
46,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Wang J.,Isner J.,118.0,21.0,485.0,1685.0,6.0,7.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,37.0,26.0
47,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Thiem D.,Bautista R.,40.0,16.0,977.0,2110.0,6.0,4.0,2.0,6.0,3.0,6.0,6.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,14.0,9.0
48,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Muller G.,Carreno-Busta P.,42.0,52.0,964.0,841.0,6.0,4.0,7.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,2.0,5.0
49,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Simon G.,Haase R.,20.0,83.0,1730.0,620.0,6.0,1.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,57.0,33.0,0.0,0.0,0.0,12.0,23.0
50,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Djokovic N.,Bedene A.,1.0,116.0,11405.0,487.0,6.0,3.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,176.0,29.0,0.0,0.0,0.0,0.0,6.0
51,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Ferrer D.,Bellucci T.,10.0,65.0,4145.0,753.0,6.0,7.0,6.0,2.0,6.0,0.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,111.0,36.0,0.0,0.0,0.0,17.0,23.0
52,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Cuevas P.,Bachinger M.,29.0,142.0,1227.0,378.0,6.0,7.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,1.0,6.0
53,Australian Open,20/01/15,Grand Slam,Outdoor,Hard,1st Round,Ymer E.,Soeda G.,212.0,92.0,230.0,571.0,6.0,1.0,4.0,6.0,6.0,4.0,3.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0
