,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Darcis S.,Lajovic D.,186.0,29.0,266.0,1441.0,5.0,7.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,31.0,0.0,0.0,0.0,15.0,21.0
1,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Garin C.,Eubanks C.,32.0,188.0,1321.0,265.0,3.0,6.0,7.0,6.0,6.0,4.0,6.0,7.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0
2,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Tipsarevic J.,Kudla D.,260.0,111.0,170.0,491.0,6.0,3.0,1.0,6.0,6.0,7.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,47.0,41.0,0.0,0.0,0.0,10.0,20.0
3,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Monteiro T.,Klahn B.,101.0,108.0,532.0,503.0,3.0,6.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,11.0
4,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Brooksby J.,Berdych T.,394.0,98.0,88.0,540.0,6.0,1.0,2.0,6.0,6.0,4.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,136.0,50.0
5,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Basilashvili N.,Fucsovics M.,18.0,64.0,1985.0,885.0,3.0,6.0,6.0,4.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,5.0,9.0
6,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Nishikori K.,Trungelliti M.,7.0,205.0,4005.0,237.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,37.0,0.0,0.0,0.0,4.0,4.0
7,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Herbert P.H.,De Minaur A.,48.0,38.0,1038.0,1270.0,4.0,6.0,2.0,6.0,7.0,6.0,5.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,8.0,9.0
8,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Mannarino A.,Evans D.,57.0,58.0,961.0,955.0,4.0,6.0,3.0,6.0,6.0,2.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,29.0,37.0,0.0,0.0,0.0,10.0,11.0
9,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Gunneswaran P.,Medvedev D.,88.0,5.0,610.0,4125.0,4.0,6.0,1.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,10.0
10,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Fognini F.,Opelka R.,11.0,42.0,2510.0,1076.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,52.0,45.0,0.0,0.0,0.0,1.0,3.0
11,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Dellien H.,Kwon S.W.,84.0,90.0,618.0,599.0,6.0,3.0,6.0,4.0,2.0,6.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
12,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Svajda Z.,Lorenzi P.,1415.0,135.0,3.0,396.0,6.0,3.0,7.0,6.0,4.0,6.0,6.0,7.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0
13,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Carballes Baena R.,Djokovic N.,76.0,1.0,787.0,11685.0,4.0,6.0,1.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,267.0,38.0
14,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Kecmanovic M.,Djere L.,50.0,39.0,1026.0,1245.0,6.0,2.0,6.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0
15,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Dimitrov G.,Seppi A.,78.0,77.0,722.0,735.0,6.0,1.0,6.0,7.0,6.0,4.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,55.0,35.0,0.0,0.0,0.0,56.0,54.0
16,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Londero J.I.,Querrey S.,56.0,46.0,970.0,1055.0,3.0,6.0,6.0,1.0,7.0,6.0,7.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,54.0,48.0
17,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Goffin D.,Moutet C.,15.0,82.0,2055.0,650.0,6.0,3.0,3.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,45.0,27.0,0.0,0.0,0.0,3.0,4.0
18,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Norrie C.,Barrere G.,62.0,109.0,915.0,496.0,6.0,7.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,4.0
19,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Koepfer D.,Munar J.,118.0,97.0,474.0,550.0,6.0,4.0,7.0,6.0,5.0,7.0,7.0,5.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
20,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Kohlschreiber P.,Pouille L.,71.0,27.0,831.0,1475.0,3.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,69.0,53.0,0.0,0.0,0.0,27.0,21.0
21,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Dzumhur D.,Benchetrit E.,99.0,227.0,535.0,202.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,1.0,2.0
22,US Open,26/08/2019,Grand Slam,Outdoor,Hard,1st Round,Coric B.,Donskoy E.,12.0,122.0,2160.0,443.0,7.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,10.0,19.0
