,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Ramirez-Hidalgo R.,Cilic M.,117.0,21.0,470.0,1515.0,7.0,6.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,33.0,16.0
1,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Lu Y.H.,Nishikori K.,56.0,59.0,900.0,857.0,1.0,6.0,3.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,8.0,7.0
2,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Guez D.,Stakhovsky S.,156.0,36.0,367.0,1145.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,9.0
3,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Nieminen J.,Ferrer D.,50.0,7.0,936.0,4060.0,3.0,6.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,19.0,0.0,0.0,0.0,54.0,21.0
4,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Teixeira M.,Millot V.,181.0,152.0,300.0,378.0,6.0,2.0,5.0,7.0,6.0,7.0,6.0,4.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Garcia-Lopez G.,Kendrick R.,33.0,87.0,1205.0,594.0,6.0,1.0,7.0,5.0,4.0,6.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,17.0,21.0,0.0,0.0,0.0,4.0,14.0
6,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Gicquel M.,Montanes A.,127.0,38.0,449.0,1110.0,4.0,6.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,18.0,0.0,0.0,0.0,18.0,21.0
7,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Riba P.,Dodig I.,65.0,45.0,761.0,1016.0,6.0,3.0,3.0,6.0,7.0,6.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0
8,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Gulbis E.,Kavcic B.,83.0,82.0,635.0,636.0,1.0,6.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,2.0,4.0
9,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Hajek J.,Tsonga J.W.,136.0,17.0,425.0,1570.0,3.0,6.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,39.0,13.0
10,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Wawrinka S.,Gensse A.,14.0,179.0,1920.0,302.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,40.0,21.0,0.0,0.0,0.0,0.0,0.0
11,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Machado R.,Benneteau J.,110.0,81.0,479.0,643.0,6.0,4.0,1.0,6.0,2.0,6.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,18.0,20.0
12,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Fognini F.,Istomin D.,49.0,58.0,960.0,875.0,6.0,4.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,11.0,11.0
13,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Seppi A.,Gabashvili T.,51.0,85.0,930.0,631.0,6.0,3.0,7.0,5.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,21.0,0.0,0.0,0.0,7.0,15.0
14,French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Mannarino A.,Rufin G.,53.0,253.0,917.0,196.0,2.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,3.0
15,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Reister J.,Troicki V.,94.0,15.0,555.0,1840.0,4.0,6.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,14.0,13.0
16,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Youzhny M.,Soeda G.,13.0,116.0,2010.0,472.0,7.0,5.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,42.0,20.0,0.0,0.0,0.0,0.0,2.0
17,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Del Potro J.M.,Karlovic I.,26.0,148.0,1355.0,387.0,6.0,7.0,6.0,3.0,7.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,32.0,15.0,0.0,0.0,0.0,14.0,18.0
18,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Bellucci T.,Golubev A.,25.0,44.0,1395.0,1025.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,3.0,10.0
19,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Kukushkin M.,Brands D.,62.0,130.0,842.0,436.0,6.0,2.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0
20,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Haas T.,Ilhan M.,0.0,123.0,0.0,458.0,4.0,6.0,6.0,4.0,6.0,7.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,40.0,14.0,0.0,0.0,0.0,3.0,4.0
21,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,De Bakker T.,Djokovic N.,71.0,2.0,710.0,11665.0,2.0,6.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,87.0,19.0
22,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Marti J.,Ramos A.,268.0,117.0,184.0,470.0,3.0,6.0,7.0,6.0,6.0,4.0,1.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Berdych T.,Robert S.,6.0,140.0,4200.0,419.0,6.0,3.0,6.0,3.0,2.0,6.0,2.0,6.0,7.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,50.0,21.0,0.0,0.0,0.0,1.0,5.0
24,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Starace P.,Falla A.,46.0,120.0,1015.0,462.0,6.0,7.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,9.0,15.0
25,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Fish M.,Mello R.,10.0,89.0,2395.0,580.0,6.0,2.0,6.0,7.0,6.0,2.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,1.0,5.0
26,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Andreev I.,Serra F.,92.0,118.0,575.0,469.0,6.0,4.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0,17.0,0.0,0.0,0.0,16.0,21.0
27,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Lopez F.,Federer R.,41.0,3.0,1065.0,8390.0,3.0,6.0,4.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,21.0,0.0,0.0,0.0,129.0,11.0
28,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Phau B.,Monfils G.,145.0,9.0,410.0,2465.0,6.0,4.0,3.0,6.0,5.0,7.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,39.0,17.0
29,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Dabul B.,Tipsarevic J.,147.0,32.0,403.0,1225.0,6.0,7.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,20.0,20.0
30,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Davydenko N.,Gremelmayr D.,30.0,131.0,1285.0,433.0,7.0,6.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,53.0,19.0,0.0,0.0,0.0,3.0,8.0
31,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Llodra M.,Darcis S.,24.0,135.0,1400.0,426.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,3.0,10.0
32,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Tomic B.,Berlocq C.,180.0,69.0,300.0,720.0,5.0,7.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,11.0
33,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Bolelli S.,Dancevic F.,126.0,174.0,451.0,313.0,6.0,1.0,6.0,3.0,6.0,7.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,3.0,11.0
34,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Petzschner P.,Zverev M.,80.0,97.0,650.0,549.0,7.0,6.0,6.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,4.0,13.0
35,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Kamke T.,Rochus O.,76.0,77.0,663.0,658.0,6.0,7.0,6.0,3.0,6.0,3.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,11.0,17.0
36,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Schoorel T.,Gonzalez M.,108.0,84.0,485.0,633.0,7.0,6.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
37,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Gasquet R.,Stepanek R.,16.0,57.0,1755.0,893.0,7.0,5.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,27.0,17.0,0.0,0.0,0.0,29.0,18.0
38,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Hanescu V.,Paire B.,60.0,101.0,850.0,510.0,7.0,5.0,4.0,6.0,6.0,1.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,2.0,3.0
39,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Mayer L.,Brown D.,19.0,106.0,1555.0,490.0,3.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,3.0
40,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Gil F.,Baghdatis M.,78.0,29.0,656.0,1295.0,6.0,7.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,35.0,18.0
41,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Granollers M.,Bogomolov A.,47.0,86.0,988.0,615.0,6.0,3.0,3.0,6.0,7.0,6.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,0.0,1.0,1.0
42,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Veic A.,Cuevas P.,227.0,52.0,217.0,920.0,4.0,6.0,6.0,3.0,6.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0
43,French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Berrer M.,Raonic M.,95.0,27.0,555.0,1342.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,3.0,2.0
44,French Open,24/05/11,Grand Slam,Outdoor,Clay,1st Round,Schuettler R.,Dolgopolov O.,98.0,22.0,549.0,1450.0,3.0,6.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,0.0,7.0,4.0
45,French Open,24/05/11,Grand Slam,Outdoor,Clay,1st Round,Devvarman S.,Ljubicic I.,66.0,37.0,749.0,1120.0,4.0,6.0,3.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,27.0,19.0
46,French Open,24/05/11,Grand Slam,Outdoor,Clay,1st Round,Prodon E.,Murray A.,124.0,4.0,458.0,6085.0,4.0,6.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,19.0
47,French Open,24/05/11,Grand Slam,Outdoor,Clay,1st Round,Haider-Maurer A.,Sweeting R.,88.0,70.0,582.0,715.0,6.0,1.0,6.0,7.0,6.0,2.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,8.0
48,French Open,24/05/11,Grand Slam,Outdoor,Clay,1st Round,Mayer F.,Kunitsyn I.,19.0,75.0,1555.0,666.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,5.0,16.0
