,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Mannarino A.,Fognini F.,153.0,45.0,344.0,965.0,0.0,6.0,5.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,11.0,16.0
1,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Munoz-De La Nava D.,Cilic M.,130.0,24.0,427.0,1380.0,4.0,6.0,4.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0
2,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Montanes A.,Del Potro J.M.,65.0,9.0,715.0,2910.0,2.0,6.0,7.0,6.0,2.0,6.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,21.0,25.0,0.0,0.0,0.0,43.0,19.0
3,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Roger-Vasselin E.,Pospisil V.,82.0,101.0,625.0,535.0,3.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,1.0
4,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Dasnieres de Veigy J.,Ferrero J.C.,158.0,41.0,333.0,990.0,1.0,6.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,21.0
5,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Cipolla F.,Wawrinka S.,75.0,21.0,656.0,1505.0,3.0,6.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,47.0,25.0
6,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Souza J.,Stebe C.M.,118.0,91.0,471.0,600.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
7,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Andujar P.,Hanescu V.,36.0,146.0,1115.0,380.0,6.0,1.0,2.0,6.0,1.0,6.0,6.0,3.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,17.0,20.0
8,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Verdasco F.,Darcis S.,16.0,61.0,1765.0,760.0,6.0,3.0,6.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,57.0,25.0,0.0,0.0,0.0,6.0,13.0
9,French Open,27/05/12,Grand Slam,Outdoor,Clay,1st Round,Muller G.,Sijsling I.,54.0,122.0,852.0,446.0,2.0,6.0,7.0,5.0,3.0,6.0,6.0,4.0,8.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,1.0
