,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Mayer F.,Bautista R.,527.0,20.0,63.0,1750.0,3.0,6.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,25.0,0.0,0.0,0.0,15.0,10.0
1,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Dzumhur D.,Youzhny M.,88.0,68.0,601.0,720.0,6.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,67.0,36.0
2,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Soeda G.,Kohlschreiber P.,92.0,28.0,575.0,1285.0,1.0,6.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,54.0,36.0
3,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Ymer E.,Rosol L.,175.0,43.0,283.0,1035.0,2.0,6.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,15.0
4,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Baghdatis M.,Karlovic I.,59.0,25.0,832.0,1330.0,7.0,6.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,33.0,0.0,0.0,0.0,25.0,32.0
5,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Federer R.,Falla A.,2.0,109.0,9235.0,485.0,6.0,3.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,199.0,26.0,0.0,0.0,0.0,19.0,30.0
6,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Ilhan M.,Wawrinka S.,81.0,9.0,647.0,3845.0,3.0,6.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,85.0,36.0
7,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Granollers M.,Bachinger M.,57.0,124.0,845.0,431.0,6.0,4.0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,27.0,30.0,0.0,0.0,0.0,2.0,7.0
8,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Andujar P.,Ramos-Vinolas A.,42.0,63.0,1050.0,780.0,6.0,2.0,6.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,2.0
9,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Coppejans K.,Mahut N.,107.0,116.0,494.0,469.0,3.0,6.0,4.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0
10,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Sijsling I.,Gulbis E.,166.0,29.0,311.0,1275.0,4.0,6.0,4.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,27.0,30.0
11,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Nishikori K.,Mathieu P.H.,5.0,125.0,5220.0,429.0,6.0,3.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,41.0,22.0,0.0,0.0,0.0,34.0,30.0
12,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Gonzalez M.,Lajovic D.,114.0,67.0,471.0,730.0,3.0,6.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,5.0,5.0
13,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Johnson S.,Garcia-Lopez G.,56.0,24.0,850.0,1335.0,6.0,3.0,6.0,3.0,6.0,7.0,3.0,6.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,31.0,37.0
14,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Lindell C.,Tsonga J.W.,214.0,15.0,225.0,2045.0,1.0,6.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,27.0
15,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,Sela D.,Kukushkin M.,91.0,58.0,580.0,842.0,7.0,6.0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,16.0,27.0,0.0,0.0,0.0,11.0,16.0
16,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Bemelmans R.,Becker B.,95.0,48.0,546.0,965.0,3.0,6.0,7.0,6.0,6.0,2.0,6.0,7.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,16.0,29.0
17,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Stepanek R.,Dodig I.,129.0,119.0,422.0,466.0,5.0,7.0,6.0,3.0,6.0,4.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,38.0,33.0,0.0,0.0,0.0,14.0,19.0
18,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Fognini F.,Ito T.,27.0,106.0,1295.0,494.0,6.0,3.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,26.0,28.0,0.0,0.0,0.0,3.0,9.0
19,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Delbonis F.,Monaco J.,82.0,35.0,627.0,1170.0,7.0,6.0,2.0,6.0,1.0,6.0,7.0,6.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,26.0,33.0
20,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Nishioka Y.,Berdych T.,146.0,4.0,360.0,5230.0,0.0,6.0,5.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.0,37.0
21,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Klizan M.,Tiafoe F.,36.0,287.0,1170.0,168.0,6.0,2.0,6.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0
22,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Cuevas P.,Groth S.,23.0,72.0,1502.0,691.0,6.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,3.0,5.0
23,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,Lopez F.,Gabashvili T.,12.0,74.0,2280.0,677.0,3.0,6.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,52.0,37.0,0.0,0.0,0.0,12.0,24.0
