,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Ruusuvuori E.,Bonzi B.,93.0,227.0,686.0,239.0,2.0,6.0,4.0,6.0,6.0,4.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Seppi A.,Korda S.,98.0,213.0,679.0,252.0,2.0,6.0,6.0,4.0,3.0,6.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,58.0,57.0,0.0,0.0,0.0,0.0,0.0
2,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Sinner J.,Goffin D.,75.0,13.0,788.0,2555.0,7.0,5.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,54.0,30.0
3,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Fritz T.,Machac T.,30.0,253.0,1625.0,205.0,7.0,5.0,7.0,6.0,1.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0
4,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Evans D.,Nishikori K.,34.0,35.0,1384.0,1345.0,6.0,1.0,1.0,6.0,6.0,7.0,6.0,1.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,96.0,39.0
5,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Jung J.,Coria F.,125.0,99.0,464.0,671.0,5.0,7.0,6.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Chardy J.,Rodionov J.,65.0,170.0,860.0,338.0,6.0,3.0,6.0,4.0,6.0,7.0,4.0,6.0,8.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,52.0,48.0,0.0,0.0,0.0,0.0,0.0
7,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Travaglia S.,Andujar P.,74.0,51.0,794.0,1024.0,6.0,3.0,6.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,17.0,33.0
8,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Benchetrit E.,Isner J.,217.0,23.0,249.0,1805.0,4.0,6.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,78.0,46.0
9,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Cecchinato M.,De Minaur A.,110.0,28.0,551.0,1665.0,7.0,6.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,12.0,11.0
10,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Gombos N.,Coric B.,106.0,27.0,587.0,1670.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,21.0
11,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Koepfer D.,Hoang A.,61.0,126.0,886.0,462.0,6.0,2.0,3.0,6.0,6.0,1.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,2.0
12,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Thompson J.,Albot R.,55.0,79.0,984.0,772.0,2.0,6.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,9.0,17.0
13,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Kwon S.W.,Paire B.,82.0,26.0,752.0,1738.0,5.0,7.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,41.0,37.0
14,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Delbonis F.,Londero J.I.,81.0,69.0,758.0,832.0,4.0,6.0,6.0,7.0,6.0,2.0,6.0,1.0,12.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,4.0,4.0
15,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Murray A.,Wawrinka S.,111.0,17.0,547.0,2185.0,1.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,186.0,43.0,0.0,0.0,0.0,146.0,53.0
16,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Kecmanovic M.,Schwartzman D.,41.0,14.0,1258.0,2505.0,0.0,6.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,32.0,23.0
17,French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Zverev A.,Novak D.,7.0,92.0,4650.0,698.0,7.0,5.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,37.0,19.0,0.0,0.0,0.0,2.0,5.0
18,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Cilic M.,Thiem D.,40.0,3.0,1270.0,9125.0,4.0,6.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,122.0,48.0,0.0,0.0,0.0,60.0,25.0
19,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Auger-Aliassime F.,Nishioka Y.,22.0,52.0,1976.0,1017.0,5.0,7.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,16.0
20,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Opelka R.,Sock J.,36.0,310.0,1312.0,140.0,4.0,6.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,26.0,26.0
21,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Janvier M.,Gaston H.,204.0,239.0,270.0,215.0,6.0,7.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
22,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Vukic A.,Martinez P.,193.0,105.0,287.0,610.0,5.0,7.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
23,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Herbert P.H.,Mmoh M.,78.0,178.0,775.0,326.0,6.0,3.0,6.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,0.0,1.0,6.0
24,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Fognini F.,Kukushkin M.,15.0,88.0,2400.0,716.0,5.0,7.0,6.0,3.0,6.0,7.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,57.0,48.0,0.0,0.0,0.0,25.0,36.0
25,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Gomez E.,Sonego L.,156.0,46.0,365.0,1075.0,7.0,6.0,3.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0
26,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Paul T.,Duckworth J.,58.0,91.0,949.0,699.0,6.0,2.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,5.0,20.0
27,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Mcdonald M.,Diez S.,236.0,181.0,217.0,322.0,4.0,6.0,6.0,3.0,6.0,3.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
28,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Moutet C.,Giustino L.,71.0,157.0,818.0,363.0,6.0,0.0,6.0,7.0,6.0,7.0,6.0,2.0,16.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0
29,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Vesely J.,Broady L.,68.0,207.0,840.0,260.0,6.0,2.0,5.0,7.0,6.0,3.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,1.0,3.0
30,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Struff J.L.,Tiafoe F.,32.0,67.0,1450.0,845.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,15.0,26.0,0.0,0.0,0.0,10.0,16.0
31,French Open,28/09/2020,Grand Slam,Outdoor,Clay,1st Round,Pella G.,Caruso S.,37.0,85.0,1310.0,742.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,17.0,22.0,0.0,0.0,0.0,2.0,4.0
