,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Kyrgios N.,Raonic M.,160.0,9.0,350.0,2975.0,3.0,6.0,6.0,7.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,23.0,13.0
1,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Youzhny M.,Carreno-Busta P.,16.0,68.0,2065.0,729.0,3.0,6.0,1.0,6.0,6.0,3.0,6.0,4.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,65.0,32.0,0.0,0.0,0.0,0.0,2.0
2,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Devvarman S.,Nedovyesov A.,96.0,101.0,595.0,591.0,7.0,5.0,3.0,6.0,6.0,7.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,1.0
3,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Przysiezny M.,Nieminen J.,102.0,60.0,572.0,790.0,7.0,6.0,4.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,30.0,31.0
4,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Arguello F.,Stepanek R.,114.0,43.0,512.0,1040.0,7.0,6.0,6.0,3.0,4.0,6.0,3.0,6.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0
5,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Federer R.,Lacko L.,4.0,87.0,5125.0,617.0,6.0,2.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,183.0,22.0,0.0,0.0,0.0,8.0,19.0
6,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Polansky P.,Berdych T.,135.0,6.0,421.0,4330.0,3.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,83.0,33.0
7,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Schwartzman D.,Elias G.,109.0,178.0,533.0,294.0,6.0,4.0,6.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Estrella Burgos V.,Janowicz J.,100.0,23.0,592.0,1510.0,1.0,6.0,4.0,6.0,7.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0
9,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Isner J.,Herbert P.H.,11.0,130.0,2600.0,431.0,7.0,6.0,7.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0
10,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Roger-Vasselin E.,Tsonga J.W.,51.0,14.0,895.0,2315.0,6.0,7.0,5.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,19.0,0.0,0.0,0.0,76.0,24.0
11,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Tursunov D.,Starace P.,32.0,176.0,1155.0,304.0,6.0,1.0,7.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,6.0,26.0
12,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Querrey S.,Volandri F.,67.0,99.0,730.0,592.0,7.0,6.0,6.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0,28.0,0.0,0.0,0.0,4.0,22.0
13,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Ramos A.,Dolgopolov O.,115.0,21.0,511.0,1645.0,6.0,7.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,21.0,16.0
14,French Open,25/05/14,Grand Slam,Outdoor,Clay,1st Round,Chardy J.,Gimeno-Traver D.,42.0,94.0,1060.0,599.0,7.0,5.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,28.0,24.0,0.0,0.0,0.0,7.0,20.0
15,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Paire B.,Falla A.,61.0,70.0,760.0,713.0,6.0,3.0,6.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,19.0,26.0
16,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Davydenko N.,Haase R.,92.0,50.0,610.0,910.0,5.0,7.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,62.0,30.0,0.0,0.0,0.0,10.0,20.0
17,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Kukushkin M.,Mahut N.,54.0,40.0,859.0,1067.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,15.0,26.0
18,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Kamke T.,Mecir M.,106.0,211.0,547.0,233.0,7.0,5.0,7.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0
19,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Rosol L.,Vesely J.,52.0,81.0,885.0,641.0,2.0,6.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,3.0
20,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Cilic M.,Andujar P.,26.0,78.0,1410.0,661.0,6.0,0.0,6.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,26.0,0.0,0.0,0.0,9.0,19.0
21,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Klizan M.,Nishikori K.,59.0,10.0,795.0,2815.0,7.0,6.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,28.0,18.0
22,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Montanes A.,De Schepper K.,86.0,72.0,625.0,704.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,0.0,0.0,0.0,5.0,7.0
23,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Ward J.,Robredo T.,168.0,19.0,326.0,1900.0,6.0,4.0,4.0,6.0,2.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,60.0,28.0
24,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Djokovic N.,Sousa J.,2.0,44.0,11850.0,1039.0,6.0,1.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,158.0,27.0,0.0,0.0,0.0,4.0,5.0
25,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Granollers M.,Dodig I.,229.0,36.0,210.0,1100.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,26.0,0.0,0.0,0.0,13.0,16.0
26,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Goffin D.,Melzer J.,105.0,56.0,548.0,835.0,4.0,6.0,7.0,5.0,5.0,7.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,41.0,31.0
27,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Gonzalez A.,Russell M.,77.0,98.0,675.0,593.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,22.0
28,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Simon G.,Pavic A.,30.0,177.0,1225.0,303.0,6.0,1.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0
29,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Benneteau J.,Bagnis F.,45.0,143.0,1035.0,398.0,1.0,6.0,2.0,6.0,6.0,1.0,6.0,3.0,16.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,38.0,32.0,0.0,0.0,0.0,0.0,0.0
30,French Open,26/05/14,Grand Slam,Outdoor,Clay,1st Round,Gabashvili T.,Pospisil V.,58.0,31.0,798.0,1170.0,6.0,4.0,6.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,4.0,7.0
