,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Almagro N.,Dutra Silva R.,47.0,386.0,944.0,114.0,6.0,3.0,7.0,6.0,5.0,7.0,3.0,6.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,60.0,39.0,0.0,0.0,0.0,2.0,7.0
1,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Kudla D.,Dzumhur D.,66.0,87.0,770.0,660.0,6.0,7.0,5.0,7.0,6.0,2.0,6.0,1.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,6.0,9.0
2,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Nishioka Y.,Stakhovsky S.,122.0,94.0,506.0,635.0,3.0,6.0,4.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,19.0,30.0
3,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Cilic M.,Baker B.,13.0,589.0,2695.0,50.0,6.0,3.0,7.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,79.0,34.0,0.0,0.0,0.0,6.0,8.0
4,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Coric B.,Karlovic I.,50.0,32.0,935.0,1270.0,6.0,7.0,6.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,34.0,38.0
5,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Mannarino A.,Edmund K.,55.0,68.0,880.0,758.0,6.0,2.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,17.0,26.0,0.0,0.0,0.0,5.0,8.0
6,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Kohlschreiber P.,Herbert P.H.,22.0,81.0,1600.0,691.0,5.0,7.0,3.0,6.0,6.0,3.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,57.0,42.0,0.0,0.0,0.0,3.0,6.0
7,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Lorenzi P.,Lacko L.,49.0,123.0,940.0,501.0,4.0,6.0,7.0,6.0,5.0,7.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,9.0,27.0
8,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Anderson K.,Istomin D.,25.0,116.0,1505.0,531.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,7.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,44.0,30.0,0.0,0.0,0.0,28.0,33.0
9,Wimbledon,27/06/16,Grand Slam,Outdoor,Grass,1st Round,Rosol L.,Querrey S.,73.0,41.0,740.0,1075.0,7.0,6.0,7.0,6.0,4.0,6.0,2.0,6.0,10.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0,15.0,21.0,0.0,0.0,0.0,35.0,38.0
