,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Haider-Maurer A.,Dolgopolov O.,448.0,37.0,81.0,1296.0,6.0,7.0,3.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,32.0,29.0
1,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Sela D.,Harrison R.,95.0,45.0,585.0,1115.0,3.0,6.0,7.0,5.0,6.0,3.0,5.0,7.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,37.0,0.0,0.0,0.0,10.0,24.0
2,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Edmund K.,12.0,49.0,2610.0,992.0,7.0,6.0,3.0,6.0,6.0,3.0,3.0,6.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,56.0,34.0,0.0,0.0,0.0,11.0,13.0
3,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Kubler J.,Carreno Busta P.,243.0,11.0,217.0,2615.0,5.0,7.0,6.0,4.0,5.0,7.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,6.0
4,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Cuevas P.,Youzhny M.,34.0,90.0,1345.0,604.0,7.0,6.0,6.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,14.0,26.0,0.0,0.0,0.0,73.0,46.0
5,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Herbert P.H.,Istomin D.,74.0,60.0,690.0,848.0,2.0,6.0,1.0,6.0,7.0,5.0,6.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,34.0,38.0
6,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Muller G.,Delbonis F.,28.0,67.0,1490.0,755.0,7.0,5.0,6.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0,33.0,0.0,0.0,0.0,5.0,15.0
7,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Moutet C.,Seppi A.,155.0,76.0,361.0,686.0,6.0,3.0,4.0,6.0,2.0,6.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0
8,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Ferrer D.,Rublev A.,33.0,32.0,1360.0,1373.0,5.0,7.0,7.0,6.0,2.0,6.0,7.0,6.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,135.0,47.0,0.0,0.0,0.0,6.0,5.0
9,Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Isner J.,Ebden M.,16.0,78.0,2265.0,684.0,4.0,6.0,6.0,3.0,3.0,6.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,61.0,38.0,0.0,0.0,0.0,5.0,15.0
