,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Nishikori K.,Evans D.,12.0,179.0,2405.0,269.0,4.0,6.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,2.0
1,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Tursunov D.,Bedene A.,34.0,106.0,1190.0,513.0,7.0,5.0,4.0,6.0,6.0,3.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,23.0,27.0,0.0,0.0,0.0,0.0,2.0
2,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Ramos A.,Tomic B.,75.0,52.0,695.0,870.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,7.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,16.0,14.0
3,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Struff J.L.,Rufin G.,96.0,91.0,563.0,589.0,6.0,7.0,3.0,6.0,6.0,2.0,6.0,2.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0
4,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Lopez F.,Serra F.,26.0,206.0,1435.0,223.0,6.0,7.0,6.0,2.0,6.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,37.0,30.0,0.0,0.0,0.0,19.0,28.0
5,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,De Schepper K.,Klahn B.,69.0,124.0,716.0,460.0,7.0,6.0,2.0,6.0,6.0,7.0,6.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0
6,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Gasquet R.,Russell M.,9.0,92.0,2625.0,589.0,6.0,3.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,52.0,26.0,0.0,0.0,0.0,4.0,19.0
7,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Williams R.,Davydenko N.,115.0,42.0,488.0,1030.0,3.0,6.0,6.0,4.0,6.0,1.0,5.0,7.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,60.0,28.0
8,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Robert S.,Olivetti A.,150.0,302.0,366.0,138.0,6.0,3.0,6.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
9,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Martin A.,Kukushkin M.,137.0,172.0,414.0,279.0,4.0,6.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,6.0,10.0
10,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Haider-Maurer A.,Gulbis E.,88.0,33.0,600.0,1191.0,3.0,6.0,6.0,3.0,1.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,17.0,23.0
11,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Tipsarevic J.,Cuevas P.,21.0,492.0,1685.0,66.0,6.0,3.0,6.0,7.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,42.0,29.0,0.0,0.0,0.0,4.0,11.0
12,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Nadal R.,Harrison R.,2.0,97.0,8860.0,561.0,6.0,4.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,145.0,15.0,0.0,0.0,0.0,6.0,12.0
13,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Verdasco F.,Dodig I.,30.0,38.0,1325.0,1125.0,3.0,6.0,5.0,7.0,6.0,1.0,6.0,4.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,66.0,30.0,0.0,0.0,0.0,7.0,13.0
14,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Dancevic F.,Haase R.,152.0,59.0,354.0,797.0,7.0,6.0,3.0,6.0,7.0,5.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,10.0,17.0
15,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Sela D.,Kuznetsov An.,77.0,83.0,656.0,616.0,7.0,6.0,6.0,3.0,6.0,7.0,5.0,7.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,12.0,21.0,0.0,0.0,0.0,1.0,4.0
16,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Matosevic M.,Robredo T.,56.0,22.0,834.0,1620.0,3.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,51.0,25.0
17,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Bautista R.,Bellucci T.,64.0,118.0,755.0,485.0,6.0,3.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,14.0,19.0
18,US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Kyrgios N.,Ferrer D.,212.0,4.0,219.0,7210.0,5.0,7.0,3.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,92.0,30.0
