,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Kyrgios N.,Cecchinato M.,19.0,124.0,1855.0,478.0,7.0,6.0,7.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,2.0
1,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Paire B.,Albot R.,21.0,137.0,1641.0,423.0,6.0,2.0,4.0,6.0,6.0,4.0,1.0,6.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,2.0
2,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Ungur A.,Sijsling I.,203.0,123.0,264.0,484.0,1.0,6.0,2.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,14.0
3,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Young D.,Gabashvili T.,76.0,79.0,712.0,706.0,6.0,7.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,0.0,16.0,28.0
4,French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Becker B.,Kuznetsov An.,96.0,40.0,600.0,1063.0,2.0,6.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,33.0,0.0,0.0,0.0,12.0,11.0
5,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Wawrinka S.,Rosol L.,4.0,59.0,6315.0,815.0,4.0,6.0,6.0,1.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,104.0,39.0,0.0,0.0,0.0,15.0,19.0
6,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Pavlasek A.,Carballes Baena R.,132.0,114.0,442.0,523.0,6.0,2.0,4.0,6.0,6.0,3.0,1.0,6.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Chardy J.,Mayer L.,32.0,68.0,1265.0,755.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,41.0,32.0,0.0,0.0,0.0,26.0,26.0
8,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Dimitrov G.,Troicki V.,36.0,24.0,1150.0,1535.0,6.0,2.0,3.0,6.0,7.0,5.0,5.0,7.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,28.0,22.0,0.0,0.0,0.0,38.0,28.0
9,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Daniel T.,Klizan M.,93.0,45.0,614.0,960.0,3.0,6.0,4.0,6.0,7.0,5.0,6.0,4.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,17.0
10,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Kukushkin M.,Mannarino A.,83.0,58.0,699.0,825.0,4.0,6.0,6.0,2.0,2.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,0.0,16.0,24.0
11,French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Lajovic D.,Kudla D.,81.0,53.0,701.0,855.0,6.0,4.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,7.0,11.0
