,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Cecchinato M.,Fish M.,106.0,581.0,521.0,55.0,7.0,6.0,3.0,6.0,1.0,6.0,3.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,23.0
1,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Goffin D.,Bolelli S.,15.0,62.0,2130.0,785.0,6.0,4.0,6.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,21.0,25.0
2,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Ebden M.,Dimitrov G.,131.0,17.0,428.0,1735.0,4.0,6.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,23.0,19.0
3,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Ilhan M.,Stepanek R.,84.0,285.0,618.0,167.0,6.0,0.0,2.0,6.0,6.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,39.0,34.0
4,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Lu Y.H.,Kukushkin M.,97.0,56.0,539.0,842.0,3.0,6.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,34.0,0.0,0.0,0.0,11.0,17.0
5,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Paire B.,Nishikori K.,41.0,4.0,1052.0,6205.0,6.0,4.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,16.0,18.0,0.0,0.0,0.0,45.0,23.0
6,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Berankis R.,Sousa J.,78.0,46.0,661.0,986.0,6.0,2.0,6.0,2.0,4.0,6.0,2.0,6.0,7.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,8.0,10.0
7,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Paul T.,Seppi A.,437.0,25.0,93.0,1430.0,4.0,6.0,0.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,38.0
8,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Nieminen J.,Tsonga J.W.,105.0,18.0,521.0,1675.0,3.0,6.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,36.0,0.0,0.0,0.0,90.0,28.0
9,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Lopez F.,Basilashvili N.,19.0,101.0,1665.0,534.0,7.0,6.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,52.0,38.0,0.0,0.0,0.0,0.0,1.0
10,US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Gabashvili T.,Andujar P.,53.0,49.0,867.0,945.0,7.0,6.0,0.0,6.0,4.0,6.0,6.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,15.0,25.0,0.0,0.0,0.0,12.0,24.0
