,Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P,Punto_Average_P,Dif_P,Puntos_Marcados_P,Victorias_P,Derrotas_P,Punto_Average_S,Dif_S,Puntos_Marcados_S,Victorias_S,Derrotas_S
0,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Paire B.,Lajovic D.,49.0,40.0,1384.0,1565.0,3.0,6.0,5.0,7.0,6.0,2.0,4.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,42.0,40.0,0.0,0.0,0.0,22.0,28.0
1,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Daniel T.,Bagnis F.,109.0,80.0,744.0,913.0,3.0,6.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,3.0,10.0
2,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Schwartzman D.,Berankis R.,14.0,96.0,2980.0,818.0,7.0,5.0,6.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,43.0,27.0,0.0,0.0,0.0,19.0,31.0
3,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Vesely J.,77.0,90.0,948.0,865.0,7.0,6.0,4.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,74.0,45.0,0.0,0.0,0.0,22.0,29.0
4,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Monteiro T.,Evans D.,93.0,27.0,831.0,2074.0,3.0,6.0,7.0,6.0,4.0,6.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,16.0,18.0
5,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Zapata Miralles B.,Lopez F.,116.0,97.0,702.0,813.0,5.0,7.0,7.0,6.0,4.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,61.0
6,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Laaksonen H.,Millman J.,130.0,43.0,613.0,1480.0,7.0,6.0,7.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,19.0,23.0
7,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Humbert U.,Gojowczyk P.,26.0,141.0,2090.0,563.0,6.0,1.0,1.0,6.0,2.0,6.0,7.0,5.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,5.0,17.0
8,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Auger-Aliassime F.,Donskoy E.,15.0,152.0,2828.0,498.0,7.0,6.0,3.0,6.0,7.0,6.0,7.0,6.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,10.0,22.0
9,US Open,30/08/2021,Grand Slam,Outdoor,Hard,1st Round,Kohlschreiber P.,Cilic M.,115.0,36.0,716.0,1650.0,6.0,7.0,6.0,7.0,6.0,2.0,6.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,72.0,59.0,0.0,0.0,0.0,125.0,52.0
