Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
D1,18/09/2020,Bayern Munich,Schalke 04,8,0,3,0,22,5,12,1,1,2,0,0,H
D1,19/09/2020,Ein Frankfurt,Bielefeld,1,1,0,0,18,14,6,4,2,2,0,0,D
D1,19/09/2020,FC Koln,Hoffenheim,2,3,1,2,13,13,6,7,0,0,0,0,A
D1,19/09/2020,Stuttgart,Freiburg,2,3,0,2,22,7,7,6,2,2,0,0,A
D1,19/09/2020,Union Berlin,Augsburg,1,3,0,1,13,9,3,5,2,0,0,0,A
D1,19/09/2020,Werder Bremen,Hertha,1,4,0,2,17,13,7,6,2,0,0,0,A
D1,19/09/2020,Dortmund,M'gladbach,3,0,1,0,9,8,4,2,1,1,0,0,H
D1,20/09/2020,RB Leipzig,Mainz,3,1,2,0,23,8,10,1,1,2,0,0,H
D1,20/09/2020,Wolfsburg,Leverkusen,0,0,0,0,9,6,1,2,1,2,0,0,D
D1,25/09/2020,Hertha,Ein Frankfurt,1,3,0,2,12,10,6,3,3,4,0,0,A
D1,26/09/2020,Augsburg,Dortmund,2,0,1,0,6,16,4,7,3,4,0,0,H
D1,26/09/2020,Bielefeld,FC Koln,1,0,0,0,7,12,3,2,3,3,0,0,H
D1,26/09/2020,Leverkusen,RB Leipzig,1,1,1,1,11,7,4,2,1,3,0,0,D
D1,26/09/2020,Mainz,Stuttgart,1,4,1,1,11,15,3,7,2,4,1,1,A
D1,26/09/2020,M'gladbach,Union Berlin,1,1,0,0,14,15,5,2,1,2,0,0,D
D1,26/09/2020,Schalke 04,Werder Bremen,1,3,0,2,17,17,4,8,7,2,1,0,A
D1,27/09/2020,Hoffenheim,Bayern Munich,4,1,2,1,17,14,8,2,3,2,0,0,H
D1,27/09/2020,Freiburg,Wolfsburg,1,1,1,1,21,8,7,2,0,3,0,0,D
D1,02/10/2020,Union Berlin,Mainz,4,0,1,0,13,5,7,0,1,4,0,0,H
D1,03/10/2020,Dortmund,Freiburg,4,0,1,0,16,6,7,2,1,1,0,0,H
D1,03/10/2020,Ein Frankfurt,Hoffenheim,2,1,0,1,16,11,6,4,2,3,0,0,H
D1,03/10/2020,FC Koln,M'gladbach,1,3,0,2,8,17,3,11,3,3,0,0,A
D1,03/10/2020,Stuttgart,Leverkusen,1,1,0,1,11,15,2,7,3,2,0,0,D
D1,03/10/2020,Werder Bremen,Bielefeld,1,0,1,0,7,10,2,5,2,2,0,0,H
D1,03/10/2020,RB Leipzig,Schalke 04,4,0,3,0,21,4,7,1,1,3,0,0,H
D1,04/10/2020,Wolfsburg,Augsburg,0,0,0,0,17,9,6,1,0,1,0,0,D
D1,04/10/2020,Bayern Munich,Hertha,4,3,1,0,22,9,9,5,3,3,0,0,H
D1,17/10/2020,Augsburg,RB Leipzig,0,2,0,1,6,15,2,6,0,1,0,0,A
D1,17/10/2020,Freiburg,Werder Bremen,1,1,1,1,19,14,4,4,3,3,0,0,D
D1,17/10/2020,Hertha,Stuttgart,0,2,0,1,16,7,4,2,2,2,0,0,A
D1,17/10/2020,Hoffenheim,Dortmund,0,1,0,0,8,15,3,5,1,1,0,0,A
D1,17/10/2020,Mainz,Leverkusen,0,1,0,1,5,9,0,4,3,1,0,0,A
D1,17/10/2020,Bielefeld,Bayern Munich,1,4,0,3,11,16,5,10,1,0,0,1,A
D1,17/10/2020,M'gladbach,Wolfsburg,1,1,0,0,13,14,2,5,2,2,0,0,D
D1,18/10/2020,FC Koln,Ein Frankfurt,1,1,0,1,9,16,5,4,3,2,0,0,D
