Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
D1,18/08/2023,Werder Bremen,Bayern Munich,0,4,0,1,6,25,1,10,2,1,0,0,A
D1,19/08/2023,Augsburg,M'gladbach,4,4,3,3,20,9,8,6,1,2,0,0,D
D1,19/08/2023,Hoffenheim,Freiburg,1,2,0,2,24,17,5,8,0,1,0,0,A
D1,19/08/2023,Leverkusen,RB Leipzig,3,2,2,1,11,13,7,6,1,2,0,0,H
D1,19/08/2023,Stuttgart,Bochum,5,0,2,0,19,4,9,1,1,1,0,0,H
D1,19/08/2023,Wolfsburg,Heidenheim,2,0,2,0,18,13,8,1,3,0,0,0,H
D1,19/08/2023,Dortmund,FC Koln,1,0,0,0,12,11,2,4,1,0,0,0,H
D1,20/08/2023,Union Berlin,Mainz,4,1,2,0,12,9,7,3,1,5,0,0,H
D1,20/08/2023,Ein Frankfurt,Darmstadt,1,0,1,0,10,11,4,2,2,3,0,0,H
D1,25/08/2023,RB Leipzig,Stuttgart,5,1,0,1,20,8,11,3,1,1,0,0,H
D1,26/08/2023,Bochum,Dortmund,1,1,1,0,17,13,6,3,2,1,0,0,D
D1,26/08/2023,Darmstadt,Union Berlin,1,4,1,3,18,12,6,6,2,2,0,1,A
D1,26/08/2023,FC Koln,Wolfsburg,1,2,0,0,14,9,2,6,1,5,0,0,A
D1,26/08/2023,Freiburg,Werder Bremen,1,0,0,0,23,16,6,2,2,2,0,0,H
D1,26/08/2023,Heidenheim,Hoffenheim,2,3,1,0,19,16,9,6,1,5,0,0,A
D1,26/08/2023,M'gladbach,Leverkusen,0,3,0,2,13,24,2,10,2,3,0,0,A
D1,27/08/2023,Mainz,Ein Frankfurt,1,1,1,0,13,8,7,2,3,4,0,1,D
D1,27/08/2023,Bayern Munich,Augsburg,3,1,2,0,19,11,6,2,1,2,0,0,H
D1,01/09/2023,Dortmund,Heidenheim,2,2,2,0,20,15,9,6,3,3,0,0,D
D1,02/09/2023,Augsburg,Bochum,2,2,1,1,11,22,3,9,2,2,0,0,D
D1,02/09/2023,Hoffenheim,Wolfsburg,3,1,1,1,11,14,5,7,2,2,0,0,H
D1,02/09/2023,Leverkusen,Darmstadt,5,1,1,1,24,5,13,1,3,2,0,0,H
