Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
SP2,12/09/2020,Ponferradina,Castellon,1,2,1,1,10,9,2,3,0,0,0,0,A
SP2,12/09/2020,Leganes,Las Palmas,1,0,0,0,12,9,6,1,2,4,0,1,H
SP2,12/09/2020,Sp Gijon,Logrones,1,0,0,0,15,3,5,1,1,1,0,0,H
SP2,12/09/2020,Espanol,Albacete,3,0,2,0,19,7,6,1,0,2,0,0,H
SP2,13/09/2020,Oviedo,Cartagena,0,0,0,0,16,7,6,0,2,4,0,0,D
SP2,13/09/2020,Mallorca,Vallecano,0,1,0,0,7,11,4,5,1,4,0,0,A
SP2,13/09/2020,Fuenlabrada,Lugo,2,0,0,0,8,4,4,1,1,3,0,0,H
SP2,13/09/2020,Mirandes,Alcorcon,0,0,0,0,8,6,4,3,3,1,0,0,D
SP2,13/09/2020,Tenerife,Malaga,2,0,1,0,10,6,3,2,2,3,0,0,H
SP2,19/09/2020,Mirandes,Oviedo,1,1,0,0,13,6,5,2,3,3,0,0,D
SP2,19/09/2020,Alcorcon,Tenerife,2,0,0,0,9,10,4,3,0,3,0,0,H
SP2,19/09/2020,Castellon,Malaga,0,1,0,1,8,7,1,2,3,7,0,0,A
SP2,19/09/2020,Vallecano,Sabadell,2,1,0,1,13,7,4,2,1,3,0,0,H
SP2,20/09/2020,Lugo,Leganes,2,1,0,1,10,13,4,3,3,2,0,0,H
SP2,20/09/2020,Espanol,Mallorca,0,0,0,0,9,7,3,3,3,2,1,0,D
SP2,20/09/2020,Albacete,Ponferradina,0,2,0,1,8,14,0,4,4,2,1,0,A
SP2,20/09/2020,Cartagena,Sp Gijon,0,1,0,0,10,10,3,3,3,1,1,0,A
SP2,20/09/2020,Las Palmas,Fuenlabrada,3,3,1,0,12,15,7,5,6,3,0,0,D
SP2,26/09/2020,Zaragoza,Las Palmas,2,2,1,1,7,10,1,5,6,3,1,1,D
