Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
D1,24/08/2018,Bayern Munich,Hoffenheim,3,1,1,0,16,8,5,5,1,4,0,0,H
D1,25/08/2018,Fortuna Dusseldorf,Augsburg,1,2,1,0,9,14,5,7,1,0,0,0,A
D1,25/08/2018,Freiburg,Ein Frankfurt,0,2,0,1,22,10,6,2,1,2,0,0,A
D1,25/08/2018,Hertha,Nurnberg,1,0,1,0,10,12,3,3,2,2,0,0,H
D1,25/08/2018,M'gladbach,Leverkusen,2,0,0,0,17,13,7,3,1,2,0,0,H
D1,25/08/2018,Werder Bremen,Hannover,1,1,0,0,15,13,3,4,0,0,0,0,D
D1,25/08/2018,Wolfsburg,Schalke 04,2,1,1,0,11,9,7,4,5,3,0,1,H
D1,26/08/2018,Dortmund,RB Leipzig,4,1,3,1,10,10,5,7,2,2,0,0,H
D1,26/08/2018,Mainz,Stuttgart,1,0,0,0,8,12,3,3,1,2,0,0,H
D1,31/08/2018,Hannover,Dortmund,0,0,0,0,7,8,0,3,0,0,0,0,D
D1,01/09/2018,Augsburg,M'gladbach,1,1,1,0,18,7,7,2,1,2,0,0,D
D1,01/09/2018,Ein Frankfurt,Werder Bremen,1,2,0,1,5,11,1,6,1,2,1,0,A
D1,01/09/2018,Hoffenheim,Freiburg,3,1,0,1,20,9,7,4,1,2,0,0,H
D1,01/09/2018,Leverkusen,Wolfsburg,1,3,1,1,16,12,3,5,3,3,0,0,A
D1,01/09/2018,Nurnberg,Mainz,1,1,0,1,19,6,4,1,2,2,0,0,D
D1,01/09/2018,Stuttgart,Bayern Munich,0,3,0,1,4,20,0,6,0,0,0,0,A
D1,02/09/2018,RB Leipzig,Fortuna Dusseldorf,1,1,0,0,23,14,7,8,1,4,0,0,D
D1,02/09/2018,Schalke 04,Hertha,0,2,0,1,16,5,4,3,1,1,1,0,A
D1,14/09/2018,Dortmund,Ein Frankfurt,3,1,1,0,10,5,6,2,0,1,0,0,H
D1,15/09/2018,Bayern Munich,Leverkusen,3,1,2,1,18,3,5,1,0,1,0,1,H
D1,15/09/2018,Fortuna Dusseldorf,Hoffenheim,2,1,1,0,8,18,4,5,1,2,0,0,H
D1,15/09/2018,Mainz,Augsburg,2,1,0,0,22,13,7,4,1,2,0,0,H
D1,15/09/2018,M'gladbach,Schalke 04,2,1,1,0,15,15,4,6,0,4,0,0,H
D1,15/09/2018,RB Leipzig,Hannover,3,2,2,1,15,16,6,8,4,4,0,0,H
D1,15/09/2018,Wolfsburg,Hertha,2,2,0,0,15,9,6,5,1,2,0,0,D
D1,16/09/2018,Freiburg,Stuttgart,3,3,1,1,12,11,5,6,3,4,1,0,D
D1,16/09/2018,Werder Bremen,Nurnberg,1,1,1,0,14,11,2,2,2,0,0,0,D
D1,21/09/2018,Stuttgart,Fortuna Dusseldorf,0,0,0,0,10,19,1,7,0,2,0,0,D
D1,22/09/2018,Augsburg,Werder Bremen,2,3,1,2,21,12,7,7,2,2,0,0,A
D1,22/09/2018,Hertha,M'gladbach,4,2,2,1,16,17,7,4,2,2,0,0,H
D1,22/09/2018,Hoffenheim,Dortmund,1,1,1,0,17,8,5,2,2,1,0,1,D
D1,22/09/2018,Nurnberg,Hannover,2,0,0,0,14,9,6,3,3,1,0,1,H
D1,22/09/2018,Schalke 04,Bayern Munich,0,2,0,1,10,14,2,7,2,1,0,0,A
D1,22/09/2018,Wolfsburg,Freiburg,1,3,0,2,17,12,9,8,0,3,0,0,A
D1,23/09/2018,Ein Frankfurt,RB Leipzig,1,1,1,0,8,9,5,2,1,1,0,0,D
D1,23/09/2018,Leverkusen,Mainz,1,0,0,0,18,12,5,5,2,2,0,0,H
D1,25/09/2018,Bayern Munich,Augsburg,1,1,0,0,16,12,8,4,3,2,0,0,D
D1,25/09/2018,Freiburg,Schalke 04,1,0,0,0,15,15,4,3,2,4,0,0,H
D1,25/09/2018,Hannover,Hoffenheim,1,3,0,1,17,17,8,9,2,2,0,0,A
D1,25/09/2018,Werder Bremen,Hertha,3,1,2,0,14,12,6,2,1,3,0,0,H
D1,26/09/2018,Dortmund,Nurnberg,7,0,2,0,19,4,10,1,0,2,0,0,H
D1,26/09/2018,Fortuna Dusseldorf,Leverkusen,1,2,0,0,16,6,4,3,2,2,0,0,A
D1,26/09/2018,Mainz,Wolfsburg,0,0,0,0,11,12,2,4,1,2,0,0,D
D1,26/09/2018,M'gladbach,Ein Frankfurt,3,1,0,0,21,12,9,2,0,0,0,0,H
D1,26/09/2018,RB Leipzig,Stuttgart,2,0,1,0,18,9,8,0,2,3,0,0,H
D1,28/09/2018,Hertha,Bayern Munich,2,0,2,0,6,25,4,5,3,1,0,0,H
D1,29/09/2018,Hoffenheim,RB Leipzig,1,2,0,0,13,18,6,7,1,3,0,0,A
D1,29/09/2018,Leverkusen,Dortmund,2,4,2,0,14,16,6,10,1,1,0,0,A
D1,29/09/2018,Nurnberg,Fortuna Dusseldorf,3,0,1,0,10,13,6,4,0,2,0,0,H
D1,29/09/2018,Schalke 04,Mainz,1,0,1,0,15,15,2,5,2,2,0,0,H
D1,29/09/2018,Stuttgart,Werder Bremen,2,1,1,0,18,14,5,3,3,4,0,1,H
