Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
SC0,02/08/13,Partick,Dundee United,0,0,0,0,10,10,3,6,3,1,0,0,D
SC0,03/08/13,Aberdeen,Kilmarnock,2,1,1,0,4,3,2,0,1,2,0,0,H
SC0,03/08/13,Celtic,Ross County,2,1,1,1,25,5,9,1,0,1,0,0,H
SC0,03/08/13,Inverness C,St Mirren,3,0,0,0,6,6,3,2,1,3,0,0,H
SC0,04/08/13,Hibernian,Motherwell,0,1,0,0,8,11,3,4,1,2,0,0,A
SC0,04/08/13,St Johnstone,Hearts,1,0,1,0,11,2,3,0,1,1,0,0,H
SC0,10/08/13,Dundee United,Inverness C,0,1,0,1,4,13,2,2,2,3,0,0,A
SC0,10/08/13,Ross County,Partick,1,3,0,1,13,13,3,10,1,0,0,0,A
SC0,11/08/13,Hearts,Hibernian,1,0,0,0,9,12,4,3,4,4,0,0,H
SC0,11/08/13,Kilmarnock,St Johnstone,0,0,0,0,8,7,5,2,1,0,0,0,D
SC0,11/08/13,Motherwell,Aberdeen,1,3,1,0,4,9,2,3,5,2,0,0,A
SC0,16/08/13,Partick,Hearts,1,1,0,0,15,11,5,4,1,1,0,0,D
SC0,17/08/13,Aberdeen,Celtic,0,2,0,1,3,11,2,4,2,3,1,0,A
SC0,17/08/13,Hibernian,Dundee United,1,1,0,1,8,10,4,2,3,2,1,1,D
SC0,17/08/13,Inverness C,Motherwell,2,0,2,0,13,13,4,3,2,1,0,0,H
SC0,17/08/13,St Johnstone,Ross County,4,0,2,0,17,2,6,0,0,4,0,0,H
SC0,17/08/13,St Mirren,Kilmarnock,1,1,0,0,12,7,5,3,1,0,0,1,D
SC0,24/08/13,Celtic,Inverness C,2,2,1,2,21,7,7,3,1,1,0,0,D
SC0,24/08/13,Dundee United,St Johnstone,4,0,3,0,10,4,6,1,2,2,0,0,H
SC0,24/08/13,Hearts,Aberdeen,2,1,1,0,10,11,4,3,1,2,1,0,H
SC0,24/08/13,Kilmarnock,Hibernian,1,2,1,0,8,4,3,4,1,2,0,0,A
SC0,24/08/13,Motherwell,Partick,1,0,1,0,16,9,5,4,3,3,0,0,H
SC0,24/08/13,Ross County,St Mirren,3,0,2,0,13,12,8,5,1,1,0,0,H
SC0,31/08/13,Aberdeen,St Johnstone,0,0,0,0,17,8,5,3,1,2,0,0,D
SC0,31/08/13,Dundee United,Celtic,0,1,0,0,3,10,2,2,1,1,0,0,A
SC0,31/08/13,Hibernian,Ross County,0,0,0,0,8,11,1,2,0,3,0,0,D
SC0,31/08/13,Inverness C,Hearts,2,0,2,0,19,3,7,0,1,1,0,1,H
SC0,31/08/13,Motherwell,Kilmarnock,2,1,2,1,12,11,7,4,2,2,1,0,H
SC0,31/08/13,St Mirren,Partick,1,2,0,0,10,17,3,6,0,0,0,0,A
SC0,14/09/13,Hearts,Celtic,1,3,0,1,6,10,3,4,2,3,0,0,A
SC0,14/09/13,Kilmarnock,Inverness C,1,2,0,1,7,7,4,3,1,1,0,0,A
SC0,14/09/13,Partick,Aberdeen,0,3,0,2,9,8,4,7,1,2,0,0,A
SC0,14/09/13,St Johnstone,Hibernian,1,2,1,1,4,12,1,4,3,3,0,0,A
SC0,14/09/13,St Mirren,Motherwell,0,1,0,1,7,8,1,2,2,1,0,0,A
SC0,15/09/13,Ross County,Dundee United,2,4,0,3,13,14,7,10,1,0,0,0,A
SC0,21/09/13,Aberdeen,Inverness C,1,0,0,0,10,5,3,4,4,3,0,0,H
SC0,21/09/13,Celtic,St Johnstone,2,1,2,0,6,4,2,2,1,3,0,0,H
SC0,21/09/13,Hibernian,St Mirren,2,0,1,0,12,2,6,0,2,0,0,0,H
SC0,21/09/13,Partick,Kilmarnock,1,1,1,0,10,7,8,3,3,4,0,0,D
SC0,21/09/13,Ross County,Hearts,2,1,0,1,12,8,5,5,2,2,0,0,H
SC0,22/09/13,Dundee United,Motherwell,2,2,0,1,12,12,4,3,2,3,0,0,D
SC0,28/09/13,Hearts,Dundee United,0,0,0,0,11,12,5,4,0,1,0,0,D
SC0,28/09/13,Inverness C,Hibernian,3,0,1,0,12,7,7,1,2,0,0,0,H
SC0,28/09/13,Kilmarnock,Celtic,2,5,2,3,8,11,4,5,1,2,0,0,A
SC0,28/09/13,Motherwell,Ross County,3,1,0,1,22,13,8,4,0,0,0,0,H
SC0,28/09/13,St Johnstone,Partick,1,1,1,1,14,11,8,6,1,0,0,0,D
SC0,30/09/13,St Mirren,Aberdeen,1,1,0,0,5,10,2,3,1,1,0,0,D
SC0,05/10/13,Celtic,Motherwell,2,0,1,0,14,3,5,1,1,0,0,0,H
SC0,05/10/13,Dundee United,Kilmarnock,1,0,0,0,15,10,8,4,1,4,0,0,H
SC0,05/10/13,Hearts,St Mirren,0,2,0,1,16,17,8,8,2,2,0,0,A
SC0,05/10/13,Ross County,Aberdeen,1,0,0,0,7,8,2,3,4,4,0,0,H
SC0,05/10/13,St Johnstone,Inverness C,4,0,2,0,18,5,11,1,1,2,0,0,H
SC0,07/10/13,Partick,Hibernian,0,1,0,0,16,6,6,3,1,1,0,0,A
SC0,19/10/13,Aberdeen,Dundee United,1,0,0,0,4,15,3,2,4,0,0,0,H
SC0,19/10/13,Hibernian,Celtic,1,1,1,0,5,17,4,6,2,0,0,0,D
SC0,19/10/13,Kilmarnock,Ross County,2,0,1,0,11,6,2,2,1,2,0,0,H
SC0,19/10/13,Motherwell,Hearts,2,1,0,0,21,8,10,5,0,0,0,0,H
SC0,19/10/13,St Mirren,St Johnstone,4,3,1,1,6,12,6,5,2,2,0,1,H
SC0,20/10/13,Inverness C,Partick,1,2,0,1,14,9,4,2,2,4,0,0,A
SC0,26/10/13,Dundee United,St Mirren,4,0,2,0,16,4,5,1,0,0,0,0,H
SC0,26/10/13,Hibernian,Aberdeen,0,2,0,0,4,11,0,6,1,1,0,0,A
SC0,26/10/13,Kilmarnock,Hearts,2,0,1,0,18,10,10,4,3,3,0,0,H
SC0,27/10/13,Partick,Celtic,1,2,0,1,11,12,6,6,1,2,0,0,A
SC0,27/10/13,St Johnstone,Motherwell,2,0,0,0,12,8,3,1,1,2,0,0,H
SC0,02/11/13,Celtic,Dundee United,1,1,0,1,18,4,5,3,0,2,0,0,D
SC0,02/11/13,Hearts,St Johnstone,0,2,0,1,15,16,2,7,0,0,0,0,A
SC0,02/11/13,Inverness C,Kilmarnock,2,1,1,0,11,9,4,2,1,0,0,0,H
SC0,03/11/13,Motherwell,Hibernian,1,0,1,0,9,12,4,3,2,2,1,0,H
SC0,04/11/13,Aberdeen,Partick,4,0,2,0,9,10,6,4,1,3,0,0,H
SC0,09/11/13,Aberdeen,Hearts,1,3,1,0,17,10,4,7,2,2,1,0,A
SC0,09/11/13,Hibernian,Inverness C,0,2,0,2,8,9,2,4,2,0,0,0,A
SC0,09/11/13,Motherwell,Dundee United,0,4,0,2,5,18,1,9,2,0,0,0,A
SC0,09/11/13,Partick,St Mirren,0,3,0,1,17,10,4,5,0,2,1,0,A
SC0,09/11/13,Ross County,Celtic,1,4,0,1,4,23,2,8,4,1,0,0,A
SC0,09/11/13,St Johnstone,Kilmarnock,3,1,2,0,12,8,8,3,0,0,0,2,H
SC0,17/11/13,St Mirren,Ross County,2,1,1,0,20,3,9,1,2,2,0,2,H
SC0,23/11/13,Celtic,Aberdeen,3,1,1,1,21,8,11,4,1,0,0,0,H
SC0,23/11/13,Dundee United,Partick,4,1,1,0,15,7,10,4,4,3,0,2,H
