Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
SP1,27/08/05,Alaves,Barcelona,0,0,0,0,5,17,0,10,0,1,0,0,D
SP1,27/08/05,Ath Bilbao,Sociedad,3,0,0,0,10,9,6,2,0,1,0,0,H
SP1,27/08/05,Valencia,Betis,1,0,0,0,9,14,2,3,2,3,0,0,H
SP1,28/08/05,Ath Madrid,Zaragoza,0,0,0,0,16,9,5,2,2,7,0,0,D
SP1,28/08/05,Cadiz,Real Madrid,1,2,0,1,15,17,5,6,2,2,0,0,A
SP1,28/08/05,Celta,Malaga,2,0,1,0,9,10,5,4,1,2,0,0,H
SP1,28/08/05,Espanol,Getafe,0,2,0,0,8,16,3,9,2,3,0,0,A
SP1,28/08/05,Mallorca,La Coruna,0,1,0,1,10,12,3,3,2,4,0,0,A
SP1,28/08/05,Osasuna,Villarreal,2,1,1,0,8,10,4,3,5,2,0,0,H
SP1,28/08/05,Sevilla,Santander,1,0,1,0,18,5,5,3,2,3,0,0,H
SP1,10/09/05,Betis,Osasuna,1,0,0,0,15,12,4,3,2,6,0,0,H
SP1,10/09/05,La Coruna,Ath Madrid,1,0,0,0,11,13,5,7,2,2,0,0,H
SP1,10/09/05,Real Madrid,Celta,2,3,2,2,26,14,5,5,3,1,0,0,A
SP1,11/09/05,Barcelona,Mallorca,2,0,2,0,23,6,7,0,2,2,0,2,H
SP1,11/09/05,Getafe,Ath Bilbao,1,1,1,1,11,6,4,2,2,1,1,0,D
SP1,11/09/05,Malaga,Espanol,1,2,0,0,16,6,6,5,2,4,0,0,A
SP1,11/09/05,Santander,Cadiz,0,1,0,0,8,8,2,5,1,1,0,0,A
SP1,11/09/05,Sociedad,Alaves,2,1,2,0,10,8,5,3,0,0,0,0,H
SP1,11/09/05,Villarreal,Sevilla,1,1,0,1,12,22,3,9,3,1,1,0,D
SP1,11/09/05,Zaragoza,Valencia,2,2,2,1,14,6,7,2,1,3,0,0,D
SP1,17/09/05,Mallorca,Sociedad,5,2,1,2,21,7,11,4,0,3,0,0,H
SP1,17/09/05,Valencia,La Coruna,2,2,0,1,17,11,6,5,3,3,1,1,D
SP1,18/09/05,Alaves,Getafe,3,4,2,3,16,11,5,6,2,5,0,0,A
SP1,18/09/05,Ath Bilbao,Malaga,1,2,0,0,14,9,6,4,2,3,0,0,A
SP1,18/09/05,Ath Madrid,Barcelona,2,1,1,1,16,18,6,4,2,2,1,0,H
SP1,18/09/05,Betis,Zaragoza,0,0,0,0,16,10,4,6,2,5,0,0,D
SP1,18/09/05,Cadiz,Villarreal,1,1,1,1,9,9,6,3,1,4,0,0,D
SP1,18/09/05,Celta,Santander,0,1,0,0,15,12,2,5,1,7,0,0,A
SP1,18/09/05,Espanol,Real Madrid,1,0,0,0,13,28,2,5,2,2,0,2,H
SP1,18/09/05,Osasuna,Sevilla,1,0,0,0,10,15,5,2,3,4,1,1,H
SP1,21/09/05,Barcelona,Valencia,2,2,1,0,10,5,5,4,3,2,0,0,D
SP1,21/09/05,Getafe,Mallorca,1,1,1,0,16,12,5,3,3,2,0,0,D
SP1,21/09/05,La Coruna,Betis,1,1,1,1,17,11,6,3,5,5,0,0,D
SP1,21/09/05,Malaga,Alaves,0,0,0,0,13,6,4,1,2,2,1,0,D
SP1,21/09/05,Santander,Espanol,1,0,0,0,13,11,7,3,3,5,0,1,H
SP1,21/09/05,Sevilla,Cadiz,0,0,0,0,25,3,4,1,3,6,0,0,D
SP1,21/09/05,Sociedad,Ath Madrid,3,2,0,2,21,14,9,6,2,3,0,0,H
SP1,21/09/05,Villarreal,Celta,1,2,0,1,14,11,4,5,1,2,0,0,A
SP1,21/09/05,Zaragoza,Osasuna,3,1,0,0,22,6,11,3,2,3,0,0,H
SP1,22/09/05,Real Madrid,Ath Bilbao,3,1,0,1,16,21,9,5,1,5,1,0,H
SP1,24/09/05,Ath Madrid,Getafe,0,1,0,0,12,12,4,4,3,4,0,1,A
SP1,24/09/05,Betis,Barcelona,1,4,1,1,9,23,5,10,4,2,1,0,A
SP1,24/09/05,Espanol,Villarreal,1,2,0,1,9,13,3,4,1,1,0,0,A
SP1,24/09/05,Valencia,Sociedad,2,1,1,0,11,11,8,4,2,1,0,0,H
SP1,24/09/05,Zaragoza,La Coruna,1,1,1,1,15,16,7,5,2,1,0,0,D
SP1,25/09/05,Alaves,Real Madrid,0,3,0,0,17,20,6,7,1,3,0,0,A
SP1,25/09/05,Ath Bilbao,Santander,0,0,0,0,17,5,3,1,3,6,0,0,D
SP1,25/09/05,Celta,Sevilla,2,1,2,0,12,9,5,3,2,5,0,0,H
SP1,25/09/05,Mallorca,Malaga,1,4,0,2,14,9,7,5,0,1,0,0,A
SP1,25/09/05,Osasuna,Cadiz,2,0,1,0,19,3,7,0,4,2,0,0,H
SP1,01/10/05,Barcelona,Zaragoza,2,2,0,0,22,7,7,3,4,3,0,1,D
SP1,01/10/05,Getafe,Valencia,2,1,1,1,12,9,6,2,1,4,0,1,H
SP1,02/10/05,Cadiz,Celta,1,1,1,1,11,8,6,5,2,4,0,0,D
SP1,02/10/05,La Coruna,Osasuna,0,1,0,1,12,7,1,4,1,3,0,0,A
SP1,02/10/05,Malaga,Ath Madrid,0,2,0,1,7,14,2,7,3,4,0,0,A
SP1,02/10/05,Real Madrid,Mallorca,4,0,2,0,16,11,8,3,0,2,0,1,H
SP1,02/10/05,Santander,Alaves,1,2,0,1,9,9,4,3,3,1,0,0,A
SP1,02/10/05,Sevilla,Espanol,1,1,0,1,12,8,3,3,3,1,0,0,D
SP1,02/10/05,Sociedad,Betis,1,1,0,1,16,11,5,3,2,2,0,0,D
SP1,02/10/05,Villarreal,Ath Bilbao,3,1,1,1,19,10,6,5,3,3,0,1,H
SP1,15/10/05,Alaves,Villarreal,1,1,1,1,12,9,4,4,2,5,0,0,D
SP1,15/10/05,Ath Madrid,Real Madrid,0,3,0,1,15,14,3,7,5,2,1,0,A
SP1,15/10/05,La Coruna,Barcelona,3,3,1,2,9,13,4,6,4,4,0,0,D
SP1,16/10/05,Ath Bilbao,Sevilla,0,1,0,1,21,10,3,3,1,2,1,0,A
SP1,16/10/05,Betis,Getafe,1,0,1,0,13,13,3,6,2,4,0,1,H
SP1,16/10/05,Espanol,Cadiz,0,2,0,0,7,8,1,4,1,3,1,0,A
SP1,16/10/05,Mallorca,Santander,0,0,0,0,13,7,3,4,2,7,0,0,D
SP1,16/10/05,Osasuna,Celta,2,0,0,0,10,14,4,3,4,2,0,0,H
SP1,16/10/05,Valencia,Malaga,2,1,1,0,15,11,7,4,3,2,0,0,H
SP1,16/10/05,Zaragoza,Sociedad,0,1,0,1,17,7,2,3,2,1,0,1,A
SP1,22/10/05,Barcelona,Osasuna,3,0,0,0,24,6,10,1,1,4,0,0,H
SP1,22/10/05,Sevilla,Alaves,2,0,1,0,13,8,5,3,2,7,0,0,H
SP1,23/10/05,Cadiz,Ath Bilbao,1,0,1,0,11,12,2,0,3,0,0,0,H
SP1,23/10/05,Celta,Espanol,1,0,0,0,19,12,5,4,3,4,0,1,H
SP1,23/10/05,Getafe,Zaragoza,5,2,4,0,14,14,8,6,2,5,0,0,H
SP1,23/10/05,Malaga,Betis,5,0,2,0,17,10,9,4,1,1,0,0,H
SP1,23/10/05,Real Madrid,Valencia,1,2,1,2,15,16,3,6,4,3,2,0,A
SP1,23/10/05,Santander,Ath Madrid,0,1,0,1,8,12,3,5,2,2,0,0,A
SP1,23/10/05,Sociedad,La Coruna,2,0,0,0,16,13,9,1,2,2,0,0,H
SP1,23/10/05,Villarreal,Mallorca,3,0,3,0,18,13,7,2,1,1,0,0,H
SP1,26/10/05,Barcelona,Malaga,2,0,0,0,36,4,20,1,0,5,0,0,H
SP1,26/10/05,Betis,Villarreal,2,3,1,1,10,4,4,4,4,4,1,0,A
SP1,26/10/05,La Coruna,Real Madrid,3,1,2,0,21,7,5,4,3,3,0,0,H
SP1,26/10/05,Mallorca,Celta,1,0,0,0,15,8,5,2,3,1,0,1,H
SP1,26/10/05,Osasuna,Ath Bilbao,3,2,1,1,11,16,7,2,4,1,0,0,H
SP1,27/10/05,Alaves,Espanol,1,1,1,1,12,12,9,6,3,3,1,0,D
SP1,27/10/05,Ath Madrid,Cadiz,3,0,1,0,20,7,10,2,3,2,0,0,H
SP1,27/10/05,Sociedad,Getafe,3,0,3,0,11,18,5,8,0,2,0,0,H
SP1,27/10/05,Valencia,Sevilla,0,2,0,1,24,4,6,2,1,0,0,0,A
SP1,27/10/05,Zaragoza,Santander,1,1,1,0,14,6,3,1,2,6,0,0,D
SP1,29/10/05,Ath Bilbao,Celta,1,1,1,0,14,11,3,4,2,2,0,0,D
SP1,29/10/05,Betis,Real Madrid,0,2,0,1,11,6,1,3,2,2,0,0,A
SP1,30/10/05,Alaves,Cadiz,0,0,0,0,10,7,6,3,1,2,0,0,D
SP1,30/10/05,Ath Madrid,Villarreal,1,1,1,0,16,7,5,2,6,4,1,1,D
SP1,30/10/05,Barcelona,Sociedad,5,0,2,0,21,2,8,1,1,3,0,1,H
SP1,30/10/05,La Coruna,Getafe,1,0,1,0,12,16,5,3,3,4,0,0,H
