Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
SC0,03/08/2019,Celtic,St Johnstone,7,0,3,0,24,2,11,0,0,3,0,0,H
SC0,03/08/2019,Hibernian,St Mirren,1,0,0,0,13,14,5,5,1,2,0,0,H
SC0,03/08/2019,Livingston,Motherwell,0,0,0,0,9,10,5,5,1,3,0,0,D
SC0,03/08/2019,Ross County,Hamilton,3,0,2,0,12,9,6,5,0,3,0,0,H
SC0,04/08/2019,Kilmarnock,Rangers,1,2,0,1,5,14,3,10,2,1,0,0,A
SC0,04/08/2019,Aberdeen,Hearts,3,2,1,0,10,7,5,3,4,3,0,1,H
SC0,10/08/2019,Motherwell,Celtic,2,5,1,2,11,17,3,5,5,0,0,0,A
SC0,10/08/2019,St Johnstone,Livingston,2,2,0,2,7,11,4,8,1,3,0,0,D
SC0,10/08/2019,Hamilton,Kilmarnock,2,0,1,0,4,17,3,6,0,1,1,0,H
SC0,10/08/2019,Hearts,Ross County,0,0,0,0,7,15,2,3,0,3,0,0,D
SC0,11/08/2019,Rangers,Hibernian,6,1,2,1,34,6,19,4,2,3,0,1,H
SC0,11/08/2019,St Mirren,Aberdeen,1,0,1,0,10,13,4,4,1,2,0,0,H
SC0,24/08/2019,Hamilton,Motherwell,1,3,1,2,3,20,1,7,0,1,1,0,A
SC0,24/08/2019,Hibernian,St Johnstone,2,2,1,0,9,18,3,5,1,0,0,0,D
SC0,24/08/2019,Kilmarnock,Aberdeen,0,0,0,0,7,8,1,4,3,1,0,0,D
SC0,24/08/2019,Ross County,Livingston,1,4,1,3,6,14,2,6,1,1,0,0,A
SC0,25/08/2019,St Mirren,Rangers,0,1,0,0,7,15,2,7,1,2,0,0,A
SC0,25/08/2019,Celtic,Hearts,3,1,1,0,9,5,5,3,1,3,0,0,H
SC0,31/08/2019,Aberdeen,Ross County,3,0,2,0,11,7,6,2,2,1,0,0,H
SC0,31/08/2019,Hearts,Hamilton,2,2,1,0,13,14,3,5,1,2,0,0,D
SC0,31/08/2019,Livingston,St Mirren,2,1,1,0,11,11,3,5,1,3,0,0,H
SC0,31/08/2019,Motherwell,Hibernian,3,0,1,0,15,8,9,5,3,2,0,0,H
SC0,31/08/2019,St Johnstone,Kilmarnock,0,1,0,1,11,7,3,3,0,4,0,0,A
SC0,01/09/2019,Rangers,Celtic,0,2,0,1,9,13,2,6,1,1,1,0,A
SC0,14/09/2019,Hamilton,Celtic,0,1,0,1,3,12,1,2,2,0,0,0,A
SC0,14/09/2019,Aberdeen,St Johnstone,1,1,1,1,7,8,2,3,0,2,0,0,D
SC0,14/09/2019,Hearts,Motherwell,2,3,0,1,8,10,3,7,3,3,0,0,A
SC0,14/09/2019,Kilmarnock,Hibernian,2,0,0,0,12,7,4,3,0,1,0,0,H
SC0,14/09/2019,Rangers,Livingston,3,1,0,0,23,6,10,2,0,1,0,1,H
SC0,14/09/2019,Ross County,St Mirren,2,1,0,0,11,6,5,2,2,1,0,0,H
SC0,21/09/2019,Livingston,Aberdeen,0,2,0,1,4,4,2,2,2,0,0,0,A
SC0,21/09/2019,Motherwell,Ross County,1,2,0,0,13,10,6,4,1,2,1,0,A
SC0,21/09/2019,St Mirren,Hamilton,0,0,0,0,15,3,2,1,1,2,0,1,D
SC0,22/09/2019,St Johnstone,Rangers,0,4,0,0,5,17,2,9,1,0,0,0,A
SC0,22/09/2019,Celtic,Kilmarnock,3,1,1,1,21,6,11,3,1,1,0,0,H
SC0,22/09/2019,Hibernian,Hearts,1,2,0,0,14,7,4,3,1,1,0,0,A
SC0,28/09/2019,Hibernian,Celtic,1,1,1,1,3,20,2,7,3,5,0,0,D
SC0,28/09/2019,Hamilton,Livingston,2,1,1,1,6,7,2,2,1,1,0,0,H
SC0,28/09/2019,Kilmarnock,Ross County,0,0,0,0,11,10,6,2,0,2,0,0,D
SC0,28/09/2019,Rangers,Aberdeen,5,0,2,0,27,4,11,1,0,3,0,0,H
SC0,28/09/2019,St Johnstone,Motherwell,0,1,0,1,6,5,3,1,1,3,0,1,A
SC0,28/09/2019,St Mirren,Hearts,0,0,0,0,7,11,0,5,1,1,0,0,D
SC0,05/10/2019,Aberdeen,Hibernian,1,1,0,0,9,9,2,5,1,1,2,0,D
SC0,05/10/2019,Hearts,Kilmarnock,0,1,0,1,11,14,3,3,0,2,0,0,A
SC0,05/10/2019,Motherwell,St Mirren,2,0,1,0,19,14,9,5,0,2,0,0,H
SC0,05/10/2019,Ross County,St Johnstone,2,2,1,1,7,17,3,10,2,3,0,0,D
SC0,06/10/2019,Livingston,Celtic,2,0,0,0,10,12,4,4,3,2,0,1,H
SC0,06/10/2019,Rangers,Hamilton,5,0,2,0,23,3,11,0,0,1,0,0,H
SC0,19/10/2019,Celtic,Ross County,6,0,1,0,28,2,14,1,0,1,0,0,H
SC0,19/10/2019,Hamilton,Hibernian,1,1,0,1,6,10,2,3,1,1,0,0,D
SC0,19/10/2019,Kilmarnock,Livingston,2,1,1,0,11,10,4,3,2,2,0,0,H
SC0,19/10/2019,Motherwell,Aberdeen,0,3,0,1,12,12,6,6,1,2,0,0,A
SC0,19/10/2019,St Mirren,St Johnstone,2,0,1,0,12,10,5,2,1,2,0,0,H
SC0,20/10/2019,Hearts,Rangers,1,1,1,1,6,6,4,1,4,4,0,0,D
SC0,26/10/2019,Hibernian,Ross County,2,2,0,0,13,7,6,3,1,1,0,0,D
SC0,26/10/2019,Kilmarnock,St Mirren,1,0,0,0,5,9,3,3,0,0,0,0,H
