Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
I1,25/08/12,Fiorentina,Udinese,2.0,1.0,0.0,1.0,23.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0,H
I1,25/08/12,Juventus,Parma,2.0,0.0,0.0,0.0,15.0,6.0,6.0,5.0,2.0,6.0,0.0,0.0,H
I1,26/08/12,Atalanta,Lazio,0.0,1.0,0.0,1.0,10.0,13.0,3.0,4.0,1.0,4.0,0.0,0.0,A
I1,26/08/12,Chievo,Bologna,2.0,0.0,0.0,0.0,6.0,4.0,3.0,1.0,3.0,3.0,0.0,1.0,H
I1,26/08/12,Genoa,Cagliari,2.0,0.0,0.0,0.0,15.0,17.0,4.0,4.0,0.0,3.0,0.0,0.0,H
I1,26/08/12,Milan,Sampdoria,0.0,1.0,0.0,0.0,23.0,10.0,6.0,3.0,2.0,5.0,0.0,0.0,A
I1,26/08/12,Palermo,Napoli,0.0,3.0,0.0,1.0,16.0,12.0,6.0,3.0,3.0,3.0,0.0,0.0,A
I1,26/08/12,Pescara,Inter,0.0,3.0,0.0,2.0,13.0,14.0,5.0,6.0,3.0,1.0,0.0,0.0,A
I1,26/08/12,Roma,Catania,2.0,2.0,0.0,1.0,18.0,11.0,5.0,4.0,3.0,2.0,0.0,0.0,D
I1,26/08/12,Siena,Torino,0.0,0.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,D
I1,01/09/12,Bologna,Milan,1.0,3.0,1.0,1.0,15.0,17.0,3.0,6.0,1.0,5.0,0.0,0.0,A
I1,01/09/12,Torino,Pescara,3.0,0.0,1.0,0.0,16.0,1.0,9.0,0.0,1.0,2.0,0.0,1.0,H
I1,02/09/12,Cagliari,Atalanta,1.0,1.0,0.0,0.0,25.0,10.0,6.0,5.0,3.0,1.0,0.0,1.0,D
I1,02/09/12,Catania,Genoa,3.0,2.0,0.0,1.0,20.0,16.0,5.0,6.0,3.0,2.0,0.0,0.0,H
I1,02/09/12,Inter,Roma,1.0,3.0,1.0,1.0,21.0,12.0,6.0,3.0,2.0,2.0,0.0,1.0,A
I1,02/09/12,Lazio,Palermo,3.0,0.0,1.0,0.0,21.0,9.0,6.0,2.0,3.0,2.0,0.0,0.0,H
I1,02/09/12,Napoli,Fiorentina,2.0,1.0,0.0,0.0,5.0,16.0,1.0,3.0,2.0,2.0,0.0,0.0,H
I1,02/09/12,Parma,Chievo,2.0,0.0,1.0,0.0,11.0,14.0,3.0,4.0,3.0,3.0,0.0,0.0,H
I1,02/09/12,Sampdoria,Siena,2.0,1.0,1.0,0.0,12.0,9.0,5.0,3.0,3.0,3.0,0.0,1.0,H
I1,02/09/12,Udinese,Juventus,1.0,4.0,0.0,2.0,10.0,21.0,1.0,10.0,3.0,3.0,1.0,0.0,A
I1,15/09/12,Milan,Atalanta,0.0,1.0,0.0,0.0,17.0,10.0,7.0,4.0,2.0,4.0,0.0,0.0,A
I1,15/09/12,Palermo,Cagliari,1.0,1.0,1.0,0.0,7.0,12.0,3.0,4.0,3.0,2.0,0.0,0.0,D
I1,16/09/12,Chievo,Lazio,1.0,3.0,0.0,2.0,11.0,12.0,2.0,6.0,3.0,2.0,0.0,0.0,A
I1,16/09/12,Fiorentina,Catania,2.0,0.0,1.0,0.0,15.0,8.0,7.0,4.0,3.0,2.0,0.0,0.0,H
I1,16/09/12,Genoa,Juventus,1.0,3.0,1.0,0.0,13.0,19.0,4.0,5.0,2.0,3.0,0.0,0.0,A
I1,16/09/12,Napoli,Parma,3.0,1.0,2.0,1.0,12.0,21.0,6.0,5.0,1.0,4.0,0.0,0.0,H
I1,16/09/12,Pescara,Sampdoria,2.0,3.0,0.0,1.0,15.0,10.0,6.0,5.0,3.0,2.0,0.0,0.0,A
I1,16/09/12,Roma,Bologna,2.0,3.0,2.0,0.0,14.0,15.0,7.0,6.0,5.0,3.0,0.0,0.0,A
I1,16/09/12,Siena,Udinese,2.0,2.0,0.0,2.0,14.0,9.0,6.0,4.0,2.0,2.0,0.0,1.0,D
I1,16/09/12,Torino,Inter,0.0,2.0,0.0,1.0,11.0,8.0,3.0,3.0,4.0,4.0,0.0,0.0,A
I1,22/09/12,Juventus,Chievo,2.0,0.0,0.0,0.0,27.0,6.0,9.0,2.0,0.0,1.0,0.0,0.0,H
I1,22/09/12,Parma,Fiorentina,1.0,1.0,0.0,1.0,12.0,12.0,3.0,3.0,4.0,3.0,1.0,0.0,D
I1,23/09/12,Atalanta,Palermo,1.0,0.0,0.0,0.0,10.0,11.0,2.0,2.0,4.0,3.0,0.0,0.0,H
I1,23/09/12,Bologna,Pescara,1.0,1.0,1.0,1.0,22.0,13.0,8.0,6.0,1.0,3.0,0.0,1.0,D
I1,23/09/12,Cagliari,Roma,0.0,3.0,,,,,,,,,,,A
I1,23/09/12,Catania,Napoli,0.0,0.0,0.0,0.0,7.0,21.0,1.0,6.0,3.0,4.0,1.0,0.0,D
I1,23/09/12,Inter,Siena,0.0,2.0,0.0,0.0,23.0,8.0,11.0,3.0,1.0,4.0,0.0,0.0,A
I1,23/09/12,Lazio,Genoa,0.0,1.0,0.0,0.0,23.0,7.0,7.0,3.0,1.0,1.0,0.0,0.0,A
I1,23/09/12,Sampdoria,Torino,1.0,1.0,0.0,0.0,16.0,13.0,4.0,2.0,4.0,4.0,0.0,0.0,D
I1,23/09/12,Udinese,Milan,2.0,1.0,1.0,0.0,15.0,14.0,8.0,4.0,2.0,1.0,0.0,2.0,H
I1,25/09/12,Fiorentina,Juventus,0.0,0.0,0.0,0.0,17.0,8.0,2.0,2.0,3.0,1.0,0.0,0.0,D
I1,26/09/12,Catania,Atalanta,2.0,1.0,0.0,0.0,15.0,9.0,5.0,3.0,2.0,2.0,0.0,0.0,H
I1,26/09/12,Chievo,Inter,0.0,2.0,0.0,1.0,17.0,10.0,5.0,3.0,3.0,1.0,0.0,0.0,A
I1,26/09/12,Genoa,Parma,1.0,1.0,0.0,1.0,11.0,10.0,5.0,4.0,2.0,4.0,0.0,0.0,D
