Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
SC0,09/08/14,Dundee,Kilmarnock,1,1,1,1,14,10,7,3,0,3,0,0,D
SC0,09/08/14,Hamilton,Inverness C,0,2,0,2,8,13,3,8,2,1,0,0,A
SC0,09/08/14,Motherwell,St Mirren,1,0,0,0,9,20,4,11,1,1,0,1,H
SC0,10/08/14,Aberdeen,Dundee United,0,3,0,2,13,12,0,5,0,2,0,0,A
SC0,10/08/14,Ross County,St Johnstone,1,2,0,1,9,11,5,5,2,0,0,0,A
SC0,13/08/14,Dundee United,Motherwell,1,0,0,0,10,3,4,0,1,2,0,0,H
SC0,13/08/14,Inverness C,Dundee,0,0,0,0,13,4,3,2,1,2,0,0,D
SC0,13/08/14,Kilmarnock,Aberdeen,0,2,0,1,12,8,4,4,0,0,0,0,A
SC0,13/08/14,Partick,Ross County,4,0,1,0,16,9,8,4,2,3,0,0,H
SC0,13/08/14,St Johnstone,Celtic,0,3,0,0,6,16,1,8,1,1,1,0,A
SC0,13/08/14,St Mirren,Hamilton,0,2,0,1,9,7,2,4,1,4,0,0,A
SC0,16/08/14,Celtic,Dundee United,6,1,3,0,29,7,14,3,0,3,0,0,H
SC0,16/08/14,Dundee,Partick,1,1,0,1,9,9,3,5,0,3,0,1,D
SC0,16/08/14,Hamilton,St Johnstone,1,0,1,0,10,4,7,1,2,2,0,0,H
SC0,16/08/14,Motherwell,Inverness C,0,2,0,1,5,17,0,4,2,0,0,0,A
SC0,16/08/14,Ross County,Kilmarnock,1,2,0,1,9,13,8,6,5,3,0,0,A
SC0,23/08/14,Dundee United,Ross County,2,1,1,0,18,11,9,3,2,2,0,0,H
SC0,23/08/14,Inverness C,Celtic,1,0,0,0,10,13,2,6,0,0,0,0,H
SC0,23/08/14,Kilmarnock,Motherwell,2,0,1,0,17,7,11,2,1,1,0,1,H
SC0,23/08/14,Partick,Hamilton,1,2,0,0,8,5,5,4,2,3,0,0,A
SC0,23/08/14,St Johnstone,Aberdeen,1,0,0,0,9,9,2,1,2,2,0,0,H
SC0,23/08/14,St Mirren,Dundee,0,1,0,0,18,10,5,5,1,2,0,0,A
SC0,30/08/14,Aberdeen,Partick,2,0,0,0,16,5,6,1,0,3,0,0,H
SC0,30/08/14,Hamilton,Ross County,4,0,0,0,17,3,11,3,3,2,0,1,H
SC0,30/08/14,Inverness C,Kilmarnock,2,0,0,0,11,7,4,1,2,1,0,0,H
SC0,30/08/14,Motherwell,St Johnstone,0,1,0,0,8,10,3,6,1,1,0,0,A
SC0,30/08/14,St Mirren,Dundee United,0,3,0,0,13,13,1,7,0,1,0,0,A
SC0,31/08/14,Dundee,Celtic,1,1,1,0,10,13,3,6,1,2,0,0,D
SC0,13/09/14,Celtic,Aberdeen,2,1,1,0,19,10,4,5,1,1,0,0,H
SC0,13/09/14,Dundee United,Hamilton,2,2,2,2,9,11,4,5,1,1,1,1,D
SC0,13/09/14,Kilmarnock,St Mirren,2,1,0,0,8,9,5,4,3,3,0,0,H
SC0,13/09/14,Partick,Inverness C,3,1,2,1,11,11,7,5,2,2,0,0,H
SC0,13/09/14,Ross County,Motherwell,1,2,0,0,20,9,7,7,0,2,0,0,A
SC0,13/09/14,St Johnstone,Dundee,0,1,0,1,6,9,0,3,2,0,0,0,A
SC0,19/09/14,Partick,St Mirren,1,2,1,0,8,12,1,7,3,3,0,0,A
SC0,20/09/14,Aberdeen,Ross County,3,0,2,0,13,10,10,3,2,3,0,0,H
SC0,20/09/14,Hamilton,Kilmarnock,0,0,0,0,8,6,5,3,3,3,0,0,D
SC0,20/09/14,Inverness C,St Johnstone,2,1,0,0,14,5,5,1,2,1,0,0,H
SC0,21/09/14,Celtic,Motherwell,1,1,0,1,27,4,10,1,0,1,0,0,D
SC0,21/09/14,Dundee,Dundee United,1,4,0,1,4,11,2,8,1,4,1,0,A
SC0,27/09/14,Aberdeen,Inverness C,3,2,2,1,10,9,7,4,2,2,0,0,H
SC0,27/09/14,Dundee United,St Johnstone,2,0,1,0,6,7,3,1,2,1,0,0,H
SC0,27/09/14,Kilmarnock,Partick,3,0,1,0,11,8,7,4,0,3,0,0,H
SC0,27/09/14,Motherwell,Hamilton,0,4,0,2,9,23,3,9,5,1,0,0,A
SC0,27/09/14,Ross County,Dundee,2,1,1,0,15,8,5,4,1,2,0,0,H
