Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
F1,09/08/2019,Monaco,Lyon,0,3,0,2,7,13,1,3,2,2,1,0,A
F1,10/08/2019,Marseille,Reims,0,2,0,0,10,8,2,5,1,0,0,0,A
F1,10/08/2019,Angers,Bordeaux,3,1,3,1,14,8,4,3,2,1,0,0,H
F1,10/08/2019,Brest,Toulouse,1,1,1,0,16,13,5,3,0,0,0,0,D
F1,10/08/2019,Dijon,St Etienne,1,2,1,2,15,12,7,4,0,2,0,0,A
F1,10/08/2019,Montpellier,Rennes,0,1,0,1,24,9,5,3,3,3,0,1,A
F1,10/08/2019,Nice,Amiens,2,1,1,0,17,8,6,2,3,4,0,1,H
F1,11/08/2019,Lille,Nantes,2,1,1,0,13,13,3,3,2,4,0,0,H
F1,11/08/2019,Strasbourg,Metz,1,1,1,0,13,7,2,3,0,1,0,0,D
F1,11/08/2019,Paris SG,Nimes,3,0,1,0,12,5,5,1,2,0,0,0,H
F1,16/08/2019,Lyon,Angers,6,0,3,0,11,10,9,3,1,2,0,0,H
F1,17/08/2019,Nantes,Marseille,0,0,0,0,13,9,6,2,0,3,0,0,D
F1,17/08/2019,Amiens,Lille,1,0,0,0,8,10,3,1,1,1,0,1,H
F1,17/08/2019,Bordeaux,Montpellier,1,1,0,1,13,10,4,4,2,1,0,0,D
F1,17/08/2019,Metz,Monaco,3,0,1,0,18,12,10,6,1,2,0,1,H
F1,17/08/2019,Nimes,Nice,1,2,1,2,18,6,5,3,5,5,2,1,A
F1,17/08/2019,Toulouse,Dijon,1,0,0,0,18,18,7,5,2,0,0,0,H
F1,18/08/2019,St Etienne,Brest,1,1,0,1,19,9,5,4,1,2,0,0,D
F1,18/08/2019,Reims,Strasbourg,0,0,0,0,11,4,1,1,2,0,0,0,D
F1,18/08/2019,Rennes,Paris SG,2,1,1,1,11,9,4,2,1,5,0,0,H
F1,24/08/2019,Amiens,Nantes,1,2,0,0,3,25,1,6,1,1,1,0,A
F1,24/08/2019,Angers,Metz,3,0,2,0,15,4,5,2,1,2,0,0,H
F1,24/08/2019,Brest,Reims,1,0,0,0,8,10,4,2,1,1,0,0,H
F1,24/08/2019,Dijon,Bordeaux,0,2,0,1,10,10,1,3,0,2,0,0,A
F1,25/08/2019,Monaco,Nimes,2,2,2,0,16,14,6,4,2,1,1,0,D
F1,25/08/2019,Strasbourg,Rennes,0,2,0,1,19,7,3,4,4,2,1,0,A
F1,25/08/2019,Paris SG,Toulouse,4,0,0,0,21,3,11,0,0,1,0,0,H
F1,27/08/2019,Montpellier,Lyon,1,0,1,0,19,14,5,4,2,4,0,1,H
F1,28/08/2019,Lille,St Etienne,3,0,1,0,16,9,7,4,0,0,0,0,H
F1,28/08/2019,Nice,Marseille,1,2,0,1,12,12,3,5,1,1,0,0,A
F1,30/08/2019,Metz,Paris SG,0,2,0,2,7,10,2,4,1,0,0,0,A
F1,31/08/2019,Lyon,Bordeaux,1,1,1,0,10,18,3,6,4,3,1,0,D
F1,31/08/2019,Angers,Dijon,2,0,0,0,12,5,3,2,0,2,0,0,H
