Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
D1,24/08/12,Dortmund,Werder Bremen,2,1,1,0,19,10,6,3,2,2,0,0,H
D1,25/08/12,Augsburg,Fortuna Dusseldorf,0,2,0,0,16,9,4,4,3,2,0,0,A
D1,25/08/12,Ein Frankfurt,Leverkusen,2,1,0,1,20,19,4,10,1,2,0,0,H
D1,25/08/12,Freiburg,Mainz,1,1,0,0,8,8,4,3,0,2,0,0,D
D1,25/08/12,Greuther Furth,Bayern Munich,0,3,0,1,6,19,2,9,2,2,0,0,A
D1,25/08/12,Hamburg,Nurnberg,0,1,0,0,11,18,5,8,4,2,0,0,A
D1,25/08/12,M'gladbach,Hoffenheim,2,1,1,0,7,14,3,8,2,0,0,0,H
D1,25/08/12,Stuttgart,Wolfsburg,0,1,0,0,10,13,5,3,1,0,0,0,A
D1,26/08/12,Hannover,Schalke 04,2,2,1,0,9,15,2,7,1,3,0,0,D
D1,31/08/12,Mainz,Greuther Furth,0,1,0,0,11,7,3,2,1,3,0,0,A
D1,01/09/12,Fortuna Dusseldorf,M'gladbach,0,0,0,0,5,13,0,4,3,2,0,0,D
D1,01/09/12,Hoffenheim,Ein Frankfurt,0,4,0,2,7,17,3,5,1,2,2,0,A
D1,01/09/12,Leverkusen,Freiburg,2,0,1,0,14,8,10,1,1,1,0,0,H
D1,01/09/12,Nurnberg,Dortmund,1,1,1,1,6,18,3,6,2,2,0,0,D
D1,01/09/12,Schalke 04,Augsburg,3,1,1,0,12,22,6,4,1,2,0,0,H
D1,01/09/12,Werder Bremen,Hamburg,2,0,0,0,16,11,9,4,0,1,0,0,H
D1,02/09/12,Bayern Munich,Stuttgart,6,1,3,1,16,7,13,4,1,1,0,1,H
D1,02/09/12,Wolfsburg,Hannover,0,4,0,2,5,16,1,7,2,1,1,0,A
D1,14/09/12,Augsburg,Wolfsburg,0,0,0,0,7,11,2,4,1,2,0,0,D
D1,15/09/12,Bayern Munich,Mainz,3,1,2,0,21,7,9,1,1,2,0,0,H
D1,15/09/12,Dortmund,Leverkusen,3,0,2,0,14,6,7,2,1,2,0,0,H
D1,15/09/12,Greuther Furth,Schalke 04,0,2,0,0,9,10,0,4,2,0,0,0,A
D1,15/09/12,Hannover,Werder Bremen,3,2,2,1,13,11,5,4,3,3,1,0,H
D1,15/09/12,M'gladbach,Nurnberg,2,3,1,2,14,11,6,3,2,2,0,0,A
