Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
I1,19/08/2023,Empoli,Verona,0,1,0,0,10,10,4,4,2,2,0,0,A
I1,19/08/2023,Frosinone,Napoli,1,3,1,2,4,19,1,8,3,3,0,0,A
I1,19/08/2023,Genoa,Fiorentina,1,4,0,3,4,9,2,5,2,3,0,0,A
I1,19/08/2023,Inter,Monza,2,0,1,0,22,12,3,2,1,1,0,0,H
I1,20/08/2023,Roma,Salernitana,2,2,1,1,13,3,3,2,0,4,0,0,D
I1,20/08/2023,Sassuolo,Atalanta,0,2,0,0,11,16,3,6,0,0,0,0,A
I1,20/08/2023,Lecce,Lazio,2,1,0,1,23,10,7,4,3,2,0,0,H
I1,20/08/2023,Udinese,Juventus,0,3,0,3,18,9,5,4,1,3,0,0,A
I1,21/08/2023,Torino,Cagliari,0,0,0,0,11,8,2,2,1,1,0,0,D
I1,21/08/2023,Bologna,Milan,0,2,0,2,17,10,5,6,2,2,0,0,A
I1,26/08/2023,Frosinone,Atalanta,2,1,2,0,13,18,5,6,1,2,0,0,H
I1,26/08/2023,Monza,Empoli,2,0,1,0,20,18,5,6,1,2,0,0,H
I1,26/08/2023,Milan,Torino,4,1,3,1,17,8,7,1,2,3,0,0,H
I1,26/08/2023,Verona,Roma,2,1,2,0,5,23,3,7,1,3,1,0,H
I1,27/08/2023,Fiorentina,Lecce,2,2,2,0,9,6,4,2,1,3,0,0,D
I1,27/08/2023,Juventus,Bologna,1,1,0,1,14,9,3,4,2,1,0,0,D
I1,27/08/2023,Lazio,Genoa,0,1,0,1,16,5,2,3,4,2,0,0,A
I1,27/08/2023,Napoli,Sassuolo,2,0,1,0,25,6,5,1,0,1,0,1,H
I1,28/08/2023,Salernitana,Udinese,1,1,0,0,9,14,4,6,4,4,0,0,D
I1,28/08/2023,Cagliari,Inter,0,2,0,2,12,17,2,3,1,1,0,0,A
I1,01/09/2023,Sassuolo,Verona,3,1,1,0,16,11,7,3,1,3,0,0,H
I1,01/09/2023,Roma,Milan,1,2,0,1,13,9,2,4,2,4,0,1,A
I1,02/09/2023,Bologna,Cagliari,2,1,0,1,16,7,7,1,1,2,0,0,H
