Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
I1,24/08/2019,Parma,Juventus,0,1,0,1,5,9,4,4,2,3,0,0,A
I1,24/08/2019,Fiorentina,Napoli,3,4,1,2,10,8,6,6,2,4,0,0,A
I1,25/08/2019,Udinese,Milan,1,0,0,0,11,6,6,0,1,3,0,0,H
I1,25/08/2019,Cagliari,Brescia,0,1,0,0,9,8,5,3,2,2,0,0,A
I1,25/08/2019,Roma,Genoa,3,3,2,2,17,6,9,4,3,1,0,0,D
I1,25/08/2019,Sampdoria,Lazio,0,3,0,1,12,16,8,10,2,2,0,0,A
I1,25/08/2019,Spal,Atalanta,2,3,2,1,8,18,3,14,2,1,0,0,A
I1,25/08/2019,Torino,Sassuolo,2,1,1,0,7,13,4,9,4,3,0,0,H
I1,25/08/2019,Verona,Bologna,1,1,1,1,5,14,2,5,1,3,1,0,D
I1,26/08/2019,Inter,Lecce,4,0,2,0,16,10,7,4,1,2,0,1,H
I1,30/08/2019,Bologna,Spal,1,0,0,0,18,7,9,1,3,2,0,0,H
I1,31/08/2019,Milan,Brescia,1,0,1,0,11,4,6,2,3,4,0,0,H
I1,31/08/2019,Juventus,Napoli,4,3,2,0,10,12,8,7,3,3,0,0,H
I1,01/09/2019,Lazio,Roma,1,1,0,1,21,8,13,5,4,3,0,0,D
I1,01/09/2019,Atalanta,Torino,2,3,1,1,19,8,12,6,2,2,0,0,A
I1,01/09/2019,Cagliari,Inter,1,2,0,1,7,9,3,8,5,3,0,0,A
I1,01/09/2019,Genoa,Fiorentina,2,1,1,0,18,15,10,7,2,0,0,0,H
I1,01/09/2019,Lecce,Verona,0,1,0,0,9,11,3,6,2,3,0,0,A
I1,01/09/2019,Sassuolo,Sampdoria,4,1,3,0,11,8,8,5,1,3,0,1,H
I1,01/09/2019,Udinese,Parma,1,3,1,1,17,6,12,3,1,3,0,0,A
I1,14/09/2019,Fiorentina,Juventus,0,0,0,0,15,5,8,4,3,3,0,0,D
I1,14/09/2019,Napoli,Sampdoria,2,0,1,0,19,7,9,2,2,2,0,0,H
I1,14/09/2019,Inter,Udinese,1,0,1,0,15,6,10,4,2,1,0,1,H
I1,15/09/2019,Genoa,Atalanta,1,2,0,0,8,11,3,6,3,3,0,0,A
I1,15/09/2019,Brescia,Bologna,3,4,3,1,9,17,7,6,2,6,1,0,A
I1,15/09/2019,Parma,Cagliari,1,3,0,2,14,6,8,4,0,5,0,0,A
I1,15/09/2019,Spal,Lazio,2,1,0,1,9,11,4,7,5,3,0,0,H
I1,15/09/2019,Roma,Sassuolo,4,2,4,0,14,10,10,5,1,2,0,0,H
I1,15/09/2019,Verona,Milan,0,1,0,0,6,11,2,6,4,3,1,1,A
