Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR
SC0,30/07/2022,Livingston,Rangers,1,2,1,0,5,21,2,6,3,4,0,0,A
SC0,30/07/2022,Hearts,Ross County,2,1,0,0,15,12,4,3,1,2,0,0,H
SC0,30/07/2022,Kilmarnock,Dundee United,1,1,0,1,18,7,5,5,2,0,0,1,D
SC0,30/07/2022,St Johnstone,Hibernian,0,1,0,0,4,14,1,1,2,4,1,0,A
SC0,31/07/2022,St Mirren,Motherwell,0,1,0,1,19,9,6,2,4,4,0,1,A
SC0,31/07/2022,Celtic,Aberdeen,2,0,1,0,21,5,9,3,1,2,0,0,H
SC0,06/08/2022,Aberdeen,St Mirren,4,1,3,0,23,6,10,1,1,2,0,1,H
SC0,06/08/2022,Motherwell,St Johnstone,1,2,0,1,12,10,2,3,1,3,0,0,A
SC0,06/08/2022,Rangers,Kilmarnock,2,0,0,0,18,4,4,0,0,6,0,0,H
SC0,06/08/2022,Ross County,Celtic,1,3,0,0,5,23,2,7,4,2,0,0,A
SC0,07/08/2022,Hibernian,Hearts,1,1,0,1,12,12,3,6,3,1,0,0,D
SC0,07/08/2022,Dundee United,Livingston,0,1,0,0,10,11,3,4,2,3,0,0,A
SC0,13/08/2022,Aberdeen,Motherwell,2,3,1,1,14,19,3,6,1,2,0,0,A
SC0,13/08/2022,Livingston,Hibernian,2,1,1,0,12,23,6,5,1,2,0,0,H
SC0,13/08/2022,Rangers,St Johnstone,4,0,1,0,24,4,8,1,1,2,0,0,H
SC0,13/08/2022,St Mirren,Ross County,1,0,0,0,8,5,2,1,1,1,0,0,H
SC0,14/08/2022,Kilmarnock,Celtic,0,5,0,3,12,20,3,11,4,2,0,0,A
SC0,14/08/2022,Hearts,Dundee United,4,1,1,0,13,10,12,2,0,4,0,0,H
SC0,20/08/2022,Hibernian,Rangers,2,2,0,1,14,9,5,2,4,2,0,2,D
SC0,20/08/2022,Dundee United,St Mirren,0,3,0,1,13,12,3,5,3,2,0,0,A
SC0,20/08/2022,Motherwell,Livingston,1,0,0,0,13,5,2,1,1,0,0,1,H
