,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
23817,2016-06-19,41500407,Final,1610612744,1610612739,2015,1610612744,89.0,0.386,0.769,0.366,22.0,39.0,1610612739,93.0,0.402,0.84,0.24,17.0,48.0,0
23818,2016-06-16,41500406,Final,1610612739,1610612744,2015,1610612739,115.0,0.519,0.7809999999999999,0.37,24.0,45.0,1610612744,101.0,0.402,0.69,0.385,19.0,35.0,1
23819,2016-06-13,41500405,Final,1610612744,1610612739,2015,1610612744,97.0,0.364,0.731,0.326,18.0,43.0,1610612739,112.0,0.53,0.609,0.417,15.0,41.0,0
23820,2016-06-10,41500404,Final,1610612739,1610612744,2015,1610612739,97.0,0.469,0.5770000000000001,0.24,15.0,40.0,1610612744,108.0,0.407,0.8059999999999999,0.472,23.0,43.0,0
23821,2016-06-08,41500403,Final,1610612739,1610612744,2015,1610612739,120.0,0.527,0.706,0.48,23.0,52.0,1610612744,90.0,0.421,0.654,0.273,21.0,32.0,1
23822,2016-06-05,41500402,Final,1610612744,1610612739,2015,1610612744,110.0,0.5429999999999999,0.7,0.455,26.0,46.0,1610612739,77.0,0.354,0.667,0.217,15.0,34.0,1
23823,2016-06-02,41500401,Final,1610612744,1610612739,2015,1610612744,104.0,0.494,0.9,0.3329999999999999,29.0,41.0,1610612739,89.0,0.381,0.9,0.3329999999999999,17.0,47.0,1
23824,2016-05-30,41500317,Final,1610612744,1610612760,2015,1610612744,96.0,0.435,0.625,0.4589999999999999,20.0,46.0,1610612760,88.0,0.382,0.765,0.259,20.0,47.0,1
23825,2016-05-28,41500316,Final,1610612760,1610612744,2015,1610612760,101.0,0.422,0.688,0.13,16.0,49.0,1610612744,108.0,0.409,0.625,0.467,23.0,44.0,0
23826,2016-05-27,41500306,Final,1610612761,1610612739,2015,1610612761,87.0,0.418,0.765,0.32,10.0,33.0,1610612739,113.0,0.541,0.762,0.5479999999999999,22.0,38.0,0
23827,2016-05-26,41500315,Final,1610612744,1610612760,2015,1610612744,120.0,0.471,0.912,0.375,25.0,45.0,1610612760,111.0,0.429,0.833,0.433,23.0,45.0,1
23828,2016-05-25,41500305,Final,1610612739,1610612761,2015,1610612739,116.0,0.5710000000000001,0.75,0.476,23.0,48.0,1610612761,78.0,0.391,0.6,0.176,19.0,27.0,1
23829,2016-05-24,41500314,Final,1610612760,1610612744,2015,1610612760,118.0,0.433,0.775,0.346,23.0,56.0,1610612744,94.0,0.413,0.655,0.3,15.0,40.0,1
23830,2016-05-23,41500304,Final,1610612761,1610612739,2015,1610612761,105.0,0.5379999999999999,0.737,0.318,17.0,35.0,1610612739,99.0,0.47,0.889,0.317,23.0,38.0,1
23831,2016-05-22,41500313,Final,1610612760,1610612744,2015,1610612760,133.0,0.5,0.892,0.32,21.0,52.0,1610612744,105.0,0.413,0.76,0.313,19.0,38.0,1
23832,2016-05-21,41500303,Final,1610612761,1610612739,2015,1610612761,99.0,0.4579999999999999,0.846,0.387,15.0,54.0,1610612739,84.0,0.354,0.875,0.341,15.0,40.0,1
23833,2016-05-19,41500302,Final,1610612739,1610612761,2015,1610612739,108.0,0.5,0.6759999999999999,0.3329999999999999,24.0,46.0,1610612761,89.0,0.402,0.778,0.273,17.0,38.0,1
23834,2016-05-18,41500312,Final,1610612744,1610612760,2015,1610612744,118.0,0.506,0.679,0.4639999999999999,26.0,45.0,1610612760,91.0,0.449,0.737,0.304,22.0,36.0,1
23835,2016-05-17,41500301,Final,1610612739,1610612761,2015,1610612739,115.0,0.5539999999999999,0.7879999999999999,0.35,22.0,45.0,1610612761,84.0,0.421,0.75,0.208,19.0,23.0,1
23836,2016-05-16,41500311,Final,1610612744,1610612760,2015,1610612744,102.0,0.44,0.647,0.3670000000000001,26.0,44.0,1610612760,108.0,0.4379999999999999,0.688,0.471,22.0,52.0,0
23837,2016-05-15,41500217,Final,1610612761,1610612748,2015,1610612761,116.0,0.4589999999999999,0.674,0.45,17.0,50.0,1610612748,89.0,0.444,0.7829999999999999,0.28,16.0,30.0,1
23838,2016-05-13,41500216,Final,1610612748,1610612761,2015,1610612748,103.0,0.476,0.8,0.3329999999999999,15.0,41.0,1610612761,91.0,0.415,0.76,0.25,10.0,43.0,1
23839,2016-05-12,41500236,Final,1610612760,1610612759,2015,1610612760,113.0,0.471,0.871,0.273,21.0,50.0,1610612759,99.0,0.43,0.813,0.353,19.0,40.0,1
23840,2016-05-11,41500215,Final,1610612761,1610612748,2015,1610612761,99.0,0.4320000000000001,0.846,0.412,16.0,39.0,1610612748,91.0,0.4029999999999999,0.821,0.286,12.0,44.0,1
23841,2016-05-11,41500225,Final,1610612744,1610612757,2015,1610612744,125.0,0.512,0.862,0.4379999999999999,28.0,44.0,1610612757,121.0,0.413,0.7440000000000001,0.444,20.0,47.0,1
23842,2016-05-10,41500235,Final,1610612759,1610612760,2015,1610612759,91.0,0.3979999999999999,0.765,0.444,19.0,36.0,1610612760,95.0,0.436,0.769,0.35,18.0,54.0,0
23843,2016-05-09,41500214,Final,1610612748,1610612761,2015,1610612748,94.0,0.45,0.84,0.067,15.0,39.0,1610612761,87.0,0.3929999999999999,0.789,0.3,12.0,39.0,1
23844,2016-05-09,41500224,Final,1610612757,1610612744,2015,1610612757,125.0,0.406,0.727,0.385,22.0,52.0,1610612744,132.0,0.4629999999999999,0.818,0.425,22.0,49.0,0
23845,2016-05-08,41500204,Final,1610612737,1610612739,2015,1610612737,99.0,0.482,0.7140000000000001,0.29,22.0,42.0,1610612739,100.0,0.4320000000000001,0.615,0.4320000000000001,23.0,41.0,0
23846,2016-05-08,41500234,Final,1610612760,1610612759,2015,1610612760,111.0,0.506,0.759,0.391,23.0,40.0,1610612759,97.0,0.471,0.938,0.1669999999999999,12.0,34.0,1
23847,2016-05-07,41500213,Final,1610612748,1610612761,2015,1610612748,91.0,0.429,0.875,0.222,11.0,38.0,1610612761,95.0,0.471,0.75,0.444,16.0,35.0,0
23848,2016-05-07,41500223,Final,1610612757,1610612744,2015,1610612757,120.0,0.465,0.7929999999999999,0.5670000000000001,19.0,41.0,1610612744,108.0,0.477,0.588,0.483,29.0,42.0,1
23849,2016-05-06,41500203,Final,1610612737,1610612739,2015,1610612737,108.0,0.488,0.833,0.471,29.0,28.0,1610612739,121.0,0.494,0.593,0.5379999999999999,26.0,55.0,0
