,Unnamed: 0,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,Mejores_FGM_Home,Mejores_FG3M_Home,Mejores_AST_Home,Mejores_REB_Home,Mejores_STL_Home,Mejores_FGM_Away,Mejores_FG3M_Away,Mejores_AST_Away,Mejores_REB_Away,Mejores_STL_Away,Basket_Average_Home,Dif_Home,Puntos_Home,Puntos_Encestados_Home,Victorias_Home,Derrotas_Home,Basket_Average_Away,Dif_Away,Puntos_Away,Puntos_Encestados_Away,Victorias_Away,Derrotas_Away
1248,3179,2020-12-11,12000005,Final,1610612757,1610612758,2020,1610612757,127.0,0.511,0.727,0.5,22.0,55.0,1610612758,102.0,0.368,0.727,0.32,24.0,44.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,3178,2020-12-11,12000004,Final,1610612747,1610612746,2020,1610612747,87.0,0.357,0.8,0.318,15.0,46.0,1610612746,81.0,0.357,0.647,0.278,15.0,55.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,3177,2020-12-11,12000003,Final,1610612741,1610612745,2020,1610612741,104.0,0.413,0.73,0.324,20.0,56.0,1610612745,125.0,0.434,0.7140000000000001,0.462,25.0,47.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,3176,2020-12-11,12000002,Final,1610612765,1610612752,2020,1610612765,84.0,0.325,0.88,0.256,17.0,41.0,1610612752,90.0,0.458,0.474,0.217,23.0,54.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,3175,2020-12-11,12000001,Final,1610612737,1610612753,2020,1610612737,112.0,0.37,0.8290000000000001,0.313,20.0,61.0,1610612753,116.0,0.457,0.69,0.286,26.0,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,3174,2020-12-12,12000012,Final,1610612762,1610612756,2020,1610612762,119.0,0.5,0.741,0.415,21.0,45.0,1610612756,105.0,0.433,0.81,0.345,22.0,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,3173,2020-12-12,12000011,Final,1610612744,1610612743,2020,1610612744,107.0,0.438,0.743,0.275,25.0,39.0,1610612743,105.0,0.43,0.72,0.28,20.0,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,3172,2020-12-12,12000010,Final,1610612750,1610612763,2020,1610612750,105.0,0.395,0.75,0.371,17.0,51.0,1610612763,107.0,0.426,0.696,0.275,30.0,49.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,3171,2020-12-12,12000009,Final,1610612749,1610612742,2020,1610612749,102.0,0.404,0.85,0.237,24.0,53.0,1610612742,112.0,0.414,0.867,0.395,27.0,51.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,3170,2020-12-12,12000008,Final,1610612759,1610612760,2020,1610612759,108.0,0.376,0.68,0.395,23.0,45.0,1610612760,121.0,0.489,0.9,0.5479999999999999,21.0,58.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
