,Unnamed: 0,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,Mejores_FGM_Home,Mejores_FG3M_Home,Mejores_AST_Home,Mejores_REB_Home,Mejores_STL_Home,Mejores_FGM_Away,Mejores_FG3M_Away,Mejores_AST_Away,Mejores_REB_Away,Mejores_STL_Away,Basket_Average_Home,Dif_Home,Puntos_Home,Puntos_Encestados_Home,Victorias_Home,Derrotas_Home,Basket_Average_Away,Dif_Away,Puntos_Away,Puntos_Encestados_Away,Victorias_Away,Derrotas_Away
1377,21029,2018-09-28,11800002,Final,1610612766,1610612738,2018,1610612766,104.0,0.382,0.6409999999999999,0.306,17.0,65.0,1610612738,97.0,0.346,0.727,0.191,12.0,56.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,21028,2018-09-29,11800005,Final,1610612744,1610612750,2018,1610612744,110.0,0.473,0.769,0.353,33.0,48.0,1610612750,114.0,0.426,0.733,0.4,15.0,47.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,21027,2018-09-29,11800003,Final,1610612761,1610612757,2018,1610612761,122.0,0.415,0.8240000000000001,0.3429999999999999,15.0,45.0,1610612757,104.0,0.42,0.72,0.387,25.0,46.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,21026,2018-09-30,11800010,Final,1610612747,1610612743,2018,1610612747,107.0,0.46,0.731,0.32,26.0,37.0,1610612743,124.0,0.46,0.8859999999999999,0.351,25.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,21025,2018-09-30,11800009,Final,1610612741,1610612740,2018,1610612741,128.0,0.495,0.963,0.222,23.0,52.0,1610612740,116.0,0.4539999999999999,0.789,0.3329999999999999,24.0,45.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,21024,2018-09-30,11800008,Final,1610612738,1610612766,2018,1610612738,115.0,0.442,0.857,0.419,26.0,50.0,1610612766,112.0,0.475,0.667,0.364,26.0,39.0,1,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,-7.0,-7.0,1.0,97.0,0.0,1.0,7.0,7.0,2.0,104.0,1.0,0.0
1371,21023,2018-09-30,11800007,Final,1610612759,1610612748,2018,1610612759,104.0,0.435,0.778,0.409,23.0,48.0,1610612748,100.0,0.368,0.741,0.294,19.0,53.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,21022,2018-10-01,11800015,Final,1610612756,1610612758,2018,1610612756,102.0,0.446,0.7170000000000001,0.136,19.0,43.0,1610612758,106.0,0.476,0.607,0.44,24.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,21021,2018-10-01,11800014,Final,1610612737,1610612740,2018,1610612737,116.0,0.457,0.667,0.242,32.0,54.0,1610612740,102.0,0.365,0.621,0.205,25.0,54.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-12.0,1.0,116.0,0.0,1.0
1368,21020,2018-10-01,11800013,Final,1610612764,1610612752,2018,1610612764,121.0,0.412,0.767,0.211,25.0,57.0,1610612752,124.0,0.4379999999999999,0.7020000000000001,0.4479999999999999,23.0,51.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,21019,2018-10-01,11800012,Final,1610612755,1610612753,2018,1610612755,120.0,0.469,0.833,0.359,25.0,48.0,1610612753,114.0,0.495,0.636,0.417,27.0,35.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,21018,2018-10-02,11800020,Final,1610612747,1610612743,2018,1610612747,111.0,0.512,0.789,0.345,28.0,38.0,1610612743,113.0,0.476,0.636,0.353,29.0,40.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-17.0,1.0,107.0,0.0,1.0,17.0,17.0,2.0,124.0,1.0,0.0
