,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR,Gol_Average_Home,Dif_Home,Rojas_Home,Puntos_Home,Goles_Marcados_Home,Victorias_Home,Empates_Home,Derrotas_Home,Porterias_0_Home,Gol_Average_Away,Dif_Away,Rojas_Away,Puntos_Away,Goles_Marcados_Away,Victorias_Away,Empates_Away,Derrotas_Away,Porterias_0_Away
0,D1,26/08/16,Bayern Munich,Werder Bremen,6,0,2,0,27,4,14,2,0,1,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,D1,27/08/16,Augsburg,Wolfsburg,0,2,0,1,13,12,2,6,1,2,0,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,D1,27/08/16,Dortmund,Mainz,2,1,1,0,17,12,8,4,0,3,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,D1,27/08/16,Ein Frankfurt,Schalke 04,1,0,1,0,11,11,4,3,2,2,1,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,D1,27/08/16,FC Koln,Darmstadt,2,0,1,0,21,12,8,3,3,3,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,D1,27/08/16,Hamburg,Ingolstadt,1,1,1,0,8,13,1,5,2,2,0,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,D1,27/08/16,M'gladbach,Leverkusen,2,1,1,0,14,12,9,6,3,3,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,D1,28/08/16,Hertha,Freiburg,2,1,0,0,15,8,5,2,0,3,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,D1,28/08/16,Hoffenheim,RB Leipzig,2,2,0,0,11,23,5,9,2,4,0,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,D1,09/09/16,Schalke 04,Bayern Munich,0,2,0,0,9,18,2,2,2,4,0,0,A,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,3.0,6.0,1.0,0.0,0.0,1.0
10,D1,10/09/16,Darmstadt,Ein Frankfurt,1,0,0,0,8,14,1,3,1,2,0,0,H,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0
11,D1,10/09/16,Freiburg,M'gladbach,3,1,0,1,17,5,7,2,2,2,0,0,H,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
12,D1,10/09/16,Ingolstadt,Hertha,0,2,0,1,12,7,5,6,3,1,0,0,A,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
13,D1,10/09/16,Leverkusen,Hamburg,3,1,0,0,15,6,5,2,2,1,0,0,H,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14,D1,10/09/16,RB Leipzig,Dortmund,1,0,0,0,10,8,4,1,2,2,0,0,H,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
15,D1,10/09/16,Wolfsburg,FC Koln,0,0,0,0,18,16,4,9,2,3,0,0,D,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0
16,D1,11/09/16,Mainz,Hoffenheim,4,4,4,1,12,20,6,5,1,3,1,0,D,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
17,D1,11/09/16,Werder Bremen,Augsburg,1,2,1,0,10,18,1,5,2,3,0,0,A,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,D1,16/09/16,FC Koln,Freiburg,3,0,3,0,9,17,3,8,1,1,0,0,H,1.0,-1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,0.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.0
19,D1,17/09/16,Bayern Munich,Ingolstadt,3,1,1,1,10,13,5,5,1,2,0,0,H,4.0,-2.0,0.0,6.0,4.0,2.0,0.0,0.0,2.0,-1.0,-1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0
20,D1,17/09/16,Dortmund,Darmstadt,6,0,1,0,22,5,14,1,0,4,0,1,H,0.0,-1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,-0.5,1.5,0.0,3.0,0.5,1.0,0.0,1.0,1.0
21,D1,17/09/16,Ein Frankfurt,Leverkusen,2,1,0,0,17,7,8,3,3,0,0,0,H,0.0,-1.0,0.5,3.0,0.5,1.0,0.0,1.0,1.0,0.5,1.5,0.0,3.0,2.0,1.0,0.0,1.0,0.0
22,D1,17/09/16,Hamburg,RB Leipzig,0,4,0,0,14,12,2,6,5,1,0,0,A,-1.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,4.0,1.5,1.0,1.0,0.0,1.0
23,D1,17/09/16,Hoffenheim,Wolfsburg,0,0,0,0,20,20,5,9,2,1,0,0,D,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,-1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0
24,D1,17/09/16,M'gladbach,Werder Bremen,4,1,4,0,15,9,7,5,0,3,0,1,H,-0.5,-1.5,0.0,3.0,1.5,1.0,0.0,1.0,0.0,-3.5,2.5,0.0,0.0,0.5,0.0,0.0,2.0,0.0
25,D1,18/09/16,Augsburg,Mainz,1,3,0,1,12,11,5,6,1,2,0,1,A,-0.5,1.5,0.0,3.0,1.0,1.0,0.0,1.0,0.0,-0.5,0.5,0.5,1.0,2.5,0.0,1.0,1.0,0.0
26,D1,18/09/16,Hertha,Schalke 04,2,0,0,0,8,11,2,4,1,1,0,0,H,1.5,0.5,0.0,6.0,2.0,2.0,0.0,0.0,1.0,-1.5,-0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0
27,D1,20/09/16,Darmstadt,Hoffenheim,1,1,0,0,12,15,3,4,1,1,0,0,D,-2.3333333333333335,-1.8333333333333335,0.3333333333333333,3.0,0.3333333333333333,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0
28,D1,20/09/16,Freiburg,Hamburg,1,0,0,0,19,7,4,0,1,0,0,0,H,-0.6666666666666666,-1.1666666666666665,0.0,3.0,1.3333333333333333,1.0,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0,0.6666666666666666,0.0,1.0,2.0,0.0
29,D1,20/09/16,Ingolstadt,Ein Frankfurt,0,2,0,1,13,9,3,5,0,1,0,0,A,-1.3333333333333333,-0.33333333333333326,0.0,1.0,0.6666666666666666,0.0,1.0,2.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0,1.0,2.0,0.0,1.0,1.0
