,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR,Gol_Average_Home,Dif_Home,Rojas_Home,Puntos_Home,Goles_Marcados_Home,Victorias_Home,Empates_Home,Derrotas_Home,Porterias_0_Home,Gol_Average_Away,Dif_Away,Rojas_Away,Puntos_Away,Goles_Marcados_Away,Victorias_Away,Empates_Away,Derrotas_Away,Porterias_0_Away
0,D1,14/08/15,Bayern Munich,Hamburg,5,0,1,0,23,5,9,1,2,2,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,D1,15/08/15,Augsburg,Hertha,0,1,0,0,20,11,3,4,1,2,1,1,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,D1,15/08/15,Darmstadt,Hannover,2,2,1,0,11,14,4,5,1,2,0,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,D1,15/08/15,Dortmund,M'gladbach,4,0,3,0,17,5,7,1,0,1,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,D1,15/08/15,Leverkusen,Hoffenheim,2,1,1,1,25,6,9,2,1,0,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,D1,15/08/15,Mainz,Ingolstadt,0,1,0,0,9,14,3,5,2,3,0,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,D1,15/08/15,Werder Bremen,Schalke 04,0,3,0,1,15,16,2,5,0,2,0,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,D1,16/08/15,Stuttgart,FC Koln,1,3,0,0,28,9,8,5,3,2,0,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,D1,16/08/15,Wolfsburg,Ein Frankfurt,2,1,2,1,5,13,3,6,1,1,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,D1,21/08/15,Hertha,Werder Bremen,1,1,1,1,10,9,2,3,0,1,0,0,D,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10,D1,22/08/15,Ein Frankfurt,Augsburg,1,1,0,1,11,14,3,4,2,3,0,0,D,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11,D1,22/08/15,FC Koln,Wolfsburg,1,1,1,0,9,15,6,7,2,1,0,0,D,2.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
12,D1,22/08/15,Hamburg,Stuttgart,3,2,1,2,14,12,5,4,3,3,0,1,H,-5.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
13,D1,22/08/15,Hannover,Leverkusen,0,1,0,1,6,11,3,4,0,0,0,0,A,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0
14,D1,22/08/15,Hoffenheim,Bayern Munich,1,2,1,1,2,5,1,2,0,0,0,0,A,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0
15,D1,22/08/15,Schalke 04,Darmstadt,1,1,0,1,21,9,5,3,1,2,0,0,D,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
16,D1,23/08/15,Ingolstadt,Dortmund,0,4,0,0,3,18,2,8,2,3,0,0,A,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0
