,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR,Gol_Average_Home,Dif_Home,Rojas_Home,Puntos_Home,Goles_Marcados_Home,Victorias_Home,Empates_Home,Derrotas_Home,Porterias_0_Home,Gol_Average_Away,Dif_Away,Rojas_Away,Puntos_Away,Goles_Marcados_Away,Victorias_Away,Empates_Away,Derrotas_Away,Porterias_0_Away
0,D1,09/08/13,Bayern Munich,M'gladbach,3,1,2,1,26,11,9,4,1,3,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,D1,10/08/13,Augsburg,Dortmund,0,4,0,1,11,13,4,9,2,0,0,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,D1,10/08/13,Braunschweig,Werder Bremen,0,1,0,0,13,12,3,4,1,0,0,0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,D1,10/08/13,Hannover,Wolfsburg,2,0,1,0,20,15,8,4,4,0,0,2,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,D1,10/08/13,Hertha,Ein Frankfurt,6,1,2,1,16,10,9,4,0,2,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,D1,10/08/13,Hoffenheim,Nurnberg,2,2,1,0,23,12,8,5,1,4,0,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,D1,10/08/13,Leverkusen,Freiburg,3,1,1,1,18,8,6,3,2,2,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,D1,11/08/13,Mainz,Stuttgart,3,2,1,1,9,15,7,10,2,4,0,0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,D1,11/08/13,Schalke 04,Hamburg,3,3,2,2,19,16,8,6,1,2,0,0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,D1,17/08/13,Ein Frankfurt,Bayern Munich,0,1,0,1,9,15,3,7,1,1,0,0,A,-5.0,-5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
10,D1,17/08/13,Freiburg,Mainz,1,2,0,0,9,12,3,8,0,3,0,0,A,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
11,D1,17/08/13,Hamburg,Hoffenheim,1,5,1,1,8,18,4,7,2,2,0,0,A,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
12,D1,17/08/13,M'gladbach,Hannover,3,0,1,0,17,16,8,4,1,4,0,0,H,-2.0,-2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0
13,D1,17/08/13,Stuttgart,Leverkusen,0,1,0,1,17,13,3,3,3,2,0,0,A,-1.0,-1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
14,D1,17/08/13,Werder Bremen,Augsburg,1,0,1,0,5,20,2,4,3,4,0,0,H,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15,D1,17/08/13,Wolfsburg,Schalke 04,4,0,0,0,20,6,8,2,0,2,0,0,H,-2.0,-2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
16,D1,18/08/13,Dortmund,Braunschweig,2,1,0,0,24,8,6,3,0,1,0,0,H,4.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17,D1,18/08/13,Nurnberg,Hertha,2,2,1,0,11,12,5,5,5,2,0,0,D,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0
18,D1,23/08/13,Dortmund,Werder Bremen,1,0,0,0,32,7,8,1,0,0,0,0,H,2.5,-1.5,0.0,6.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,2.0
19,D1,24/08/13,Bayern Munich,Nurnberg,2,0,0,0,26,5,9,1,3,1,0,0,H,1.5,-0.5,0.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
20,D1,24/08/13,Hannover,Schalke 04,2,1,2,0,14,8,6,2,2,0,1,2,H,-0.5,-2.5,0.0,3.0,1.0,1.0,0.0,1.0,1.0,-2.0,-2.0,0.0,1.0,1.5,0.0,1.0,1.0,0.0
21,D1,24/08/13,Hertha,Hamburg,1,0,0,0,16,15,5,7,1,4,0,0,H,2.5,-2.5,0.0,4.0,4.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
22,D1,24/08/13,Hoffenheim,Freiburg,3,3,2,2,13,11,5,6,1,3,1,3,D,2.0,2.0,0.0,4.0,3.5,1.0,1.0,0.0,0.0,-1.5,0.5,0.0,0.0,1.0,0.0,0.0,2.0,0.0
23,D1,24/08/13,Leverkusen,M'gladbach,4,2,2,0,19,10,11,3,0,1,0,0,H,1.5,-0.5,0.0,6.0,2.0,2.0,0.0,0.0,1.0,0.5,2.5,0.0,3.0,2.0,1.0,0.0,1.0,1.0
24,D1,24/08/13,Mainz,Wolfsburg,2,0,0,0,12,16,4,6,3,1,0,1,H,1.0,0.0,0.0,6.0,2.5,2.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0
25,D1,25/08/13,Augsburg,Stuttgart,2,1,2,1,17,9,5,2,2,3,0,1,H,-2.5,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
26,D1,25/08/13,Braunschweig,Ein Frankfurt,0,2,0,0,9,20,4,4,2,1,0,0,A,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,-3.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0
27,D1,27/08/13,Freiburg,Bayern Munich,1,1,0,1,8,17,3,8,2,1,0,0,D,-1.0,0.5,1.0,1.0,1.6666666666666667,0.0,1.0,2.0,0.0,1.6666666666666667,0.16666666666666674,0.0,9.0,2.0,3.0,0.0,0.0,2.0
