,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HY,AY,HR,AR,FTR,Gol_Average_Home,Dif_Home,Rojas_Home,Puntos_Home,Goles_Marcados_Home,Victorias_Home,Empates_Home,Derrotas_Home,Porterias_0_Home,Gol_Average_Away,Dif_Away,Rojas_Away,Puntos_Away,Goles_Marcados_Away,Victorias_Away,Empates_Away,Derrotas_Away,Porterias_0_Away
0,F1,12/08/16,Bastia,Paris SG,0,1,0.0,0.0,10.0,9.0,0.0,6.0,3.0,3.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,F1,12/08/16,Monaco,Guingamp,2,2,0.0,2.0,18.0,9.0,4.0,5.0,3.0,4.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,F1,13/08/16,Bordeaux,St Etienne,3,2,1.0,0.0,10.0,14.0,6.0,5.0,1.0,2.0,0.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,F1,13/08/16,Caen,Lorient,3,2,2.0,2.0,15.0,8.0,6.0,2.0,1.0,2.0,0.0,1.0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,F1,13/08/16,Dijon,Nantes,0,1,0.0,0.0,6.0,10.0,2.0,3.0,0.0,2.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,F1,13/08/16,Metz,Lille,3,2,0.0,1.0,7.0,13.0,3.0,4.0,2.0,2.0,0.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,F1,13/08/16,Montpellier,Angers,1,0,1.0,0.0,14.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,F1,14/08/16,Marseille,Toulouse,0,0,0.0,0.0,10.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,F1,14/08/16,Nancy,Lyon,0,3,0.0,2.0,11.0,9.0,1.0,7.0,4.0,2.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,F1,14/08/16,Nice,Rennes,1,0,0.0,0.0,7.0,19.0,1.0,4.0,0.0,1.0,0.0,0.0,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,F1,19/08/16,Lyon,Caen,2,0,1.0,0.0,21.0,7.0,7.0,1.0,3.0,4.0,0.0,0.0,H,3.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
11,F1,20/08/16,Angers,Nice,0,1,0.0,1.0,21.0,14.0,6.0,8.0,1.0,2.0,0.0,0.0,A,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
12,F1,20/08/16,Lille,Dijon,1,0,0.0,0.0,10.0,7.0,3.0,2.0,1.0,2.0,0.0,0.0,H,-1.0,-1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13,F1,20/08/16,Lorient,Bastia,0,3,0.0,2.0,10.0,16.0,3.0,7.0,2.0,4.0,2.0,0.0,A,-1.0,-1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
