Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Kyrgios N.,Cecchinato M.,19.0,124.0,1855.0,478.0,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,1.0
French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Paire B.,Albot R.,21.0,137.0,1641.0,423.0,6.0,2.0,4.0,6.0,6.0,4.0,1.0,6.0,6.0,4.0,3.0,2.0,1.0
French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Ungur A.,Sijsling I.,203.0,123.0,264.0,484.0,1.0,6.0,2.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Young D.,Gabashvili T.,76.0,79.0,712.0,706.0,6.0,7.0,2.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/16,Grand Slam,Outdoor,Clay,1st Round,Becker B.,Kuznetsov An.,96.0,40.0,600.0,1063.0,2.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Wawrinka S.,Rosol L.,4.0,59.0,6315.0,815.0,4.0,6.0,6.0,1.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Pavlasek A.,Carballes Baena R.,132.0,114.0,442.0,523.0,6.0,2.0,4.0,6.0,6.0,3.0,1.0,6.0,6.0,1.0,3.0,2.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Chardy J.,Mayer L.,32.0,68.0,1265.0,755.0,6.0,4.0,3.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Dimitrov G.,Troicki V.,36.0,24.0,1150.0,1535.0,6.0,2.0,3.0,6.0,7.0,5.0,5.0,7.0,3.0,6.0,2.0,3.0,0.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Daniel T.,Klizan M.,93.0,45.0,614.0,960.0,3.0,6.0,4.0,6.0,7.0,5.0,6.0,4.0,3.0,0.0,2.0,2.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Kukushkin M.,Mannarino A.,83.0,58.0,699.0,825.0,4.0,6.0,6.0,2.0,2.0,6.0,4.0,6.0,,,1.0,3.0,0.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Lajovic D.,Kudla D.,81.0,53.0,701.0,855.0,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Tipsarevic J.,Raonic M.,680.0,9.0,38.0,2785.0,3.0,6.0,2.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Dodig I.,Youzhny M.,77.0,78.0,708.0,707.0,6.0,4.0,5.0,7.0,7.0,5.0,2.0,6.0,6.0,3.0,3.0,2.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Sela D.,Brown D.,62.0,116.0,781.0,520.0,7.0,6.0,4.0,6.0,6.0,7.0,6.0,4.0,4.0,6.0,2.0,3.0,0.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Montanes A.,Karlovic I.,98.0,28.0,592.0,1280.0,2.0,6.0,6.0,7.0,6.0,7.0,,,,,0.0,3.0,0.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Thompson J.,Djere L.,94.0,215.0,608.0,249.0,6.0,3.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Pella G.,Schwartzman D.,48.0,63.0,899.0,781.0,6.0,2.0,3.0,6.0,6.0,2.0,6.0,3.0,,,3.0,1.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Sock J.,Haase R.,25.0,86.0,1505.0,685.0,6.0,3.0,7.0,5.0,3.0,6.0,6.0,7.0,6.0,2.0,3.0,2.0,1.0
French Open,23/05/16,Grand Slam,Outdoor,Clay,1st Round,Simon G.,Dutra Silva R.,18.0,463.0,1945.0,82.0,7.0,6.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
