Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Bagnis F.,Korda S.,105.0,52.0,509.0,905.0,7.0,5.0,6.0,7.0,5.0,7.0,1.0,6.0,,,1.0,3.0,0.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Van Rijthoven T.,Zhang Zh.,117.0,137.0,465.0,401.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,1.0,6.0,4.0,3.0,2.0,1.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Wolf J.J.,Bautista Agut R.,87.0,18.0,610.0,1840.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Paul T.,Zapata Miralles B.,34.0,79.0,1305.0,664.0,4.0,6.0,6.0,3.0,2.0,6.0,6.0,0.0,7.0,5.0,3.0,2.0,1.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Millman J.,Nava E.,103.0,203.0,526.0,258.0,6.0,7.0,6.0,4.0,6.0,7.0,6.0,1.0,1.0,6.0,2.0,3.0,0.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Nishioka Y.,Davidovich Fokina A.,55.0,39.0,827.0,1210.0,3.0,6.0,5.0,7.0,3.0,6.0,,,,,0.0,3.0,0.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Halys Q.,Rinderknech A.,76.0,58.0,667.0,805.0,6.0,4.0,6.0,7.0,3.0,6.0,2.0,6.0,,,1.0,3.0,0.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Majchrzak K.,Tabilo A.,90.0,71.0,592.0,696.0,1.0,6.0,4.0,6.0,7.0,6.0,1.0,6.0,,,1.0,3.0,0.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Murray A.,Cerundolo F.,51.0,27.0,930.0,1400.0,7.0,5.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,29/08/2022,Grand Slam,Outdoor,Hard,1st Round,Kozlov S.,Medvedev D.,111.0,1.0,493.0,6885.0,2.0,6.0,4.0,6.0,0.0,6.0,,,,,0.0,3.0,0.0
