Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Gremelmayr D.,Golubev A.,158.0,88.0,477.0,832.0,3.0,6.0,3.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Karlovic I.,Hewitt L.,28.0,48.0,1665.0,1190.0,7.0,6.0,7.0,6.0,6.0,7.0,4.0,6.0,3.0,6.0,2.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Lisnard J.R.,Sela D.,220.0,55.0,332.0,1100.0,4.0,6.0,3.0,6.0,6.0,4.0,3.0,6.0,,,1.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Montcourt M.,Lu Y.H.,123.0,75.0,636.0,927.0,6.0,2.0,,,,,,,,,1.0,0.0,1.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Cilic M.,Hernych J.,13.0,74.0,2670.0,931.0,6.0,0.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Granollers M.,Ouanna J.,96.0,134.0,805.0,567.0,5.0,7.0,6.0,2.0,6.0,3.0,6.0,7.0,1.0,6.0,2.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Sidorenko A.,Safin M.,145.0,22.0,527.0,1845.0,4.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Serra F.,Verdasco F.,47.0,8.0,1196.0,3830.0,2.0,6.0,1.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Polansky P.,Petzschner P.,279.0,67.0,235.0,990.0,7.0,5.0,2.0,6.0,6.0,7.0,6.0,4.0,3.0,6.0,2.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Almagro N.,Calleri A.,34.0,118.0,1525.0,695.0,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Odesnik W.,Simon G.,87.0,7.0,836.0,3890.0,6.0,3.0,5.0,7.0,2.0,6.0,6.0,4.0,3.0,6.0,2.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Kendrick R.,Brands D.,86.0,129.0,839.0,610.0,6.0,7.0,7.0,5.0,7.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,1.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Gil F.,Ferrer D.,66.0,14.0,991.0,2540.0,2.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Stepanek R.,Gaudio G.,19.0,357.0,2100.0,166.0,6.0,3.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
French Open,24/05/09,Grand Slam,Outdoor,Clay,1st Round,Chela J.I.,Murray A.,183.0,3.0,407.0,9020.0,2.0,6.0,2.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
