Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Dutra Silva R.,Mayer F.,453.0,74.0,86.0,688.0,5.0,7.0,6.0,0.0,3.0,6.0,4.0,6.0,,,1.0,3.0,0.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Edmund K.,Haase R.,42.0,36.0,1082.0,1168.0,6.0,3.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,King E.,Carreno Busta P.,308.0,19.0,160.0,2225.0,3.0,6.0,2.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Zeballos H.,Chung H.,58.0,47.0,823.0,992.0,6.0,3.0,6.0,7.0,4.0,6.0,3.0,6.0,,,1.0,3.0,0.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Johnson S.,Almagro N.,46.0,92.0,1000.0,590.0,6.0,4.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Norrie C.,Tursunov D.,225.0,645.0,229.0,40.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,1.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Aragone J.,32.0,534.0,1360.0,60.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Ferrer D.,Kukushkin M.,25.0,103.0,1695.0,538.0,6.0,4.0,3.0,6.0,2.0,6.0,1.0,6.0,,,1.0,3.0,0.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Donskoy E.,Haider-Maurer A.,99.0,506.0,549.0,68.0,7.0,6.0,5.0,1.0,,,,,,,1.0,0.0,1.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Cilic M.,Sandgren T.,7.0,105.0,4155.0,538.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Giannessi A.,Gulbis E.,91.0,255.0,610.0,201.0,4.0,6.0,7.0,6.0,2.0,6.0,5.0,7.0,,,1.0,3.0,0.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Escobedo E.,Albot R.,77.0,138.0,671.0,405.0,5.0,7.0,6.0,4.0,2.0,6.0,4.0,6.0,,,1.0,3.0,0.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Paire B.,Lacko L.,41.0,120.0,1085.0,472.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,28/08/17,Grand Slam,Outdoor,Hard,1st Round,Isner J.,Herbert P.H.,15.0,65.0,2425.0,742.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,3.0,,,3.0,1.0,1.0
