Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Cecchinato M.,Fish M.,106.0,581.0,521.0,55.0,7.0,6.0,3.0,6.0,1.0,6.0,3.0,6.0,,,1.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Goffin D.,Bolelli S.,15.0,62.0,2130.0,785.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Ebden M.,Dimitrov G.,131.0,17.0,428.0,1735.0,4.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Ilhan M.,Stepanek R.,84.0,285.0,618.0,167.0,6.0,0.0,2.0,6.0,6.0,4.0,3.0,2.0,,,2.0,1.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Lu Y.H.,Kukushkin M.,97.0,56.0,539.0,842.0,3.0,6.0,3.0,6.0,0.0,3.0,,,,,0.0,2.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Paire B.,Nishikori K.,41.0,4.0,1052.0,6205.0,6.0,4.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Berankis R.,Sousa J.,78.0,46.0,661.0,986.0,6.0,2.0,6.0,2.0,4.0,6.0,2.0,6.0,7.0,6.0,3.0,2.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Paul T.,Seppi A.,437.0,25.0,93.0,1430.0,4.0,6.0,0.0,6.0,5.0,7.0,,,,,0.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Nieminen J.,Tsonga J.W.,105.0,18.0,521.0,1675.0,3.0,6.0,1.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Lopez F.,Basilashvili N.,19.0,101.0,1665.0,534.0,7.0,6.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Gabashvili T.,Andujar P.,53.0,49.0,867.0,945.0,7.0,6.0,0.0,6.0,4.0,6.0,6.0,4.0,,,2.0,2.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Granollers M.,Lacko L.,77.0,116.0,665.0,477.0,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Verdasco F.,Haas T.,42.0,506.0,1020.0,73.0,3.0,6.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,1.0,3.0,2.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Smyczek T.,Raonic M.,99.0,10.0,535.0,2880.0,4.0,6.0,6.0,7.0,1.0,6.0,,,,,0.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Stakhovsky S.,Millman J.,60.0,72.0,804.0,701.0,6.0,1.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Klizan M.,Mayer F.,36.0,216.0,1125.0,226.0,6.0,7.0,6.0,3.0,6.0,3.0,3.0,0.0,,,2.0,1.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Shane R.,Chardy J.,1410.0,27.0,3.0,1300.0,2.0,6.0,1.0,6.0,7.0,6.0,2.0,6.0,,,1.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Cilic M.,Pella G.,9.0,94.0,3550.0,546.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Donskoy E.,Pouille L.,139.0,65.0,402.0,753.0,6.0,2.0,6.0,7.0,6.0,2.0,6.0,4.0,,,3.0,1.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Ferrer D.,Albot R.,7.0,86.0,3695.0,591.0,4.0,6.0,7.0,5.0,6.0,1.0,6.0,0.0,,,3.0,1.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Berrer M.,Robredo T.,121.0,26.0,463.0,1405.0,2.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Bautista R.,Herbert P.H,23.0,92.0,1510.0,551.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Djokovic N.,Souza J.,1.0,91.0,14865.0,554.0,6.0,1.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Gonzalez A.,Krajinovic F.,119.0,102.0,470.0,534.0,4.0,6.0,0.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Janowicz J.,Carreno-Busta P.,61.0,54.0,790.0,855.0,3.0,6.0,6.0,4.0,2.0,6.0,4.0,6.0,,,1.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Sela D.,Cuevas P.,104.0,40.0,527.0,1065.0,2.0,6.0,6.0,3.0,4.0,6.0,1.0,6.0,,,1.0,3.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Haider-Maurer A.,Pospisil V.,52.0,45.0,870.0,1000.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,0.0,6.0,1.0,3.0,2.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Schwartzman D.,Ymer E.,74.0,144.0,685.0,385.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Monfils G.,Marchenko I.,16.0,120.0,1850.0,465.0,6.0,2.0,4.0,6.0,0.0,5.0,,,,,1.0,1.0,0.0
US Open,31/08/15,Grand Slam,Outdoor,Hard,1st Round,Johnson S.,Fognini F.,47.0,32.0,985.0,1165.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,7.0,,,1.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Groth S.,Dolgopolov O.,55.0,39.0,843.0,1115.0,4.0,6.0,6.0,1.0,7.0,5.0,,,,,2.0,1.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Coric B.,Nadal R.,33.0,8.0,1151.0,3680.0,3.0,6.0,2.0,6.0,6.0,4.0,4.0,6.0,,,1.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Haase R.,Brown D.,79.0,85.0,645.0,614.0,4.0,6.0,4.0,6.0,6.0,3.0,7.0,5.0,6.0,4.0,3.0,2.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Krajicek A.,Giraldo S.,117.0,59.0,474.0,815.0,3.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Melzer J.,Kudla D.,132.0,75.0,426.0,681.0,6.0,3.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Simon G.,Young D.,11.0,68.0,2730.0,730.0,6.0,2.0,6.0,4.0,4.0,6.0,4.0,6.0,4.0,6.0,2.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Karlovic I.,Delbonis F.,21.0,63.0,1620.0,772.0,6.0,3.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Nishioka Y.,Mathieu P.H.,128.0,80.0,430.0,638.0,6.0,4.0,2.0,6.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,2.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Lorenzi P.,Vesely J.,83.0,48.0,633.0,962.0,4.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Fratangelo B.,Berdych T.,113.0,6.0,491.0,5230.0,3.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Jaziri M.,Isner J.,81.0,13.0,637.0,2235.0,2.0,6.0,3.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Smith J.P.,Youzhny M.,122.0,93.0,463.0,546.0,1.0,6.0,6.0,3.0,5.0,7.0,6.0,7.0,,,1.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Gasquet R.,Kokkinakis T.,12.0,71.0,2240.0,709.0,4.0,6.0,6.0,1.0,4.0,6.0,6.0,3.0,2.0,0.0,2.0,2.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Zverev A.,Kohlschreiber P.,82.0,29.0,634.0,1230.0,7.0,6.0,2.0,6.0,0.0,6.0,6.0,2.0,4.0,6.0,2.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Bellucci T.,Ward J.,30.0,135.0,1190.0,421.0,6.0,1.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Bedene A.,Gulbis E.,57.0,67.0,841.0,745.0,3.0,6.0,6.0,4.0,3.0,0.0,,,,,1.0,1.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Mayer L.,Federer R.,34.0,2.0,1140.0,9065.0,1.0,6.0,2.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Nedovyesov A.,Hewitt L.,100.0,355.0,535.0,130.0,0.0,6.0,6.0,7.0,0.0,1.0,,,,,0.0,2.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Rublev A.,14.0,198.0,2160.0,244.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,3.0,,,3.0,1.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Thiem D.,Gimeno-Traver D.,20.0,76.0,1645.0,669.0,7.0,5.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Bemelmans R.,Muller G.,107.0,44.0,520.0,1005.0,6.0,4.0,1.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Istomin D.,Becker B.,70.0,62.0,716.0,918.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,1.0,,,3.0,1.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Rosol L.,Donaldson J.,87.0,146.0,582.0,382.0,7.0,6.0,6.0,0.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Tipsarevic J.,Garcia-Lopez G.,429.0,31.0,96.0,1190.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,6.0,1.0,6.0,2.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Darcis S.,Baghdatis M.,66.0,51.0,750.0,882.0,6.0,7.0,6.0,3.0,6.0,2.0,3.0,1.0,,,2.0,1.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Querrey S.,Mahut N.,38.0,64.0,1120.0,767.0,5.0,7.0,6.0,7.0,5.0,7.0,,,,,0.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Tiafoe F.,Troicki V.,257.0,22.0,188.0,1559.0,5.0,7.0,4.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Wawrinka S.,Ramos-Vinolas A.,5.0,58.0,5710.0,836.0,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Chung H.,Duckworth J.,69.0,95.0,721.0,544.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Sock J.,Estrella Burgos V.,28.0,50.0,1250.0,906.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Dzumhur D.,Tomic B.,98.0,24.0,537.0,1465.0,7.0,5.0,6.0,7.0,4.0,6.0,3.0,6.0,,,1.0,3.0,0.0
US Open,01/09/15,Grand Slam,Outdoor,Hard,1st Round,Mannarino A.,Kravchuk K.,35.0,155.0,1140.0,337.0,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,02/09/15,Grand Slam,Outdoor,Hard,1st Round,Kyrgios N.,Murray A.,37.0,3.0,1120.0,8840.0,5.0,7.0,3.0,6.0,6.0,4.0,1.0,6.0,,,1.0,3.0,0.0
US Open,02/09/15,Grand Slam,Outdoor,Hard,1st Round,Ram R.,Harrison R.,88.0,133.0,570.0,425.0,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,02/09/15,Grand Slam,Outdoor,Hard,2nd Round,Carreno-Busta P.,Bautista R.,54.0,23.0,855.0,1510.0,6.0,4.0,4.0,6.0,0.0,6.0,6.0,2.0,4.0,6.0,2.0,3.0,0.0
US Open,02/09/15,Grand Slam,Outdoor,Hard,2nd Round,Goffin D.,Berankis R.,15.0,78.0,2130.0,661.0,5.0,7.0,6.0,4.0,3.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,1.0
US Open,02/09/15,Grand Slam,Outdoor,Hard,2nd Round,Chardy J.,Klizan M.,27.0,36.0,1300.0,1125.0,7.0,5.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,02/09/15,Grand Slam,Outdoor,Hard,2nd Round,Lopez F.,Fish M.,19.0,581.0,1665.0,55.0,2.0,6.0,6.0,3.0,1.0,6.0,7.0,5.0,6.0,3.0,3.0,2.0,1.0
US Open,02/09/15,Grand Slam,Outdoor,Hard,2nd Round,Krajinovic F.,Ferrer D.,102.0,7.0,534.0,3695.0,5.0,7.0,5.0,7.0,6.0,7.0,,,,,0.0,3.0,0.0
