Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Sweeting R.,Andujar P.,69.0,50.0,726.0,960.0,3.0,6.0,4.0,6.0,6.0,1.0,7.0,6.0,6.0,1.0,3.0,2.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Bellucci T.,Schuettler R.,28.0,113.0,1305.0,481.0,6.0,7.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Granollers M.,Fish M.,279.0,9.0,170.0,2335.0,6.0,7.0,6.0,7.0,4.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Istomin D.,Kohlschreiber P.,65.0,39.0,770.0,1160.0,4.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Haas T.,Muller G.,895.0,92.0,10.0,566.0,6.0,7.0,6.0,7.0,6.0,3.0,3.0,6.0,,,1.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Bogomolov A.,Young D.,72.0,111.0,661.0,485.0,7.0,5.0,4.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Gicquel M.,Raonic M.,119.0,25.0,463.0,1354.0,3.0,6.0,6.0,7.0,3.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Berrer M.,Lopez F.,76.0,44.0,635.0,1020.0,4.0,6.0,5.0,7.0,3.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Zemlja G.,Lacko L.,157.0,148.0,361.0,382.0,6.0,4.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Nadal R.,Russell M.,1.0,90.0,12070.0,573.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Starace P.,Wawrinka S.,49.0,14.0,960.0,1900.0,3.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Fischer M.,Bolelli S.,151.0,116.0,372.0,470.0,5.0,7.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Monfils G.,Bachinger M.,8.0,98.0,2780.0,551.0,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Bemelmans R.,Benneteau J.,163.0,77.0,346.0,633.0,4.0,6.0,2.0,6.0,6.0,3.0,6.0,4.0,1.0,6.0,2.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Giraldo S.,Gasquet R.,64.0,13.0,790.0,1925.0,5.0,7.0,3.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Kunitsyn I.,Sijsling I.,66.0,188.0,746.0,288.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Gil F.,Sela D.,91.0,84.0,571.0,603.0,4.0,6.0,1.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Berdych T.,Volandri F.,7.0,81.0,3490.0,618.0,6.0,2.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,1.0
Wimbledon,20/06/11,Grand Slam,Outdoor,Grass,1st Round,Murray A.,Gimeno-Traver D.,4.0,59.0,6855.0,874.0,4.0,6.0,6.0,3.0,6.0,0.0,6.0,0.0,,,3.0,1.0,1.0
Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,Stepanek R.,Verdasco F.,60.0,22.0,873.0,1425.0,6.0,2.0,6.0,4.0,3.0,6.0,6.0,7.0,7.0,9.0,2.0,3.0,0.0
Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,Beck A.,Roddick A.,156.0,10.0,363.0,2200.0,4.0,6.0,6.0,7.0,3.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,21/06/11,Grand Slam,Outdoor,Grass,1st Round,Haase R.,Riba P.,58.0,71.0,879.0,701.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
