Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Dancevic F.,Lopez-Jaen M.A.,111.0,264.0,415.0,140.0,6.0,7.0,6.0,3.0,5.0,7.0,6.0,7.0,,,1.0,3.0,0.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Chardy J.,Gil F.,145.0,134.0,326.0,345.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Del Potro J.M.,Ouanna J.,68.0,225.0,558.0,174.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Nalbandian D.,Berlocq C.,7.0,84.0,2115.0,503.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Rochus O.,Decoud S.,66.0,247.0,569.0,152.0,6.0,3.0,4.0,6.0,3.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,0.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Blake J.,Schuettler R.,8.0,90.0,1985.0,494.0,6.0,4.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,1.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Gremelmayr D.,Djokovic N.,64.0,3.0,578.0,5225.0,6.0,4.0,3.0,6.0,5.0,7.0,2.0,6.0,,,1.0,3.0,0.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Gonzalez M.,Karanusic R.,137.0,110.0,340.0,420.0,6.0,3.0,7.0,5.0,4.0,6.0,3.0,6.0,6.0,2.0,3.0,2.0,1.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Moya C.,Schwank E.,17.0,75.0,1340.0,531.0,6.0,7.0,2.0,6.0,7.0,6.0,6.0,4.0,3.0,6.0,2.0,3.0,0.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Almagro N.,Pashanski B.,20.0,105.0,1270.0,435.0,6.0,4.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,1.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Kuerten G.,Mathieu P.H.,1141.0,19.0,5.0,1270.0,3.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Murray A.,Eysseric J.,12.0,390.0,1480.0,82.0,6.0,2.0,1.0,6.0,4.0,6.0,6.0,0.0,6.0,2.0,3.0,2.0,1.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Greul S.,Gulbis E.,193.0,80.0,206.0,512.0,4.0,6.0,0.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Tipsarevic J.,Lapentti N.,34.0,69.0,958.0,554.0,4.0,6.0,6.0,4.0,1.0,6.0,6.0,7.0,,,1.0,3.0,0.0
French Open,25/05/08,Grand Slam,Outdoor,Clay,1st Round,Acasuso J.,Hrbaty D.,49.0,281.0,711.0,133.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Robredo T.,Coria G.,14.0,604.0,1430.0,36.0,5.0,7.0,6.0,4.0,6.0,1.0,6.0,4.0,,,3.0,1.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Hernandez O.,Minar I.,86.0,65.0,497.0,571.0,4.0,6.0,7.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Baghdatis M.,Bolelli S.,18.0,47.0,1335.0,721.0,2.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Ventura S.,Verdasco F.,91.0,23.0,494.0,1240.0,6.0,4.0,3.0,6.0,4.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,0.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Berrer M.,Granollers M.,71.0,51.0,537.0,677.0,3.0,6.0,6.0,3.0,2.0,6.0,3.0,6.0,,,1.0,3.0,0.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Garcia-Lopez G.,Roitman S.,96.0,87.0,477.0,496.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Canas G.,Odesnik W.,31.0,106.0,1000.0,433.0,6.0,7.0,6.0,7.0,6.0,7.0,,,,,0.0,3.0,0.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Andujar P.,Volandri F.,151.0,74.0,303.0,535.0,6.0,7.0,6.0,2.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Lee H.T.,Bjorkman J.,52.0,62.0,670.0,588.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Federer R.,Querrey S.,1.0,40.0,6675.0,835.0,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Gonzalez F.,Cuevas P.,25.0,113.0,1160.0,411.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.0
French Open,26/05/08,Grand Slam,Outdoor,Clay,1st Round,Smeets R.,Berdych T.,166.0,13.0,262.0,1460.0,1.0,6.0,0.0,6.0,0.0,6.0,,,,,0.0,3.0,0.0
