Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Karlovic I.,Dodig I.,75.0,34.0,667.0,1190.0,6.0,7.0,3.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Nieminen J.,Sela D.,39.0,68.0,1090.0,706.0,3.0,6.0,7.0,6.0,6.0,7.0,6.0,3.0,6.0,3.0,3.0,2.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Youzhny M.,Struff J.L.,15.0,105.0,2145.0,527.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Falla A.,Kukushkin M.,87.0,66.0,612.0,721.0,6.0,7.0,6.0,2.0,6.0,2.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Querrey S.,Giraldo S.,51.0,69.0,915.0,703.0,6.0,3.0,6.0,2.0,3.0,6.0,7.0,6.0,,,3.0,1.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Johnson S.,Mannarino A.,147.0,71.0,378.0,692.0,6.0,3.0,3.0,6.0,0.0,6.0,7.0,5.0,4.0,6.0,2.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Wawrinka S.,Golubev A.,8.0,85.0,3890.0,620.0,6.0,4.0,4.0,1.0,,,,,,,1.0,0.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Hajek J.,Dzumhur D.,103.0,188.0,540.0,272.0,4.0,6.0,2.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Thiem D.,Sousa J.,136.0,50.0,422.0,925.0,5.0,7.0,6.0,4.0,6.0,3.0,7.0,6.0,,,3.0,1.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Mayer F.,Kudla D.,37.0,113.0,1110.0,497.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Gonzalez A.,Ferrer D.,74.0,3.0,672.0,5640.0,3.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Vesely J.,21.0,83.0,1580.0,636.0,2.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,6.0,4.0,3.0,2.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Monaco J.,Gulbis E.,42.0,24.0,1015.0,1418.0,6.0,1.0,4.0,6.0,6.0,7.0,2.0,6.0,,,1.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Wu D.,De Schepper K.,203.0,86.0,246.0,617.0,5.0,7.0,5.0,7.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Guez D.,Gasquet R.,176.0,9.0,286.0,3140.0,5.0,7.0,4.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Nedovyesov A.,Berdych T.,94.0,7.0,586.0,4180.0,3.0,6.0,4.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Ebden M.,Mahut N.,67.0,46.0,711.0,958.0,6.0,3.0,7.0,5.0,4.0,6.0,0.0,6.0,6.0,3.0,3.0,2.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Chardy J.,Huta Galung J.,31.0,100.0,1255.0,557.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Fognini F.,Bogomolov A.,16.0,89.0,1930.0,611.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Montanes A.,Mayer L.,60.0,98.0,766.0,579.0,1.0,6.0,3.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Benneteau J.,Carreno-Busta P.,38.0,63.0,1090.0,739.0,6.0,3.0,3.0,6.0,4.0,6.0,6.0,1.0,6.0,2.0,3.0,2.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Rosol L.,Robredo T.,47.0,18.0,956.0,1810.0,1.0,6.0,7.0,6.0,6.0,3.0,6.0,7.0,6.0,8.0,2.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Berlocq C.,Roger-Vasselin E.,41.0,40.0,1020.0,1038.0,4.0,6.0,6.0,7.0,7.0,6.0,2.0,6.0,,,1.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Garcia-Lopez G.,Haas T.,58.0,12.0,801.0,2435.0,7.0,5.0,5.0,2.0,,,,,,,1.0,0.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Thompson J.,Janowicz J.,319.0,20.0,139.0,1615.0,6.0,1.0,6.0,4.0,4.0,6.0,2.0,6.0,1.0,6.0,2.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Groth S.,Pospisil V.,157.0,30.0,334.0,1289.0,4.0,6.0,3.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Ramos A.,Andujar P.,84.0,48.0,626.0,946.0,4.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Davydenko N.,Kubot L.,61.0,72.0,760.0,686.0,3.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,3.0,2.0,1.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Berankis R.,Dolgopolov O.,128.0,56.0,433.0,825.0,5.0,7.0,5.0,7.0,2.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Russell M.,Tursunov D.,92.0,26.0,594.0,1314.0,2.0,6.0,2.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Lacko L.,Djokovic N.,96.0,2.0,582.0,12260.0,3.0,6.0,6.0,7.0,1.0,6.0,,,,,0.0,3.0,0.0
Australian Open,13/01/14,Grand Slam,Outdoor,Hard,1st Round,Istomin D.,Baghdatis M.,49.0,108.0,945.0,515.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,1.0
Australian Open,14/01/14,Grand Slam,Outdoor,Hard,1st Round,Pouille L.,Lajovic D.,193.0,117.0,262.0,483.0,4.0,6.0,6.0,7.0,6.0,4.0,3.0,6.0,,,1.0,3.0,0.0
