Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Ruusuvuori E.,Bonzi B.,93.0,227.0,686.0,239.0,2.0,6.0,4.0,6.0,6.0,4.0,4.0,6.0,,,1.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Seppi A.,Korda S.,98.0,213.0,679.0,252.0,2.0,6.0,6.0,4.0,3.0,6.0,3.0,6.0,,,1.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Sinner J.,Goffin D.,75.0,13.0,788.0,2555.0,7.0,5.0,6.0,0.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Fritz T.,Machac T.,30.0,253.0,1625.0,205.0,7.0,5.0,7.0,6.0,1.0,6.0,2.0,6.0,6.0,3.0,3.0,2.0,1.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Evans D.,Nishikori K.,34.0,35.0,1384.0,1345.0,6.0,1.0,1.0,6.0,6.0,7.0,6.0,1.0,4.0,6.0,2.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Jung J.,Coria F.,125.0,99.0,464.0,671.0,5.0,7.0,6.0,7.0,6.0,7.0,,,,,0.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Chardy J.,Rodionov J.,65.0,170.0,860.0,338.0,6.0,3.0,6.0,4.0,6.0,7.0,4.0,6.0,8.0,10.0,2.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Travaglia S.,Andujar P.,74.0,51.0,794.0,1024.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Benchetrit E.,Isner J.,217.0,23.0,249.0,1805.0,4.0,6.0,1.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Cecchinato M.,De Minaur A.,110.0,28.0,551.0,1665.0,7.0,6.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,1.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Gombos N.,Coric B.,106.0,27.0,587.0,1670.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,1.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Koepfer D.,Hoang A.,61.0,126.0,886.0,462.0,6.0,2.0,3.0,6.0,6.0,1.0,6.0,1.0,,,3.0,1.0,1.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Thompson J.,Albot R.,55.0,79.0,984.0,772.0,2.0,6.0,4.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Kwon S.W.,Paire B.,82.0,26.0,752.0,1738.0,5.0,7.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,27/09/2020,Grand Slam,Outdoor,Clay,1st Round,Delbonis F.,Londero J.I.,81.0,69.0,758.0,832.0,4.0,6.0,6.0,7.0,6.0,2.0,6.0,1.0,12.0,14.0,2.0,3.0,0.0
