Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Barrere G.,Fognini F.,122.0,29.0,644.0,1933.0,4.0,6.0,1.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Carreno Busta P.,Gombos N.,12.0,81.0,3085.0,912.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Gerasimov E.,Couacaud E.,79.0,177.0,937.0,400.0,6.0,7.0,4.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Laaksonen H.,Hanfmann Y.,150.0,96.0,498.0,822.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,2.0,,,3.0,1.0,1.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Vilella Martinez M.,Bautista Agut R.,183.0,11.0,393.0,3215.0,4.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Galan D.E.,Pella G.,107.0,61.0,764.0,1114.0,3.0,6.0,6.0,7.0,5.0,7.0,,,,,0.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Evans D.,Kecmanovic M.,27.0,48.0,2195.0,1384.0,6.0,1.0,3.0,6.0,3.0,6.0,4.0,6.0,,,1.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Andujar P.,Thiem D.,68.0,4.0,1020.0,8445.0,4.0,6.0,5.0,7.0,6.0,3.0,6.0,4.0,6.0,4.0,3.0,2.0,1.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Vesely J.,Khachanov K.,71.0,25.0,976.0,2280.0,1.0,6.0,2.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Fucsovics M.,Simon G.,44.0,69.0,1456.0,995.0,6.0,4.0,6.0,1.0,7.0,6.0,,,,,3.0,0.0,1.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Giannessi A.,Nishikori K.,159.0,49.0,458.0,1318.0,4.0,6.0,7.0,6.0,3.0,6.0,6.0,4.0,4.0,6.0,2.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Londero J.I.,Garin C.,102.0,23.0,793.0,2350.0,6.0,3.0,4.0,6.0,6.0,7.0,2.0,6.0,,,1.0,3.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Mcdonald M.,Ruusuvuori E.,119.0,75.0,675.0,951.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,,,3.0,1.0,1.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Dimitrov G.,Giron M.,17.0,84.0,2521.0,900.0,6.0,2.0,6.0,4.0,5.0,7.0,0.0,3.0,,,2.0,1.0,0.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Djere L.,Moutet C.,55.0,73.0,1168.0,968.0,6.0,3.0,6.0,7.0,7.0,6.0,7.0,5.0,,,3.0,1.0,1.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Zverev A.,Otte O.,6.0,152.0,6990.0,485.0,3.0,6.0,3.0,6.0,6.0,2.0,6.0,2.0,6.0,0.0,3.0,2.0,1.0
French Open,30/05/2021,Grand Slam,Outdoor,Clay,1st Round,Kukushkin M.,Davidovich Fokina A.,106.0,46.0,772.0,1408.0,4.0,6.0,4.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
