Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Darcis S.,Thompson J.,106.0,91.0,562.0,633.0,5.0,7.0,3.0,6.0,7.0,6.0,6.0,4.0,7.0,5.0,3.0,2.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Kuznetsov An.,Bellucci T.,47.0,65.0,988.0,760.0,6.0,4.0,3.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Dutra Silva R.,Cilic M.,427.0,9.0,98.0,3515.0,4.0,6.0,5.0,7.0,1.0,6.0,,,,,0.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Gasquet R.,Edmund K.,15.0,84.0,2230.0,679.0,2.0,6.0,2.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Fratangelo B.,Pella G.,115.0,51.0,540.0,898.0,3.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Escobedo E.,Lacko L.,201.0,99.0,277.0,606.0,6.0,4.0,4.0,6.0,4.0,6.0,6.0,3.0,,,2.0,2.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Elias G.,Stakhovsky S.,60.0,92.0,806.0,631.0,1.0,6.0,6.0,3.0,6.0,2.0,3.0,6.0,6.0,7.0,2.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Klizan M.,Youzhny M.,29.0,61.0,1405.0,801.0,2.0,6.0,1.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Benneteau J.,Ramos-Vinolas A.,248.0,33.0,214.0,1330.0,6.0,3.0,3.0,6.0,3.0,6.0,6.0,2.0,1.0,6.0,2.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Almagro N.,Fucsovics M.,48.0,155.0,987.0,366.0,6.0,1.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Seppi A.,Robert S.,87.0,52.0,675.0,856.0,6.0,2.0,3.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Monfils G.,Muller G.,12.0,37.0,2835.0,1175.0,6.0,4.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Isner J.,Tiafoe F.,21.0,125.0,1645.0,484.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,2.0,7.0,6.0,3.0,2.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Nadal R.,Istomin D.,5.0,107.0,4850.0,560.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Baker B.,Delbonis F.,312.0,43.0,157.0,1015.0,6.0,3.0,7.0,6.0,4.0,6.0,2.0,6.0,2.0,6.0,2.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Mcdonald M.,Satral J.,406.0,226.0,107.0,237.0,6.0,4.0,6.0,3.0,3.0,6.0,2.0,6.0,2.0,6.0,2.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Chiudinelli M.,Clezar G.,144.0,203.0,408.0,276.0,2.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Lajovic D.,Paire B.,59.0,34.0,806.0,1305.0,2.0,6.0,6.0,2.0,6.0,3.0,5.0,7.0,1.0,6.0,2.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Bagnis F.,Baghdatis M.,90.0,44.0,660.0,1015.0,4.0,6.0,2.0,6.0,1.0,1.0,,,,,0.0,2.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Kovalik J.,Pospisil V.,126.0,123.0,476.0,495.0,1.0,6.0,3.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Nishioka Y.,35.0,85.0,1275.0,678.0,6.0,3.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Cuevas P.,Sela D.,20.0,80.0,1745.0,691.0,6.0,3.0,6.0,2.0,0.0,6.0,5.0,7.0,6.0,3.0,3.0,2.0,1.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Herbert P.H.,Zverev M.,114.0,127.0,540.0,468.0,4.0,6.0,6.0,7.0,6.0,4.0,0.0,6.0,,,1.0,3.0,0.0
US Open,29/08/16,Grand Slam,Outdoor,Hard,1st Round,Kukushkin M.,Pouille L.,67.0,25.0,759.0,1481.0,6.0,3.0,2.0,6.0,4.0,6.0,2.0,6.0,,,1.0,3.0,0.0
