Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Fognini F.,Melzer J.,30.0,37.0,1345.0,1085.0,7.0,6.0,5.0,7.0,3.0,6.0,2.0,6.0,,,1.0,3.0,0.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Reister J.,Rosol L.,121.0,35.0,461.0,1091.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,7.0,6.0,4.0,3.0,2.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Robert S.,Falla A.,165.0,77.0,316.0,666.0,6.0,3.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Paire B.,Ungur A.,27.0,94.0,1380.0,568.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Stakhovsky S.,Dutra Silva R.,116.0,100.0,488.0,550.0,6.0,4.0,6.0,0.0,6.0,4.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Andreev I.,Kubot L.,416.0,130.0,87.0,440.0,1.0,6.0,5.0,7.0,2.0,6.0,,,,,0.0,3.0,0.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Rufin G.,Matosevic M.,85.0,72.0,589.0,701.0,6.0,1.0,4.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Cilic M.,Baghdatis M.,12.0,40.0,2470.0,995.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Janowicz J.,Edmund K.,22.0,385.0,1549.0,99.0,6.0,2.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Federer R.,Hanescu V.,3.0,48.0,7740.0,895.0,6.0,3.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Haase R.,Youzhny M.,58.0,26.0,797.0,1415.0,4.0,6.0,5.0,7.0,5.0,7.0,,,,,0.0,3.0,0.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Donskoy E.,Isner J.,66.0,21.0,729.0,1735.0,1.0,6.0,6.0,7.0,6.0,7.0,,,,,0.0,3.0,0.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Pospisil V.,Gicquel M.,103.0,131.0,546.0,438.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Kuznetsov An.,Montanes A.,78.0,51.0,663.0,862.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,3.0,,,3.0,1.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Tipsarevic J.,Troicki V.,14.0,44.0,2390.0,935.0,3.0,6.0,4.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Gulbis E.,Roger-Vasselin E.,39.0,71.0,1026.0,708.0,7.0,6.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Tsonga J.W.,Goffin D.,7.0,83.0,4155.0,611.0,7.0,6.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Darcis S.,Nadal R.,135.0,5.0,418.0,6895.0,7.0,6.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Mannarino A.,Andujar P.,111.0,50.0,511.0,870.0,6.0,1.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Monaco J.,Knittel B.,20.0,210.0,1740.0,225.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.0
Wimbledon,24/06/13,Grand Slam,Outdoor,Grass,1st Round,Lorenzi P.,De Schepper K.,73.0,80.0,701.0,627.0,6.0,7.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
