Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Davydenko N.,Levine J.,4.0,485.0,3255.0,52.0,6.0,4.0,6.0,0.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Ferrero J.C.,Lopez F.,21.0,60.0,1220.0,586.0,3.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Kendrick R.,Andreev I.,105.0,39.0,399.0,810.0,6.0,7.0,3.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Mirnyi M.,Baghdatis M.,106.0,18.0,398.0,1440.0,6.0,3.0,7.0,5.0,3.0,6.0,7.0,6.0,,,3.0,1.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Young D.,Guccione C.,223.0,93.0,183.0,444.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,3.0,,,3.0,1.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Ascione T.,de Voest R.,126.0,146.0,336.0,286.0,2.0,6.0,0.0,3.0,,,,,,,0.0,1.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Petzschner P.,Becker B.,290.0,50.0,126.0,668.0,2.0,6.0,3.0,6.0,6.0,4.0,6.0,4.0,6.0,1.0,3.0,2.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Berdych T.,Gicquel M.,9.0,47.0,1925.0,700.0,6.0,3.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Bolelli S.,Benneteau J.,87.0,61.0,478.0,585.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,1.0,,,3.0,1.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Gasquet R.,Roitman S.,13.0,77.0,1740.0,517.0,7.0,5.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Federer R.,Jenkins S.,1.0,319.0,7605.0,110.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Guzman J.P.,Bjorkman J.,132.0,55.0,321.0,615.0,3.0,6.0,6.0,7.0,2.0,6.0,,,,,0.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Murray A.,Cuevas P.,19.0,129.0,1420.0,330.0,6.0,2.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Grosjean S.,Goldstein P.,78.0,97.0,516.0,424.0,6.0,1.0,4.0,1.0,,,,,,,1.0,0.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Darcis S.,Haas T.,137.0,10.0,308.0,1880.0,7.0,6.0,5.0,7.0,3.0,6.0,4.0,6.0,,,1.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Waske A.,Simon G.,139.0,41.0,303.0,790.0,4.0,6.0,1.0,6.0,,,,,,,0.0,2.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Hrbaty D.,Lee H.T.,36.0,43.0,845.0,726.0,7.0,6.0,4.0,6.0,5.0,7.0,7.0,6.0,4.0,6.0,2.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Nieminen J.,Isner J.,26.0,184.0,1070.0,223.0,7.0,6.0,6.0,7.0,6.0,7.0,4.0,6.0,,,1.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Kuznetsov A.,Almagro N.,186.0,28.0,221.0,980.0,4.0,6.0,0.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Schuettler R.,Capdeville P.,145.0,120.0,288.0,359.0,7.0,5.0,3.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,2.0,3.0,0.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Kiefer N.,Spadea V.,187.0,62.0,220.0,585.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,27/08/07,Grand Slam,Outdoor,Hard,1st Round,Verdasco F.,Mathieu P.H.,34.0,20.0,860.0,1265.0,3.0,6.0,1.0,6.0,6.0,4.0,6.0,3.0,6.0,3.0,3.0,2.0,1.0
