Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Shapovalov D.,Djere L.,14.0,51.0,2593.0,1156.0,7.0,6.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Kwon S.W.,Rune H.,54.0,99.0,1085.0,742.0,3.0,6.0,6.0,4.0,3.0,6.0,6.0,3.0,6.0,2.0,3.0,2.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Fucsovics M.,Lajovic D.,35.0,39.0,1457.0,1346.0,3.0,6.0,6.0,4.0,1.0,6.0,7.0,6.0,1.0,6.0,2.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Harris L.,Vukic A.,33.0,144.0,1473.0,477.0,6.0,4.0,3.0,6.0,5.0,7.0,6.0,7.0,,,1.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Bagnis F.,Garin C.,72.0,19.0,868.0,2375.0,3.0,6.0,4.0,6.0,7.0,5.0,7.0,6.0,3.0,6.0,2.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Delbonis F.,Martinez P.,38.0,61.0,1347.0,1001.0,6.0,7.0,6.0,3.0,4.0,6.0,2.0,6.0,,,1.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Bonzi B.,Gojowczyk P.,63.0,82.0,979.0,802.0,6.0,3.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Albot R.,Nishioka Y.,124.0,119.0,587.0,610.0,6.0,3.0,6.0,4.0,4.0,6.0,6.0,2.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Alcaraz C.,Tabilo A.,31.0,135.0,1609.0,518.0,6.0,2.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Kozlov S.,Vesely J.,169.0,78.0,401.0,824.0,7.0,5.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Coria F.,Monfils G.,64.0,20.0,976.0,2373.0,1.0,6.0,1.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Nakashima B.,Berrettini M.,68.0,7.0,917.0,4568.0,6.0,4.0,2.0,6.0,6.0,7.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Khachanov K.,Kudla D.,30.0,105.0,1748.0,714.0,3.0,6.0,6.0,3.0,6.0,2.0,7.0,6.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Mannarino A.,Duckworth J.,69.0,49.0,879.0,1166.0,6.0,4.0,2.0,6.0,3.0,6.0,6.0,2.0,6.0,1.0,3.0,2.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Carreno Busta P.,Etcheverry T.,21.0,131.0,2305.0,556.0,6.0,1.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Bublik A.,Escobedo E.,37.0,141.0,1411.0,497.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Nadal R.,Giron M.,5.0,66.0,4875.0,920.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Norrie C.,Korda S.,12.0,43.0,2900.0,1286.0,3.0,6.0,0.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Hurkacz H.,Gerasimov E.,11.0,106.0,3336.0,714.0,6.0,2.0,7.0,6.0,6.0,7.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Koepfer D.,Taberner C.,53.0,108.0,1096.0,707.0,6.0,1.0,3.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Pouille L.,Moutet C.,160.0,100.0,440.0,737.0,6.0,3.0,3.0,6.0,4.0,6.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Fognini F.,Griekspoor T.,32.0,62.0,1494.0,1001.0,1.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Mcdonald M.,Milojevic N.,55.0,139.0,1084.0,506.0,5.0,7.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Caruso S.,Kecmanovic M.,146.0,77.0,458.0,836.0,4.0,6.0,2.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Querrey S.,Sonego L.,110.0,26.0,685.0,1860.0,5.0,7.0,3.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Hanfmann Y.,Kokkinakis T.,126.0,103.0,583.0,726.0,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Opelka R.,97.0,29.0,744.0,1776.0,3.0,6.0,4.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Millman J.,Lopez F.,89.0,109.0,788.0,696.0,6.0,1.0,6.0,3.0,4.0,6.0,7.0,5.0,,,3.0,1.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Tseng C.H.,Otte O.,190.0,96.0,348.0,748.0,4.0,6.0,3.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Munar J.,Karatsev A.,71.0,15.0,875.0,2553.0,6.0,3.0,6.0,7.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,3.0,0.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Paul T.,Kukushkin M.,41.0,180.0,1317.0,362.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,17/01/2022,Grand Slam,Outdoor,Hard,1st Round,Altmaier D.,Zverev A.,87.0,3.0,792.0,7970.0,6.0,7.0,1.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Krajinovic F.,Schwartzman D.,36.0,13.0,1427.0,2730.0,3.0,6.0,4.0,6.0,5.0,7.0,,,,,0.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Van De Zandschulp B.,Struff J.L.,57.0,52.0,1069.0,1149.0,6.0,4.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Gasquet R.,Humbert U.,81.0,40.0,807.0,1318.0,3.0,6.0,7.0,6.0,7.0,6.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Gaston H.,O Connell C.,67.0,175.0,919.0,383.0,6.0,7.0,0.0,6.0,6.0,4.0,1.0,6.0,,,1.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Gombos N.,Skatov T.,117.0,253.0,624.0,240.0,6.0,3.0,6.0,2.0,1.0,6.0,6.0,4.0,,,3.0,1.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Cilic M.,Gomez E.,27.0,153.0,1840.0,450.0,6.0,3.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Cecchinato M.,Kohlschreiber P.,95.0,134.0,759.0,533.0,4.0,6.0,5.0,7.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Bautista Agut R.,Travaglia S.,18.0,98.0,2385.0,744.0,7.0,6.0,6.0,4.0,5.0,7.0,6.0,1.0,,,3.0,1.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Carballes Baena R.,Berankis R.,75.0,93.0,837.0,761.0,1.0,6.0,6.0,3.0,6.0,2.0,3.0,6.0,4.0,6.0,2.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Rublev A.,Mager G.,6.0,65.0,4785.0,957.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Lehecka J.,Dimitrov G.,142.0,28.0,494.0,1821.0,4.0,6.0,6.0,4.0,3.0,6.0,5.0,7.0,,,1.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Thompson J.,Johnson S.,73.0,104.0,860.0,724.0,6.0,7.0,7.0,6.0,6.0,4.0,3.0,6.0,3.0,6.0,2.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Sinner J.,Sousa J.,10.0,140.0,3390.0,500.0,6.0,4.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Paire B.,Monteiro T.,56.0,79.0,1075.0,824.0,6.0,4.0,3.0,6.0,7.0,5.0,2.0,6.0,7.0,5.0,3.0,2.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Cressy M.,Isner J.,70.0,25.0,875.0,1881.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,4.0,3.0,2.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Laaksonen H.,Medvedev D.,91.0,2.0,781.0,8935.0,1.0,6.0,4.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Murray A.,Basilashvili N.,113.0,23.0,671.0,2051.0,6.0,1.0,3.0,6.0,6.0,4.0,6.0,7.0,6.0,4.0,3.0,2.0,1.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Ruusuvuori E.,Auger-Aliassime F.,90.0,9.0,783.0,3608.0,4.0,6.0,6.0,0.0,6.0,3.0,3.0,6.0,4.0,6.0,2.0,3.0,0.0
Australian Open,18/01/2022,Grand Slam,Outdoor,Hard,1st Round,Machac T.,Cerundolo J.M.,132.0,80.0,555.0,818.0,6.0,3.0,2.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0
