Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Nishikori K.,Evans D.,12.0,179.0,2405.0,269.0,4.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Tursunov D.,Bedene A.,34.0,106.0,1190.0,513.0,7.0,5.0,4.0,6.0,6.0,3.0,6.0,0.0,,,3.0,1.0,1.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Ramos A.,Tomic B.,75.0,52.0,695.0,870.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,7.0,3.0,6.0,2.0,3.0,0.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Struff J.L.,Rufin G.,96.0,91.0,563.0,589.0,6.0,7.0,3.0,6.0,6.0,2.0,6.0,2.0,1.0,6.0,2.0,3.0,0.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Lopez F.,Serra F.,26.0,206.0,1435.0,223.0,6.0,7.0,6.0,2.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,De Schepper K.,Klahn B.,69.0,124.0,716.0,460.0,7.0,6.0,2.0,6.0,6.0,7.0,6.0,7.0,,,1.0,3.0,0.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Gasquet R.,Russell M.,9.0,92.0,2625.0,589.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Williams R.,Davydenko N.,115.0,42.0,488.0,1030.0,3.0,6.0,6.0,4.0,6.0,1.0,5.0,7.0,0.0,6.0,2.0,3.0,0.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Robert S.,Olivetti A.,150.0,302.0,366.0,138.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,1.0
US Open,26/08/13,Grand Slam,Outdoor,Hard,1st Round,Martin A.,Kukushkin M.,137.0,172.0,414.0,279.0,4.0,6.0,6.0,7.0,5.0,7.0,,,,,0.0,3.0,0.0
