Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Mannarino A.,6.0,42.0,4810.0,1045.0,6.0,3.0,5.0,7.0,6.0,2.0,6.0,1.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Eubanks C.,Basilashvili N.,170.0,20.0,312.0,1820.0,4.0,6.0,6.0,4.0,6.0,7.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Albot R.,Mmoh M.,98.0,107.0,585.0,526.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Travaglia S.,Andreozzi G.,137.0,77.0,401.0,708.0,6.0,7.0,6.0,2.0,6.0,3.0,6.0,2.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Kecmanovic M.,Verdasco F.,125.0,28.0,458.0,1410.0,6.0,7.0,3.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Cuevas P.,Lajovic D.,94.0,46.0,616.0,1010.0,6.0,4.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Haase R.,Garcia-Lopez G.,58.0,100.0,860.0,582.0,7.0,5.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Berrettini M.,Tsitsipas S.,54.0,15.0,920.0,2095.0,7.0,6.0,4.0,6.0,3.0,6.0,6.0,7.0,,,1.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Dimitrov G.,Tipsarevic J.,21.0,,1790.0,,4.0,6.0,6.0,3.0,6.0,1.0,6.0,4.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Gunneswaran P.,Tiafoe F.,109.0,39.0,515.0,1080.0,6.0,7.0,3.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Duckworth J.,Nadal R.,237.0,2.0,206.0,7480.0,4.0,6.0,3.0,6.0,5.0,7.0,,,,,0.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Kubler J.,Fabbiano T.,130.0,102.0,433.0,573.0,4.0,6.0,6.0,7.0,6.0,2.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Opelka R.,Isner J.,97.0,10.0,593.0,3155.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Schwartzman D.,Molleker R.,16.0,206.0,1925.0,246.0,6.0,1.0,6.0,3.0,4.0,6.0,6.0,0.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Ito T.,Evans D.,150.0,189.0,360.0,266.0,5.0,7.0,1.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Kudla D.,Polmans M.,62.0,169.0,818.0,317.0,5.0,7.0,1.0,6.0,6.0,2.0,6.0,3.0,6.0,2.0,3.0,2.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Gojowczyk P.,Khachanov K.,63.0,11.0,805.0,2835.0,6.0,3.0,3.0,6.0,4.0,6.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Sousa P.,De Minaur A.,103.0,29.0,550.0,1353.0,4.0,6.0,5.0,7.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Carballes Baena R.,Troicki V.,75.0,200.0,714.0,252.0,1.0,6.0,6.0,1.0,6.0,2.0,1.0,6.0,4.0,6.0,2.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Mcdonald M.,Rublev A.,81.0,87.0,692.0,655.0,6.0,4.0,6.0,4.0,2.0,6.0,6.0,4.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Laaksonen H.,Basic M.,166.0,99.0,319.0,585.0,6.0,4.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Berdych T.,Edmund K.,57.0,14.0,865.0,2150.0,6.0,3.0,6.0,0.0,7.0,5.0,,,,,3.0,0.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Thompson J.,Lopez F.,72.0,66.0,740.0,770.0,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Ebden M.,Struff J.L.,48.0,51.0,981.0,945.0,1.0,6.0,6.0,4.0,6.0,3.0,6.0,4.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Seppi A.,Johnson S.,35.0,34.0,1170.0,1190.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Monfils G.,Dzumhur D.,33.0,47.0,1195.0,985.0,6.0,0.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,1.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Sandgren T.,Nishioka Y.,41.0,69.0,1058.0,758.0,4.0,6.0,6.0,7.0,6.0,4.0,4.0,6.0,,,1.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Delbonis F.,Millman J.,80.0,37.0,696.0,1108.0,3.0,6.0,6.0,3.0,6.0,7.0,2.0,6.0,,,1.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Norrie C.,Fritz T.,68.0,50.0,760.0,964.0,3.0,6.0,6.0,7.0,2.0,6.0,,,,,0.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Murray A.,Bautista Agut R.,229.0,24.0,220.0,1605.0,4.0,6.0,4.0,6.0,7.0,6.0,7.0,6.0,2.0,6.0,2.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Tomic B.,Cilic M.,88.0,7.0,655.0,4160.0,2.0,6.0,4.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,14/01/2019,Grand Slam,Outdoor,Hard,1st Round,Istomin D.,Federer R.,101.0,3.0,577.0,6420.0,3.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,15/01/2019,Grand Slam,Outdoor,Hard,1st Round,Fognini F.,Munar J.,13.0,79.0,2315.0,702.0,7.0,6.0,7.0,6.0,3.0,1.0,,,,,2.0,0.0,1.0
Australian Open,15/01/2019,Grand Slam,Outdoor,Hard,1st Round,Ivashka I.,Jaziri M.,84.0,43.0,658.0,1042.0,4.0,6.0,7.0,6.0,6.0,1.0,4.0,0.0,,,2.0,1.0,1.0
Australian Open,15/01/2019,Grand Slam,Outdoor,Hard,1st Round,Jarry N.,Mayer L.,45.0,53.0,1015.0,920.0,6.0,7.0,6.0,7.0,6.0,4.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,15/01/2019,Grand Slam,Outdoor,Hard,1st Round,Nishikori K.,Majchrzak K.,9.0,176.0,3750.0,291.0,3.0,6.0,6.0,7.0,6.0,0.0,6.0,2.0,3.0,0.0,2.0,2.0,1.0
