Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Ebden M.,Kamke T.,94.0,73.0,608.0,708.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Mayer L.,Montanes A.,26.0,114.0,1354.0,528.0,6.0,2.0,3.0,0.0,,,,,,,1.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Benneteau J.,Paire B.,28.0,98.0,1285.0,590.0,6.0,7.0,7.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,2.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Stakhovsky S.,Seppi A.,93.0,49.0,612.0,925.0,3.0,6.0,1.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Kyrgios N.,Youzhny M.,60.0,23.0,805.0,1540.0,7.0,5.0,7.0,6.0,2.0,6.0,7.0,6.0,,,3.0,1.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Haase R.,Murray A.,70.0,9.0,725.0,3150.0,3.0,6.0,6.0,7.0,6.0,1.0,5.0,7.0,,,1.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Bachinger M.,Stepanek R.,235.0,39.0,208.0,1060.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Verdasco F.,Rola B.,37.0,87.0,1100.0,638.0,6.0,3.0,3.0,6.0,7.0,5.0,1.0,6.0,6.0,4.0,3.0,2.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Bolelli S.,Pospisil V.,85.0,46.0,642.0,965.0,2.0,6.0,6.0,4.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,2.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Tsonga J.W.,Monaco J.,10.0,99.0,2920.0,580.0,6.0,3.0,4.0,6.0,7.0,6.0,6.0,1.0,,,3.0,1.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Beck A.,Carreno-Busta P.,115.0,74.0,528.0,691.0,3.0,6.0,6.0,4.0,2.0,6.0,6.0,7.0,,,1.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Nedovyesov A.,Mcgee J.,107.0,194.0,554.0,255.0,4.0,6.0,6.0,2.0,6.0,1.0,7.0,6.0,,,3.0,1.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Bellucci T.,Mahut N.,91.0,103.0,618.0,575.0,7.0,6.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Kohlschreiber P.,Bagnis F.,25.0,109.0,1505.0,536.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Gojowczyk P.,Becker B.,124.0,59.0,483.0,813.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Wawrinka S.,Vesely J.,4.0,75.0,5985.0,686.0,6.0,2.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Robredo T.,Roger-Vasselin E.,18.0,52.0,1825.0,885.0,6.0,4.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Young D.,Kavcic B.,47.0,92.0,937.0,618.0,5.0,7.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Raonic M.,Daniel T.,6.0,186.0,4225.0,274.0,6.0,3.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,1.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Klahn B.,Kuznetsov An.,117.0,96.0,525.0,592.0,4.0,6.0,6.0,4.0,3.0,6.0,5.0,7.0,,,1.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Falla A.,Chardy J.,71.0,36.0,716.0,1105.0,7.0,6.0,2.0,6.0,5.0,7.0,4.0,6.0,,,1.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Muller G.,Mathieu P.H.,68.0,81.0,753.0,649.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,1.0,6.0,2.0,3.0,0.0
US Open,25/08/14,Grand Slam,Outdoor,Hard,1st Round,Gimeno-Traver D.,Llodra M.,101.0,192.0,577.0,256.0,4.0,6.0,3.0,6.0,5.0,7.0,,,,,0.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Schwartzman D.,Djokovic N.,79.0,1.0,656.0,12770.0,1.0,6.0,2.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Gonzalez M.,Querrey S.,82.0,57.0,649.0,820.0,2.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,3.0,6.0,2.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Granollers M.,Melzer J.,42.0,111.0,1010.0,530.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Karlovic I.,Nieminen J.,30.0,54.0,1220.0,838.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,4.0,,,3.0,1.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Garcia-Lopez G.,Lu Y.H.,33.0,34.0,1168.0,1118.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Nishikori K.,Odesnik W.,11.0,176.0,2680.0,293.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Rubin N.,Delbonis F.,585.0,66.0,52.0,775.0,4.0,6.0,3.0,6.0,0.0,6.0,,,,,0.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Fognini F.,Golubev A.,17.0,64.0,1835.0,782.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Andujar P.,Sock J.,48.0,55.0,926.0,836.0,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Kukushkin M.,Struff J.L.,50.0,77.0,917.0,680.0,6.0,2.0,6.0,3.0,3.0,6.0,3.0,6.0,5.0,7.0,2.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Giron M.,Isner J.,419.0,15.0,97.0,1925.0,6.0,7.0,2.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Estrella Burgos V.,Sijsling I.,80.0,72.0,653.0,713.0,2.0,6.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3.0,1.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Riba P.,Mannarino A.,116.0,89.0,527.0,622.0,6.0,3.0,5.0,7.0,3.0,6.0,2.0,6.0,,,1.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Istomin D.,Gasquet R.,44.0,14.0,985.0,2360.0,5.0,7.0,6.0,7.0,4.0,6.0,,,,,0.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Coric B.,Rosol L.,204.0,27.0,240.0,1290.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Nishioka Y.,Lorenzi P.,245.0,78.0,200.0,674.0,1.0,6.0,2.0,6.0,1.0,2.0,,,,,0.0,2.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Haider-Maurer A.,Bautista R.,110.0,19.0,534.0,1800.0,7.0,5.0,6.0,7.0,6.0,1.0,5.0,7.0,1.0,6.0,2.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Albot R.,Simon G.,201.0,31.0,241.0,1180.0,3.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Dzumhur D.,Ferrer D.,119.0,5.0,512.0,4765.0,1.0,6.0,2.0,6.0,6.0,2.0,2.0,6.0,,,1.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Krajinovic F.,Smyczek T.,108.0,90.0,541.0,621.0,6.0,4.0,3.0,6.0,2.0,6.0,6.0,7.0,,,1.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Groth S.,Ramos-Vinolas A.,104.0,95.0,571.0,603.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Tursunov D.,Gonzalez A.,58.0,100.0,815.0,577.0,4.0,6.0,4.0,6.0,5.0,7.0,,,,,0.0,3.0,0.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Monfils G.,Donaldson J.,24.0,303.0,1530.0,147.0,6.0,4.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
US Open,26/08/14,Grand Slam,Outdoor,Hard,1st Round,Tomic B.,Brown D.,67.0,97.0,771.0,591.0,7.0,6.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,1.0
