Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Dellien H.,Thiem D.,90.0,190.0,703.0,295.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Altmaier D.,Munar J.,53.0,87.0,970.0,710.0,1.0,6.0,3.0,6.0,6.0,4.0,3.0,6.0,,,1.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Taberner C.,Coric B.,85.0,279.0,720.0,183.0,6.0,3.0,2.0,6.0,3.0,6.0,1.0,6.0,,,1.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Giron M.,Dimitrov G.,49.0,21.0,1011.0,1740.0,1.0,6.0,1.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,O Connell C.,Bedene A.,117.0,195.0,524.0,291.0,2.0,6.0,4.0,6.0,7.0,6.0,1.0,6.0,,,1.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Schwartzman D.,Kuznetsov An.,16.0,228.0,2505.0,237.0,6.0,3.0,1.0,6.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Daniel T.,Barrere G.,115.0,210.0,527.0,269.0,6.0,3.0,2.0,6.0,6.0,0.0,3.0,6.0,4.0,6.0,2.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Van De Zandschulp B.,Kotov P.,29.0,141.0,1344.0,443.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,1.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Isner J.,Halys Q.,26.0,84.0,1616.0,722.0,7.0,6.0,4.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,1.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Auger-Aliassime F.,Varillas J. P.,9.0,122.0,3820.0,504.0,2.0,6.0,2.0,6.0,6.0,1.0,6.0,3.0,6.0,3.0,3.0,2.0,1.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Brooksby J.,Cuevas P.,34.0,149.0,1207.0,418.0,2.0,6.0,1.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Davidovich Fokina A.,Griekspoor T.,28.0,58.0,1400.0,949.0,6.0,2.0,0.0,6.0,4.0,6.0,3.0,6.0,,,1.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Popyrin A.,Fognini F.,102.0,51.0,616.0,976.0,4.0,6.0,5.0,7.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Khachanov K.,Borges N.,25.0,135.0,1620.0,467.0,6.0,3.0,2.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,1.0
French Open,22/05/2022,Grand Slam,Outdoor,Clay,1st Round,Ramos-Vinolas A.,Kokkinakis T.,44.0,86.0,1058.0,718.0,6.0,4.0,4.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,1.0
