Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Haider-Maurer A.,Dolgopolov O.,448.0,37.0,81.0,1296.0,6.0,7.0,3.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Sela D.,Harrison R.,95.0,45.0,585.0,1115.0,3.0,6.0,7.0,5.0,6.0,3.0,5.0,7.0,2.0,6.0,2.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Anderson K.,Edmund K.,12.0,49.0,2610.0,992.0,7.0,6.0,3.0,6.0,6.0,3.0,3.0,6.0,4.0,6.0,2.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Kubler J.,Carreno Busta P.,243.0,11.0,217.0,2615.0,5.0,7.0,6.0,4.0,5.0,7.0,1.0,6.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Cuevas P.,Youzhny M.,34.0,90.0,1345.0,604.0,7.0,6.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Herbert P.H.,Istomin D.,74.0,60.0,690.0,848.0,2.0,6.0,1.0,6.0,7.0,5.0,6.0,7.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Muller G.,Delbonis F.,28.0,67.0,1490.0,755.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Moutet C.,Seppi A.,155.0,76.0,361.0,686.0,6.0,3.0,4.0,6.0,2.0,6.0,2.0,6.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Ferrer D.,Rublev A.,33.0,32.0,1360.0,1373.0,5.0,7.0,7.0,6.0,2.0,6.0,7.0,6.0,2.0,6.0,2.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Isner J.,Ebden M.,16.0,78.0,2265.0,684.0,4.0,6.0,6.0,3.0,3.0,6.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Kohlschreiber P.,Nishioka Y.,29.0,168.0,1415.0,318.0,3.0,6.0,6.0,2.0,0.0,6.0,6.0,1.0,2.0,6.0,2.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Troicki V.,Bolt A.,65.0,188.0,800.0,274.0,6.0,7.0,4.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,3.0,2.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Shapovalov D.,Tsitsipas S.,50.0,82.0,986.0,655.0,6.0,1.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Novak D.,Dimitrov G.,226.0,3.0,232.0,4990.0,3.0,6.0,2.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Schwartzman D.,Lajovic D.,26.0,75.0,1675.0,687.0,2.0,6.0,6.0,3.0,5.0,7.0,6.0,4.0,11.0,9.0,3.0,2.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Pospisil V.,Cilic M.,105.0,6.0,541.0,3805.0,2.0,6.0,2.0,6.0,6.0,4.0,6.0,7.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Dzumhur D.,Lorenzi P.,30.0,44.0,1391.0,1120.0,3.0,6.0,2.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,3.0,2.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Djere L.,Karlovic I.,85.0,89.0,624.0,615.0,6.0,7.0,3.0,6.0,6.0,7.0,,,,,0.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Ymer E.,Mcdonald M.,140.0,186.0,398.0,277.0,4.0,6.0,3.0,6.0,6.0,4.0,1.0,6.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Copil M.,Simon G.,92.0,57.0,592.0,860.0,5.0,7.0,4.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Sock J.,Sugita Y.,9.0,41.0,2960.0,1200.0,1.0,6.0,6.0,7.0,7.0,5.0,3.0,6.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Basilashvili N.,Melzer G.,61.0,102.0,836.0,545.0,6.0,3.0,6.0,4.0,2.0,6.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Bhambri Y.,Baghdatis M.,119.0,123.0,487.0,474.0,6.0,7.0,4.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Millman J.,Coric B.,122.0,46.0,476.0,1036.0,7.0,5.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Mayer L.,Jarry N.,52.0,101.0,929.0,550.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Ruud C.,Halys Q.,138.0,134.0,422.0,436.0,6.0,3.0,3.0,6.0,6.0,7.0,7.0,5.0,11.0,9.0,3.0,2.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Pouille L.,Bemelmans R.,18.0,117.0,2235.0,488.0,4.0,6.0,4.0,6.0,7.0,6.0,6.0,7.0,,,1.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Kyrgios N.,Dutra Silva R.,17.0,98.0,2260.0,566.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Estrella Burgos V.,Nadal R.,79.0,1.0,677.0,10600.0,1.0,6.0,1.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Jaziri M.,Caruso S.,100.0,210.0,560.0,254.0,6.0,7.0,3.0,6.0,6.0,3.0,7.0,5.0,6.0,3.0,3.0,2.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Sousa J.,Brown D.,70.0,129.0,720.0,442.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,7.0,6.0,1.0,3.0,2.0,1.0
Australian Open,15/01/18,Grand Slam,Outdoor,Hard,1st Round,Tsonga J.W.,King K.,15.0,214.0,2320.0,248.0,6.0,4.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,1.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Lacko L.,Raonic M.,86.0,23.0,621.0,1750.0,6.0,7.0,7.0,5.0,6.0,4.0,7.0,6.0,,,3.0,1.0,1.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Safranek V.,Vesely J.,225.0,64.0,236.0,815.0,4.0,6.0,3.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Fucsovics M.,Albot R.,80.0,87.0,674.0,618.0,6.0,2.0,6.0,3.0,4.0,6.0,7.0,5.0,,,3.0,1.0,1.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Bautista Agut R.,Verdasco F.,21.0,40.0,2015.0,1225.0,1.0,6.0,5.0,7.0,5.0,7.0,,,,,0.0,3.0,0.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Daniel T.,Benneteau J.,96.0,59.0,585.0,855.0,7.0,6.0,6.0,7.0,4.0,6.0,1.0,6.0,,,1.0,3.0,0.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Berrettini M.,Mannarino A.,130.0,27.0,442.0,1625.0,4.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Thompson J.,Kicker N.,99.0,93.0,564.0,590.0,3.0,6.0,1.0,6.0,6.0,4.0,6.0,3.0,3.0,6.0,2.0,3.0,0.0
Australian Open,16/01/18,Grand Slam,Outdoor,Hard,1st Round,Stebe C.M.,Marterer M.,83.0,94.0,645.0,587.0,0.0,6.0,3.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
