Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Ramirez-Hidalgo R.,Cilic M.,117.0,21.0,470.0,1515.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Lu Y.H.,Nishikori K.,56.0,59.0,900.0,857.0,1.0,6.0,3.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Guez D.,Stakhovsky S.,156.0,36.0,367.0,1145.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0,,,1.0,3.0,0.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Nieminen J.,Ferrer D.,50.0,7.0,936.0,4060.0,3.0,6.0,3.0,6.0,1.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Teixeira M.,Millot V.,181.0,152.0,300.0,378.0,6.0,2.0,5.0,7.0,6.0,7.0,6.0,4.0,6.0,1.0,3.0,2.0,1.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Garcia-Lopez G.,Kendrick R.,33.0,87.0,1205.0,594.0,6.0,1.0,7.0,5.0,4.0,6.0,6.0,3.0,,,3.0,1.0,1.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Gicquel M.,Montanes A.,127.0,38.0,449.0,1110.0,4.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Riba P.,Dodig I.,65.0,45.0,761.0,1016.0,6.0,3.0,3.0,6.0,7.0,6.0,6.0,4.0,,,3.0,1.0,1.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Gulbis E.,Kavcic B.,83.0,82.0,635.0,636.0,1.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Hajek J.,Tsonga J.W.,136.0,17.0,425.0,1570.0,3.0,6.0,2.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Wawrinka S.,Gensse A.,14.0,179.0,1920.0,302.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Machado R.,Benneteau J.,110.0,81.0,479.0,643.0,6.0,4.0,1.0,6.0,2.0,6.0,0.0,6.0,,,1.0,3.0,0.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Fognini F.,Istomin D.,49.0,58.0,960.0,875.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Seppi A.,Gabashvili T.,51.0,85.0,930.0,631.0,6.0,3.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,1.0
French Open,22/05/11,Grand Slam,Outdoor,Clay,1st Round,Mannarino A.,Rufin G.,53.0,253.0,917.0,196.0,2.0,6.0,3.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Reister J.,Troicki V.,94.0,15.0,555.0,1840.0,4.0,6.0,3.0,6.0,3.0,6.0,,,,,0.0,3.0,0.0
French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Youzhny M.,Soeda G.,13.0,116.0,2010.0,472.0,7.0,5.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,1.0
French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Del Potro J.M.,Karlovic I.,26.0,148.0,1355.0,387.0,6.0,7.0,6.0,3.0,7.0,5.0,6.0,4.0,,,3.0,1.0,1.0
French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Bellucci T.,Golubev A.,25.0,44.0,1395.0,1025.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3.0,1.0,1.0
French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Kukushkin M.,Brands D.,62.0,130.0,842.0,436.0,6.0,2.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
French Open,23/05/11,Grand Slam,Outdoor,Clay,1st Round,Haas T.,Ilhan M.,,123.0,,458.0,4.0,6.0,6.0,4.0,6.0,7.0,4.0,6.0,,,1.0,3.0,0.0
