Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Gonzalez F.,Rochus O.,11.0,59.0,2870.0,769.0,6.0,3.0,6.0,4.0,3.0,6.0,6.0,1.0,,,3.0,1.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Ljubicic I.,Kubler J.,24.0,86.0,1405.0,573.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Karlovic I.,Stepanek R.,39.0,13.0,1015.0,2525.0,2.0,6.0,7.0,6.0,6.0,4.0,3.0,6.0,6.0,4.0,3.0,2.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Mayer F.,Petzschner P.,60.0,81.0,746.0,582.0,0.0,6.0,2.0,6.0,6.0,4.0,6.0,2.0,6.0,2.0,3.0,2.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Odesnik W.,Kavcic B.,89.0,124.0,559.0,445.0,4.0,6.0,6.0,1.0,6.0,4.0,6.0,2.0,,,3.0,1.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,De Bakker T.,Roddick A.,80.0,7.0,586.0,4510.0,1.0,6.0,4.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Golubev A.,Fish M.,131.0,54.0,407.0,835.0,6.0,2.0,1.0,6.0,6.0,3.0,6.0,3.0,,,3.0,1.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Murray A.,Anderson K.,4.0,148.0,6780.0,347.0,6.0,1.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Russell M.,Del Potro J.M.,90.0,5.0,554.0,6580.0,4.0,6.0,4.0,6.0,6.0,3.0,2.0,6.0,,,1.0,3.0,0.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Tomic B.,Rufin G.,289.0,173.0,150.0,287.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
Australian Open,18/01/10,Grand Slam,Outdoor,Hard,1st Round,Luczak P.,Nadal R.,70.0,2.0,635.0,9310.0,6.0,7.0,1.0,6.0,4.0,6.0,,,,,0.0,3.0,0.0
Australian Open,19/01/10,Grand Slam,Outdoor,Hard,1st Round,Ball C.,Verdasco F.,129.0,9.0,420.0,3300.0,7.0,6.0,6.0,7.0,5.0,7.0,2.0,6.0,,,1.0,3.0,0.0
Australian Open,19/01/10,Grand Slam,Outdoor,Hard,1st Round,Korolev E.,Brands D.,53.0,91.0,860.0,550.0,6.0,2.0,7.0,5.0,7.0,5.0,,,,,3.0,0.0,1.0
Australian Open,19/01/10,Grand Slam,Outdoor,Hard,1st Round,Berdych T.,Haase R.,21.0,390.0,1680.0,95.0,6.0,0.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,1.0
Australian Open,19/01/10,Grand Slam,Outdoor,Hard,1st Round,Sorensen L.,Lu Y.H.,284.0,101.0,156.0,525.0,6.0,4.0,3.0,6.0,6.0,2.0,6.0,1.0,,,3.0,1.0,1.0
Australian Open,19/01/10,Grand Slam,Outdoor,Hard,1st Round,Seppi A.,Isner J.,49.0,28.0,900.0,1260.0,3.0,6.0,3.0,6.0,6.0,3.0,7.0,5.0,4.0,6.0,2.0,3.0,0.0
Australian Open,19/01/10,Grand Slam,Outdoor,Hard,1st Round,Sela D.,Sergeyev I.,41.0,209.0,1006.0,225.0,3.0,6.0,6.0,7.0,6.0,4.0,6.0,7.0,,,1.0,3.0,0.0
Australian Open,19/01/10,Grand Slam,Outdoor,Hard,1st Round,Monfils G.,Ebden M.,12.0,251.0,2610.0,183.0,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,1.0
