Tournament,Date,Series,Court,Surface,Round,P,S,PRank,SRank,PPts,SPts,P1,S1,P2,S2,P3,S3,P4,S4,P5,S5,Psets,Ssets,Gana_P
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Cilic M.,Marchenko I.,13.0,73.0,2855.0,690.0,7.0,5.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Davydenko N.,Russell M.,6.0,80.0,4285.0,654.0,6.0,4.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Ferrero J.C.,Klizan M.,24.0,293.0,1560.0,151.0,6.0,1.0,6.0,3.0,6.0,0.0,,,,,3.0,0.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Nishikori K.,Korolev E.,147.0,69.0,337.0,715.0,7.0,6.0,5.0,2.0,,,,,,,1.0,0.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Greul S.,Gasquet R.,84.0,38.0,633.0,1135.0,3.0,6.0,4.0,6.0,2.0,6.0,,,,,0.0,3.0,0.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Gicquel M.,De Bakker T.,170.0,48.0,284.0,972.0,4.0,6.0,5.0,7.0,2.0,6.0,,,,,0.0,3.0,0.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Phau B.,Mello R.,97.0,81.0,541.0,652.0,4.0,6.0,5.0,7.0,6.0,4.0,6.0,7.0,,,1.0,3.0,0.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Haider-Maurer A.,Soderling R.,214.0,5.0,223.0,4910.0,5.0,7.0,3.0,6.0,7.0,6.0,7.0,5.0,4.0,6.0,2.0,3.0,0.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Monfils G.,Kendrick R.,19.0,148.0,2070.0,334.0,3.0,6.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,4.0,3.0,2.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Zeballos H.,Andreev I.,61.0,121.0,795.0,440.0,3.0,6.0,6.0,4.0,6.0,7.0,3.0,6.0,,,1.0,3.0,0.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Dodig I.,Gonzalez F.,146.0,29.0,337.0,1340.0,6.0,7.0,6.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Melzer J.,Tursunov D.,15.0,481.0,2470.0,62.0,6.0,4.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,2.0,3.0,2.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Mayer L.,Rufin G.,79.0,206.0,672.0,239.0,6.0,2.0,6.0,7.0,6.0,7.0,1.0,6.0,,,1.0,3.0,0.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Ball C.,Raonic M.,145.0,247.0,346.0,185.0,6.0,7.0,6.0,3.0,6.0,3.0,6.0,2.0,,,3.0,1.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Roddick A.,Robert S.,9.0,78.0,3225.0,675.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,1.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Sweeting R.,Berankis R.,113.0,124.0,478.0,428.0,4.0,6.0,7.0,6.0,3.0,6.0,2.0,6.0,,,1.0,3.0,0.0
US Open,30/08/10,Grand Slam,Outdoor,Hard,1st Round,Przysiezny M.,Montanes A.,90.0,23.0,602.0,1600.0,7.0,5.0,6.0,1.0,5.0,7.0,6.0,7.0,0.0,6.0,2.0,3.0,0.0
