,Unnamed: 0,GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,labeled Home,labeled Away,Basket_Average_Home,Dif_Home,Basket_Average_Away,Dif_Away
6336,844,2022-03-14,22101026,Final,1610612758,1610612741,2021,1610612758,112.0,0.476,0.923,0.4,25.0,45.0,1610612741,103.0,0.409,0.955,0.294,22.0,40.0,1,21,4,-9.333333333333343,-1.606060606060609,-9.105263157894726,0.6725146198830458
6335,845,2022-03-14,22101027,Final,1610612762,1610612749,2021,1610612762,111.0,0.398,0.833,0.354,21.0,45.0,1610612749,117.0,0.465,0.862,0.387,21.0,42.0,0,25,12,1.5499999999999972,2.023684210526312,-1.7600000000000051,0.2816666666666663
6334,846,2022-03-14,22101028,Final,1610612747,1610612761,2021,1610612747,103.0,0.391,0.759,0.31,20.0,43.0,1610612761,114.0,0.406,0.722,0.27,24.0,64.0,0,10,24,-3.642857142857139,0.049450549450554604,6.650000000000006,0.8605263157894854
6333,847,2022-03-13,22101012,Final,1610612751,1610612752,2021,1610612751,110.0,0.494,0.727,0.207,30.0,39.0,1610612752,107.0,0.47,0.857,0.379,27.0,40.0,1,14,15,-0.2631578947368354,0.6257309941520504,-5.5,0.961538461538467
6332,848,2022-03-13,22101013,Final,1610612765,1610612746,2021,1610612765,102.0,0.45,0.9,0.414,23.0,44.0,1610612746,106.0,0.449,0.8,0.333,25.0,46.0,0,28,9,2.0,0.538461538461533,2.714285714285708,-0.4395604395604522
6331,849,2022-03-13,22101014,Final,1610612738,1610612742,2021,1610612738,92.0,0.375,0.895,0.243,16.0,45.0,1610612742,95.0,0.446,0.737,0.405,20.0,42.0,0,1,5,5.972972972972983,-0.1381381381381317,-1.84375,-0.16633064516129537
6330,850,2022-03-13,22101015,Final,1610612753,1610612755,2021,1610612753,114.0,0.451,0.7,0.419,28.0,50.0,1610612755,116.0,0.38,0.865,0.378,21.0,45.0,0,16,18,5.84615384615384,0.8461538461538396,-0.035714285714277594,-0.5171957671957585
6329,851,2022-03-13,22101016,Final,1610612737,1610612754,2021,1610612737,131.0,0.548,0.917,0.447,27.0,36.0,1610612754,128.0,0.517,0.808,0.429,23.0,43.0,1,0,17,-4.5,-0.3095238095238102,1.8461538461538538,-0.7371794871794748
6328,852,2022-03-13,22101017,Final,1610612740,1610612745,2021,1610612740,130.0,0.516,0.706,0.313,30.0,45.0,1610612745,105.0,0.506,0.6,0.387,24.0,39.0,1,3,8,-2.4545454545454533,0.9264069264069263,5.571428571428569,0.7252747252747298
6327,853,2022-03-13,22101018,Final,1610612760,1610612763,2021,1610612760,118.0,0.423,0.821,0.317,25.0,44.0,1610612763,125.0,0.471,0.9,0.379,30.0,57.0,0,23,26,4.799999999999997,0.29999999999999716,-0.12000000000000455,-0.37000000000000455
6326,854,2022-03-13,22101019,Final,1610612756,1610612747,2021,1610612756,140.0,0.569,0.857,0.364,36.0,51.0,1610612747,111.0,0.444,0.742,0.4,24.0,37.0,1,19,10,-8.925925925925924,-0.5797720797720842,-2.6000000000000085,1.0428571428571303
6325,855,2022-03-12,22101005,Final,1610612748,1610612750,2021,1610612748,104.0,0.398,0.76,0.333,23.0,53.0,1610612750,113.0,0.422,0.875,0.357,21.0,46.0,0,11,13,-3.8387096774193594,0.5279569892473006,-0.75,-0.8026315789473699
6324,856,2022-03-12,22101006,Final,1610612741,1610612739,2021,1610612741,101.0,0.443,0.933,0.429,20.0,46.0,1610612739,91.0,0.419,0.824,0.208,19.0,40.0,1,4,2,-9.050000000000011,0.055263157894714254,-4.882352941176478,0.05514705882352189
6323,857,2022-03-12,22101007,Final,1610612759,1610612754,2021,1610612759,108.0,0.412,0.813,0.324,28.0,52.0,1610612754,119.0,0.489,1.0,0.389,23.0,47.0,0,22,17,2.3333333333333286,1.047619047619051,1.357142857142847,-0.4890109890110068
6322,858,2022-03-12,22101008,Final,1610612744,1610612749,2021,1610612744,122.0,0.484,0.933,0.4,33.0,55.0,1610612749,109.0,0.413,0.696,0.386,27.0,39.0,1,7,12,10.166666666666657,-0.09047619047619548,-2.115384615384613,-0.3553846153846081
6321,859,2022-03-12,22101009,Final,1610612743,1610612761,2021,1610612743,115.0,0.551,0.75,0.407,32.0,39.0,1610612761,127.0,0.471,0.76,0.387,28.0,50.0,0,6,24,0.6315789473684106,-0.9795321637427037,6.761904761904759,0.11190476190475351
6320,860,2022-03-12,22101010,Final,1610612762,1610612758,2021,1610612762,134.0,0.558,0.71,0.39,21.0,44.0,1610612758,125.0,0.5,0.857,0.394,27.0,33.0,1,25,21,0.4761904761904674,-1.0738095238095298,-10.0,-0.6666666666666572
6319,861,2022-03-12,22101011,Final,1610612757,1610612764,2021,1610612757,127.0,0.516,0.909,0.367,21.0,43.0,1610612764,118.0,0.47,0.963,0.412,26.0,35.0,1,20,27,7.25,-0.5499999999999972,4.375,0.9749999999999943
6318,862,2022-03-11,22100995,Final,1610612753,1610612750,2021,1610612753,118.0,0.465,0.88,0.4,31.0,49.0,1610612750,110.0,0.456,1.0,0.333,24.0,37.0,1,16,13,5.571428571428569,-0.2747252747252702,-0.4285714285714306,0.3214285714285694
6317,863,2022-03-11,22100996,Final,1610612737,1610612746,2021,1610612737,112.0,0.478,0.895,0.29,28.0,47.0,1610612746,106.0,0.488,0.824,0.375,22.0,36.0,1,0,9,-4.869565217391312,-0.36956521739131176,1.6666666666666714,-1.0476190476190368
6316,864,2022-03-11,22100997,Final,1610612738,1610612765,2021,1610612738,114.0,0.467,0.8,0.188,23.0,47.0,1610612765,103.0,0.422,0.958,0.294,21.0,42.0,1,1,28,5.7894736842105345,-0.18349928876244803,2.4666666666666686,0.46666666666666856
6315,865,2022-03-11,22100998,Final,1610612748,1610612739,2021,1610612748,117.0,0.477,0.889,0.314,28.0,42.0,1610612739,105.0,0.443,0.931,0.32,25.0,40.0,1,11,2,-2.9375,0.9012096774193594,-4.222222222222214,0.6601307189542638
6314,866,2022-03-11,22100999,Final,1610612745,1610612742,2021,1610612745,100.0,0.477,0.632,0.2,29.0,39.0,1610612742,113.0,0.455,0.786,0.306,20.0,47.0,0,8,5,7.0,1.4285714285714306,-1.9393939393939377,-0.09564393939393767
6313,867,2022-03-11,22101000,Final,1610612763,1610612752,2021,1610612763,118.0,0.447,0.586,0.346,23.0,53.0,1610612752,114.0,0.422,0.757,0.4,23.0,54.0,1,26,15,-0.7307692307692406,-0.6107692307692361,-4.799999999999997,0.7000000000000028
6312,868,2022-03-11,22101001,Final,1610612740,1610612766,2021,1610612740,120.0,0.5,0.76,0.385,31.0,40.0,1610612766,142.0,0.598,0.8,0.468,41.0,38.0,0,3,29,-1.3043478260869534,1.1501976284584998,-0.8666666666666742,-1.2238095238095354
6311,869,2022-03-11,22101002,Final,1610612759,1610612762,2021,1610612759,104.0,0.4,0.698,0.207,15.0,54.0,1610612762,102.0,0.402,0.652,0.325,20.0,57.0,1,22,25,3.0,0.6666666666666714,1.818181818181813,1.3419913419913456
6310,870,2022-03-11,22101003,Final,1610612756,1610612761,2021,1610612756,112.0,0.5,0.765,0.306,27.0,40.0,1610612761,117.0,0.447,0.905,0.438,19.0,48.0,0,19,24,-8.785714285714292,0.14021164021163202,6.0909090909090935,-0.6709956709956657
6309,871,2022-03-11,22101004,Final,1610612747,1610612764,2021,1610612747,122.0,0.527,0.706,0.452,25.0,37.0,1610612764,109.0,0.459,0.667,0.333,21.0,47.0,1,10,27,-2.125,0.4750000000000085,5.17647058823529,0.8014705882352899
6308,872,2022-03-10,22100993,Final,1610612755,1610612751,2021,1610612755,100.0,0.323,0.867,0.389,19.0,50.0,1610612751,129.0,0.56,0.529,0.45,29.0,45.0,0,18,14,-0.13793103448274735,-0.10221674876846976,-0.6000000000000085,-0.33684210526317315
6307,873,2022-03-10,22100994,Final,1610612743,1610612744,2021,1610612743,102.0,0.417,0.781,0.226,19.0,49.0,1610612744,113.0,0.477,0.75,0.333,26.0,36.0,0,6,7,2.200000000000003,1.5684210526315923,9.486486486486484,-0.680180180180173
6306,874,2022-03-09,22100981,Final,1610612766,1610612738,2021,1610612766,101.0,0.424,0.75,0.242,18.0,46.0,1610612738,115.0,0.495,0.786,0.324,30.0,47.0,0,29,1,-1.125,-0.25833333333332575,5.410256410256409,-0.37921727395412574
6305,875,2022-03-09,22100982,Final,1610612765,1610612741,2021,1610612765,108.0,0.512,0.765,0.355,25.0,32.0,1610612741,114.0,0.526,0.886,0.2,19.0,33.0,0,28,4,3.375,0.9083333333333314,-9.047619047619051,0.002380952380960366
6304,876,2022-03-09,22100983,Final,1610612748,1610612756,2021,1610612748,90.0,0.398,0.769,0.303,27.0,38.0,1610612756,111.0,0.455,1.0,0.297,26.0,55.0,0,11,19,-3.0606060606060623,-0.12310606060606233,-8.0,0.7857142857142918
6303,877,2022-03-09,22100984,Final,1610612749,1610612737,2021,1610612749,124.0,0.5,0.783,0.343,24.0,50.0,1610612737,115.0,0.5,0.818,0.289,26.0,44.0,1,12,0,-1.8888888888888857,0.22649572649572747,-4.166666666666657,0.7028985507246546
6302,878,2022-03-09,22100985,Final,1610612745,1610612747,2021,1610612745,139.0,0.51,0.947,0.425,25.0,50.0,1610612747,130.0,0.465,0.692,0.383,25.0,48.0,1,8,10,6.8125,-0.1875,-2.647058823529406,-0.5220588235294059
6301,879,2022-03-09,22100986,Final,1610612750,1610612760,2021,1610612750,132.0,0.523,0.769,0.423,34.0,48.0,1610612760,102.0,0.414,0.667,0.326,26.0,42.0,1,13,23,-0.9545454545454533,-0.5259740259740227,5.3125,0.5125000000000028
6300,880,2022-03-09,22100987,Final,1610612740,1610612753,2021,1610612740,102.0,0.441,0.722,0.226,23.0,41.0,1610612753,108.0,0.474,0.846,0.378,25.0,45.0,0,3,16,-1.875,-0.5706521739130466,3.7333333333333343,-1.8380952380952351
6299,881,2022-03-09,22100988,Final,1610612742,1610612752,2021,1610612742,77.0,0.314,0.68,0.136,11.0,37.0,1610612752,107.0,0.429,0.788,0.265,20.0,55.0,0,5,15,-1.7058823529411882,0.2335115864527495,-5.3125,-0.5125000000000028
6298,882,2022-03-09,22100989,Final,1610612759,1610612761,2021,1610612759,104.0,0.452,0.95,0.281,24.0,36.0,1610612761,119.0,0.482,0.929,0.367,12.0,47.0,0,22,24,2.411764705882348,-0.5882352941176521,5.695652173913047,-0.3952569169960469
6297,883,2022-03-09,22100990,Final,1610612762,1610612757,2021,1610612762,123.0,0.519,0.815,0.37,31.0,50.0,1610612757,85.0,0.326,0.818,0.25,19.0,36.0,1,25,20,2.3043478260869534,0.4861660079051404,6.588235294117652,-0.6617647058823479
6296,884,2022-03-09,22100991,Final,1610612758,1610612743,2021,1610612758,100.0,0.447,0.667,0.353,24.0,38.0,1610612743,106.0,0.488,0.895,0.257,26.0,51.0,0,21,6,-11.214285714285722,-1.2142857142857224,1.2380952380952408,-0.961904761904762
6295,885,2022-03-09,22100992,Final,1610612746,1610612764,2021,1610612746,115.0,0.5,1.0,0.5,21.0,41.0,1610612764,109.0,0.471,0.85,0.37,26.0,41.0,1,9,27,1.0,-0.6666666666666714,5.388888888888886,0.2124183006535958
6294,886,2022-03-08,22100975,Final,1610612766,1610612751,2021,1610612766,121.0,0.489,0.818,0.317,26.0,41.0,1610612751,132.0,0.561,0.759,0.514,33.0,38.0,0,29,14,-1.2352941176470722,-0.1102941176470722,-1.047619047619051,-0.4476190476190425
6293,887,2022-03-08,22100976,Final,1610612754,1610612739,2021,1610612754,124.0,0.538,0.667,0.5,35.0,38.0,1610612739,127.0,0.5,0.889,0.281,25.0,40.0,0,17,2,0.13333333333333997,-1.223809523809507,-3.8421052631578902,0.3801169590643241
6292,888,2022-03-08,22100977,Final,1610612753,1610612756,2021,1610612753,99.0,0.38,0.88,0.179,17.0,53.0,1610612756,102.0,0.38,0.826,0.351,24.0,52.0,0,16,19,2.5,-1.2333333333333343,-8.166666666666671,-0.1666666666666714
6291,889,2022-03-08,22100978,Final,1610612763,1610612740,2021,1610612763,132.0,0.475,0.833,0.364,30.0,52.0,1610612740,111.0,0.466,0.667,0.324,24.0,45.0,1,26,3,-0.8888888888888857,-0.15811965811964512,-2.519999999999996,-0.644999999999996
6290,890,2022-03-08,22100979,Final,1610612760,1610612749,2021,1610612760,115.0,0.5,0.714,0.41,26.0,36.0,1610612749,142.0,0.53,0.8,0.5,35.0,53.0,0,23,12,5.764705882352942,0.452205882352942,-1.5714285714285694,0.31746031746031633
6289,891,2022-03-08,22100980,Final,1610612744,1610612746,2021,1610612744,112.0,0.478,0.846,0.382,33.0,51.0,1610612746,97.0,0.355,0.826,0.308,23.0,47.0,1,7,9,9.421052631578945,-0.06543385490753906,0.470588235294116,-0.529411764705884
6288,892,2022-03-07,22100968,Final,1610612765,1610612737,2021,1610612765,113.0,0.462,0.652,0.364,27.0,47.0,1610612737,110.0,0.452,0.682,0.289,28.0,48.0,1,28,0,3.588235294117652,0.21323529411765207,-5.359999999999999,-1.1933333333333422
6287,893,2022-03-07,22100969,Final,1610612755,1610612741,2021,1610612755,121.0,0.488,0.794,0.4,29.0,38.0,1610612741,106.0,0.448,0.769,0.333,22.0,48.0,1,18,4,-0.36666666666666003,-0.22873563218391268,-10.0,-0.952380952380949
6286,894,2022-03-07,22100970,Final,1610612748,1610612745,2021,1610612748,123.0,0.538,0.786,0.452,26.0,50.0,1610612745,106.0,0.443,0.682,0.302,22.0,33.0,1,11,8,-2.794117647058826,0.2664884135472363,7.294117647058826,0.48161764705882604
6285,895,2022-03-07,22100971,Final,1610612750,1610612757,2021,1610612750,124.0,0.413,0.795,0.302,21.0,67.0,1610612757,81.0,0.277,0.737,0.25,11.0,42.0,1,13,20,-0.4347826086956559,0.5197628458497974,7.166666666666671,0.5784313725490193
6284,896,2022-03-07,22100972,Final,1610612742,1610612762,2021,1610612742,111.0,0.443,0.8,0.37,19.0,43.0,1610612762,103.0,0.434,0.792,0.387,22.0,45.0,1,5,25,-2.0857142857142748,-0.3798319327730866,3.4166666666666714,1.112318840579718
6283,897,2022-03-07,22100973,Final,1610612759,1610612747,2021,1610612759,117.0,0.548,0.533,0.346,28.0,47.0,1610612747,110.0,0.473,0.696,0.308,19.0,43.0,1,22,10,4.444444444444443,2.032679738562095,-3.3888888888889,-0.741830065359494
6282,898,2022-03-07,22100528,Final,1610612743,1610612744,2021,1610612743,131.0,0.548,0.707,0.313,39.0,41.0,1610612744,124.0,0.511,0.739,0.425,29.0,41.0,1,6,7,1.9090909090909065,0.6709956709956657,9.820512820512832,0.3994601889338867
6281,899,2022-03-07,22100974,Final,1610612758,1610612752,2021,1610612758,115.0,0.488,0.722,0.344,23.0,40.0,1610612752,131.0,0.511,0.826,0.429,19.0,47.0,0,21,15,-11.066666666666663,0.14761904761905953,-3.411764705882348,1.900735294117652
6280,900,2022-03-06,22100960,Final,1610612738,1610612751,2021,1610612738,126.0,0.482,0.763,0.472,25.0,37.0,1610612751,120.0,0.506,0.9,0.444,24.0,45.0,1,1,14,5.900000000000006,0.4897435897435969,-1.0909090909090935,-0.04329004329004249
6279,901,2022-03-06,22100961,Final,1610612749,1610612756,2021,1610612749,132.0,0.54,0.793,0.469,31.0,48.0,1610612756,122.0,0.538,0.727,0.452,33.0,27.0,1,12,19,-0.9310344827586192,0.6403940886699502,-8.225806451612911,-0.059139784946239615
6278,902,2022-03-06,22100963,Final,1610612764,1610612754,2021,1610612764,133.0,0.523,0.813,0.405,33.0,36.0,1610612754,123.0,0.518,0.862,0.323,28.0,42.0,1,27,17,4.94736842105263,-0.44152046783625565,1.25,1.11666666666666
6277,903,2022-03-06,22100964,Final,1610612745,1610612763,2021,1610612745,123.0,0.524,0.667,0.382,23.0,45.0,1610612763,112.0,0.454,0.704,0.192,27.0,40.0,1,8,26,8.166666666666671,0.8725490196078454,-0.75,0.13888888888888573
6276,904,2022-03-06,22100965,Final,1610612760,1610612762,2021,1610612760,103.0,0.424,0.895,0.2,20.0,47.0,1610612762,116.0,0.449,0.765,0.442,27.0,48.0,0,23,25,5.277777777777786,-0.48692810457515634,4.039999999999992,0.6233333333333206
6275,905,2022-03-06,22100962,Final,1610612739,1610612761,2021,1610612739,104.0,0.459,0.652,0.306,24.0,58.0,1610612761,96.0,0.394,0.615,0.25,17.0,45.0,1,2,24,-3.25,0.5921052631578902,6.875,1.1793478260869534
6274,906,2022-03-06,22100967,Final,1610612743,1610612740,2021,1610612743,138.0,0.54,0.791,0.303,32.0,47.0,1610612740,130.0,0.475,0.69,0.424,30.0,49.0,1,6,3,0.5217391304347814,-1.3873517786561251,-2.653846153846146,-0.13384615384615017
6273,907,2022-03-06,22100966,Final,1610612746,1610612752,2021,1610612746,93.0,0.375,0.727,0.324,17.0,43.0,1610612752,116.0,0.472,0.633,0.448,19.0,57.0,0,9,15,0.22222222222222854,-0.24836601307188744,-3.3888888888888857,0.022875816993462195
6272,908,2022-03-05,22100954,Final,1610612742,1610612758,2021,1610612742,114.0,0.476,0.741,0.389,22.0,39.0,1610612758,113.0,0.489,0.667,0.36,24.0,45.0,1,5,21,-2.0833333333333286,0.0023809523809461552,-9.875,1.1916666666666629
6271,909,2022-03-05,22100955,Final,1610612766,1610612759,2021,1610612766,123.0,0.462,0.793,0.381,29.0,50.0,1610612759,117.0,0.459,0.8,0.297,28.0,51.0,1,29,22,-1.6111111111111143,-0.37581699346404207,4.526315789473685,0.08187134502924209
6270,910,2022-03-05,22100956,Final,1610612748,1610612755,2021,1610612748,99.0,0.486,0.842,0.464,20.0,38.0,1610612755,82.0,0.341,0.826,0.171,13.0,41.0,1,11,18,-2.5714285714285694,0.22268907563025664,-0.5806451612903203,-0.21397849462366025
6269,911,2022-03-05,22100957,Final,1610612763,1610612753,2021,1610612763,124.0,0.5,0.667,0.412,25.0,55.0,1610612753,96.0,0.43,0.688,0.314,25.0,41.0,1,26,16,-1.103448275862064,-0.35344827586206407,3.117647058823522,0.6176470588235219
6268,912,2022-03-05,22100958,Final,1610612750,1610612757,2021,1610612750,135.0,0.565,0.828,0.405,36.0,42.0,1610612757,121.0,0.471,0.833,0.421,24.0,41.0,1,13,20,-0.5416666666666714,-0.10688405797101552,7.05263157894737,-0.11403508771930149
6267,913,2022-03-05,22100959,Final,1610612747,1610612744,2021,1610612747,124.0,0.494,0.857,0.439,25.0,47.0,1610612744,116.0,0.5,0.474,0.441,22.0,41.0,1,10,7,-3.6315789473684106,-0.24269005847951064,9.300000000000011,-0.5205128205128204
6266,914,2022-03-04,22100946,Final,1610612765,1610612754,2021,1610612765,111.0,0.447,0.667,0.5,28.0,52.0,1610612754,106.0,0.39,0.643,0.25,24.0,55.0,1,28,17,3.8888888888889,0.30065359477124787,-0.17647058823528994,-1.42647058823529
6265,915,2022-03-04,22100947,Final,1610612755,1610612739,2021,1610612755,125.0,0.547,0.906,0.424,23.0,30.0,1610612739,119.0,0.537,0.875,0.357,30.0,41.0,1,18,2,-0.375,0.2056451612903203,-2.857142857142861,0.3928571428571388
6264,916,2022-03-04,22100948,Final,1610612764,1610612737,2021,1610612764,114.0,0.541,0.889,0.483,37.0,41.0,1610612737,117.0,0.418,0.824,0.361,18.0,39.0,0,27,0,4.25,-0.6973684210526301,-5.42307692307692,-0.06307692307692037
6263,917,2022-03-04,22100458,Final,1610612761,1610612753,2021,1610612761,97.0,0.398,0.647,0.324,22.0,54.0,1610612753,103.0,0.379,0.952,0.297,24.0,55.0,0,24,16,7.1200000000000045,0.24500000000000455,3.8333333333333286,0.7156862745098067
6262,918,2022-03-04,22100949,Final,1610612741,1610612749,2021,1610612741,112.0,0.5,0.727,0.385,25.0,40.0,1610612749,118.0,0.489,0.667,0.323,20.0,50.0,0,4,12,-11.695652173913047,-1.6956521739130466,-1.1333333333333258,-0.20229885057470653
6261,919,2022-03-04,22100950,Final,1610612740,1610612762,2021,1610612740,124.0,0.515,0.765,0.306,29.0,52.0,1610612762,90.0,0.348,0.654,0.268,15.0,52.0,1,3,25,-2.2962962962962905,0.3575498575498557,4.115384615384613,0.07538461538462116
6260,920,2022-03-04,22100951,Final,1610612760,1610612750,2021,1610612760,101.0,0.43,0.857,0.257,19.0,39.0,1610612750,138.0,0.538,0.783,0.468,35.0,41.0,0,23,13,4.631578947368425,-0.6461988304093609,0.20000000000000284,0.7416666666666742
6259,921,2022-03-04,22100952,Final,1610612743,1610612745,2021,1610612743,116.0,0.453,0.806,0.394,27.0,41.0,1610612745,101.0,0.458,0.682,0.278,25.0,44.0,1,6,8,1.0,0.4782608695652186,6.89473684210526,-1.2719298245614112
6258,922,2022-03-04,22100953,Final,1610612756,1610612752,2021,1610612756,115.0,0.447,0.815,0.5,28.0,33.0,1610612752,114.0,0.465,0.7,0.448,23.0,49.0,1,19,15,-8.0625,0.16330645161291102,-2.9473684210526443,0.44152046783624144
6257,923,2022-03-03,22100710,Final,1610612737,1610612741,2021,1610612737,130.0,0.524,0.857,0.45,26.0,33.0,1610612741,124.0,0.591,0.857,0.538,30.0,32.0,1,0,4,-4.777777777777786,0.6452991452991341,-11.5,0.19565217391304657
6256,924,2022-03-03,22100940,Final,1610612738,1610612763,2021,1610612738,120.0,0.517,0.8,0.432,33.0,51.0,1610612763,107.0,0.424,0.769,0.325,24.0,44.0,1,1,26,5.560975609756099,-0.33902439024390674,-1.3666666666666742,-0.2632183908046102
6255,925,2022-03-03,22100941,Final,1610612751,1610612748,2021,1610612751,107.0,0.47,0.773,0.387,24.0,30.0,1610612748,113.0,0.519,0.821,0.333,27.0,35.0,0,14,11,-0.6086956521739211,0.4822134387351724,-2.6666666666666714,-0.095238095238102
6254,926,2022-03-03,22100942,Final,1610612761,1610612765,2021,1610612761,106.0,0.434,0.75,0.269,12.0,41.0,1610612765,108.0,0.452,0.75,0.297,25.0,42.0,0,24,28,7.038461538461547,-0.08153846153845734,3.473684210526315,-0.4152046783625849
6253,927,2022-03-03,22100943,Final,1610612742,1610612744,2021,1610612742,122.0,0.529,0.75,0.459,29.0,32.0,1610612744,113.0,0.543,0.769,0.5,26.0,37.0,1,5,7,-2.189189189189193,-0.10585585585586443,9.390243902439025,0.09024390243901337
6252,928,2022-03-03,22100944,Final,1610612759,1610612758,2021,1610612759,112.0,0.495,0.5,0.375,28.0,40.0,1610612758,115.0,0.459,0.844,0.313,26.0,49.0,0,22,21,3.6999999999999886,-0.8263157894736963,-9.235294117647058,0.639705882352942
6251,929,2022-03-03,22100945,Final,1610612746,1610612747,2021,1610612746,132.0,0.548,0.867,0.63,32.0,46.0,1610612747,111.0,0.488,0.773,0.343,26.0,36.0,1,9,10,-0.05263157894736992,-0.27485380116959846,-3.1000000000000085,0.531578947368402
6250,930,2022-03-02,22100932,Final,1610612739,1610612766,2021,1610612739,98.0,0.468,0.667,0.323,21.0,37.0,1610612766,119.0,0.506,0.727,0.447,32.0,45.0,0,2,29,-1.4545454545454675,1.4025974025973937,-1.6842105263157947,-0.07309941520468044
6249,931,2022-03-02,22100933,Final,1610612753,1610612754,2021,1610612753,114.0,0.454,0.8,0.313,22.0,52.0,1610612754,122.0,0.436,0.8,0.324,23.0,54.0,0,16,17,2.6842105263157805,-1.149122807017548,0.0,0.17647058823528994
6248,932,2022-03-02,22100934,Final,1610612755,1610612752,2021,1610612755,123.0,0.52,0.848,0.472,24.0,43.0,1610612752,108.0,0.429,0.688,0.286,20.0,40.0,1,18,15,-0.4242424242424221,-0.04924242424242209,-3.950000000000003,-1.0026315789473585
6247,933,2022-03-02,22100935,Final,1610612745,1610612762,2021,1610612745,127.0,0.5,0.667,0.412,27.0,34.0,1610612762,132.0,0.549,0.708,0.357,32.0,49.0,0,8,25,7.8500000000000085,0.9552631578947484,5.7037037037037095,1.5883190883190963
6246,934,2022-03-02,22100936,Final,1610612749,1610612748,2021,1610612749,120.0,0.451,0.889,0.389,22.0,52.0,1610612748,119.0,0.454,0.833,0.477,28.0,48.0,1,12,11,-1.2903225806451672,-0.1569892473118415,-2.567567567567565,0.09909909909910652
6245,935,2022-03-02,22100937,Final,1610612740,1610612758,2021,1610612740,125.0,0.591,0.833,0.379,30.0,50.0,1610612758,95.0,0.393,0.68,0.229,20.0,38.0,1,3,21,-2.5714285714285694,-0.2751322751322789,-10.222222222222229,-0.9869281045751706
6244,936,2022-03-02,22100938,Final,1610612743,1610612760,2021,1610612743,107.0,0.444,0.882,0.261,25.0,47.0,1610612760,119.0,0.506,0.714,0.552,24.0,50.0,0,6,23,-0.20000000000000284,-1.2000000000000028,5.25,0.6184210526315752
6243,937,2022-03-02,22100939,Final,1610612756,1610612757,2021,1610612756,120.0,0.5,0.839,0.389,32.0,46.0,1610612757,90.0,0.385,0.76,0.355,22.0,35.0,1,19,20,-8.030303030303031,0.032196969696968836,6.5,-0.5526315789473699
6242,938,2022-03-01,22100926,Final,1610612764,1610612765,2021,1610612764,116.0,0.5,0.808,0.5,29.0,42.0,1610612765,113.0,0.478,0.826,0.296,23.0,43.0,1,27,28,4.571428571428569,0.3214285714285694,2.9499999999999886,-0.5236842105263264
6241,939,2022-03-01,22100927,Final,1610612738,1610612737,2021,1610612738,107.0,0.47,0.947,0.314,27.0,47.0,1610612737,98.0,0.434,0.792,0.226,15.0,37.0,1,1,0,5.69047619047619,0.12950058072009085,-5.321428571428569,-0.5436507936507837
6240,940,2022-03-01,22100928,Final,1610612761,1610612751,2021,1610612761,109.0,0.456,0.87,0.304,27.0,48.0,1610612751,108.0,0.5,0.737,0.4,21.0,37.0,1,24,14,7.259259259259267,0.22079772079771942,-1.1666666666666714,-0.5579710144927503
6239,941,2022-03-01,22100929,Final,1610612745,1610612746,2021,1610612745,100.0,0.396,0.647,0.333,21.0,45.0,1610612746,113.0,0.438,0.941,0.419,24.0,55.0,0,8,9,8.523809523809518,0.6738095238095099,-0.7999999999999972,-0.7473684210526272
6238,942,2022-03-01,22100930,Final,1610612750,1610612744,2021,1610612750,129.0,0.528,0.826,0.4,27.0,42.0,1610612744,114.0,0.456,0.864,0.289,26.0,40.0,1,13,7,0.03846153846154721,-0.16153846153845564,9.23809523809524,-0.15214866434378393
6237,943,2022-03-01,22100931,Final,1610612747,1610612742,2021,1610612747,104.0,0.451,0.8,0.412,22.0,37.0,1610612742,109.0,0.5,0.63,0.286,24.0,45.0,0,10,5,-3.238095238095241,-0.13809523809523228,-1.6842105263157805,0.5049786628734125
6236,944,2022-02-28,22100920,Final,1610612739,1610612750,2021,1610612739,122.0,0.527,0.853,0.405,29.0,38.0,1610612750,127.0,0.547,0.789,0.429,30.0,31.0,0,2,13,-0.9565217391304373,0.4980237154150302,0.25925925925926663,0.22079772079771942
6235,945,2022-02-28,22100921,Final,1610612753,1610612754,2021,1610612753,119.0,0.469,0.773,0.324,29.0,39.0,1610612754,103.0,0.486,0.72,0.417,22.0,39.0,1,16,17,2.049999999999997,-0.6342105263157833,0.3684210526315752,0.3684210526315752
6234,946,2022-02-28,22100726,Final,1610612751,1610612761,2021,1610612751,97.0,0.384,0.792,0.343,23.0,45.0,1610612761,133.0,0.515,0.591,0.474,35.0,47.0,0,14,24,-0.9200000000000017,0.2466666666666697,7.321428571428569,0.06216931216930277
6233,947,2022-02-28,22100922,Final,1610612748,1610612741,2021,1610612748,112.0,0.494,0.769,0.387,28.0,39.0,1610612741,99.0,0.488,0.667,0.241,23.0,38.0,1,11,4,-2.1842105263157805,0.3833570412517844,-11.239999999999995,0.2600000000000051
